广东味霸味业科技有限公司,"广东味霸味业科技有限公司，座落f于广东省东莞市，公司占地面积16000多平方米，拥有现代化高标准厂房12000多平方米，注册资金1000万元，并通过了ISO9001 haccp认证，同时取得了出口企业备案证书。拥有多项高新技术生产调味料与香精的专利，拥有专业的研发、应用、生产、品控、销售及管理团队。 公司采用国外美拉德反应的先进技术和新的生物、食品工程技术,专业研发、生产、销售粉状、膏状肉味和液体调味品和香精。广泛适用于方便面、鸡精、鸡粉、休闲食品、肉制品、饮料、糖果等行业。",牛肉粉末香精，Beef Powder Flavor，食品香精，food flavor，复合调味料，compound seasoning，鸡肉粉末香精，Chicken Powder Flavor，猪肉粉末香精，Pork Powder Flavor
烟台鸿和生物科技有限公司,烟台鸿和生物科技有限公司位于美丽的海滨城市——烟台，企业占地面积8600平方米，其中生产厂房4000平米，总投资1000万元，公司从事甘油产品的生产研究达30余年，其主要生产品种有食品添加剂甘油，目前年可生产销售食品添加剂甘油4000吨，其它品种甘油2000吨，销售量全国同行业之首。,食品添加剂甘油，glycer，食品添加剂甘油，glycer，食品添加剂甘油，glycer，食品添加剂甘油，glycer
南京甲乙信维化工有限公司,南京甲乙信维化工有限公司位于六朝古都南京，成立于2014年。 主要生产和销售食品添加剂，包括防腐剂、甜味剂、抗氧化剂、增稠剂、酸化剂、营养补充剂、维生素、提取物、微量元素和食品加工助剂等。,苯甲酸钠，Sodium benzoate，阿斯巴甜，Aspartame，黄原胶，Xanthan gum
桂林三棱生物科技有限公司,桂林三棱生物成立于1993年，是桂林市农业产业化重点龙头企业，是生产天然植物提取物、中间体、原料药和高纯度活性成分的专业厂家。拥有完善的提取、浓缩、萃取、冷藏、柱层析、喷干等设备及高效液相等检测设备，可满足不同产品的工艺要求。公司一直不断完善质量，确保产品安全、有效和质量稳定，已获得SC证， KOSHER)， HALAL，并通过HACCP，ISO22000等食品安全质量管理体系认证。,罗汉果甜，Luo Han Guo Sweetener，罗汉果甜苷，Mogroside，罗汉果甜苷，Mogroside
广州市合利源食品有限公司,广州市合利源食品有限公司是创建于一九九九年的民营股份制企业，主要成品有麦芽提取物、燕麦提取物、固体麦精、麦芽糖等。 本企业拥有一支优秀的专业团队，已顺利成为国家高新技术企业、广州市清洁生产企业和广州市增城区农业龙头企业，并已通过FSSC22000食品安全管理体系认证、HACCP体系认证、ISO22000食品安全管理体系认证、食品生产许可证（SC）、出口食品生产企业卫生注册认证和清真认证。优良的产品品质和诚信的经营理念，大大提高了“合利源”产品品牌在市场上的竞争力，使公司成为国内多家大型著名食品、药品生产企业的原料的信赖。,固体麦精，Dry Malt Extract，燕麦粉，Oat Powder，燕麦粉，Oat Powder，麦芽糖粉，Maltose Powder，燕麦提取物，Oat Extract，固体麦精，Dry Malt Extract，麦芽提取物，Malt Extract，麦芽糖粉，Maltose powder，麦芽糖，Maltose，麦芽提取物，Malt Extract，酶解燕麦粉，Hydrolyzed Oat Powder，燕麦提取物，Oat Extract，固体麦芽提取物，Dry Malt Extract，麦芽糖，Maltose，酶解燕麦粉，Hydrolyzed Oat Powder，大麦麦芽提取物，Malt Extract，固体麦芽提取物，Dry Malt Extract，大麦麦芽提取物，Malt Extract
广州嘉德乐生化科技有限公司,广州嘉德乐生化科技有限公司是由香港嘉德乐集团投资兴建集研发、生产、销售于一体的现代化高科技大型油脂化工企业。嘉德乐在广州市经济技术开发区拥有自己的研发和生产基地，总投资1亿元，现在年产能达到5万吨，引进国外先进的设备和国际顶尖的生产技术，专业生产分子蒸馏单甘酯，纯度达到99%以上，品质达到国际领先水平。公司还生产水溶性单甘酯、单双甘油酯、司盘系列、聚甘油酯等各类乳化剂产品。嘉德乐先后荣获国家级高新技术企业、国家产学研基地、广州创新百强企业、博士后创新实践基地等各种荣誉。,SP蛋糕油，SP cake emulsifier，单，双硬脂酸甘油酯，Mono and Diglycerides，单双甘油脂肪酸酯，Mono and Diglycerides，聚甘油脂肪酸酯，Polyglycerol Esters of Fatty Acids，蛋糕油，SP cake emulsifier，单月桂酸甘油酯，Glycerol Monolaurate，司盘系列，Sorbitan Ester (Span)，司盘，Sorbitan Ester (Span)，蒸馏单硬脂酸甘油酯，Distilled Glycerin Monostearate，聚甘油脂肪酸酯，Polyglycerol Esters of Fatty Acids，单双甘油脂肪酸酯，Distilled Glycerin Monostearate，单双甘油脂肪酸酯，Mono and Diglycerides，水分散型单甘酯，Water Dispersible Glycerin Monostearate
兴化市长虹食品有限公司,"兴化市长虹食品有限公司主营青梗菜、包菜、香葱、胡萝卜，经国家工商部门批准注册，兴化市长虹食品有限公司具备青梗菜、包菜、香葱、胡萝卜的招商代理资格。兴化市长虹食品有限公司优质的产品质量,广阔的市场前景,丰厚的代理待遇,强大的代理优势,让您创业投资不再难。兴化市长虹食品有限公司热诚欢迎各位有志之士前来实地参观和考察。","脱水蔬菜，Dehydrated vegetables，青梗菜,包菜,香葱,胡萝卜，Greens, cabbage, chives, carrots"
江西新黄海食品有限公司,公司70年代初期在上海创建，是国内第一家专业生产葡萄糖酸内酯、葡萄糖酸钙等葡萄糖酸系列产品的国有企业，屡次受到上海市政府的表彰。由于企业发展需要和体制变化2004年厂迁到有着中国药都美誉的江西省樟树市，在30多年生产经验的基础上，不断的更新技术和工艺，勇做中国葡萄糖酸内酯行业的领航者。,葡萄糖酸内酯，Glucono-Delta-Lactone，葡萄糖酸钠，Sodium gluconate，葡萄糖酸-δ-内酯，Glucono-Delta-Lactone，糖霜，The icing，葡萄糖酸内酯，Glucono-Delta-Lactone
邯郸市天旭天然色素有限公司,邯郸市天旭天然色素有限公司是国家高新技术企业、河北省农业产业化重点龙头企业、中国食品添加剂和配料协会理事单位，位于河北省曲周县高新技术园区，是一家以农产品精深加工和植物提取为主的综合型生产企业,姜黄素，Turmeric Extract -Curcumin，辣椒红，-Paprika Oleoresin，姜黄素，Turmeric Extract -Curcumin，辣椒油树脂，Capsicum Oleoresin，紫草红，Gromwell Pigment，姜黄油，Turmeric Oil，姜黄，Turmeric Extract，辣椒油树脂，Capsicum Oleoresin，紫草红，Gromwell Pigment，姜黄素，curcumin，红米红，red kermel color，辣椒油树脂，Capsicum Oleoresin，姜黄粉，Turmeric Powder，姜黄油，Turmeric Oil，姜黄粉，Turmeric Powder，辣椒红，Paprika Oleoresin，姜黄，Curcumin，姜黄粉，Turmeric Powder，姜黄，Curcumin，辣椒红，Paprika Oleoresin，姜黄油树脂，Turmeric Oleoresin，姜黄油树脂，Turmeric Oleoresin
青岛花帝食品配料有限公司,花帝集团成立九十年代中期，从最初的经营屈指可数的几种食品加工的香精产品，发展到现在生产销售甜味香精、咸味香精、大厨四宝调味料、酱料产品、总资产近5亿的集团化企业。集团子公司大厨四宝餐料有限公司致力于调味料的生产与销售，本公司的肉香王、浓缩鲜香粉、老母鸡粉等产品成为享誉全国餐饮界的明星产品。广泛应用于各种风味小吃、餐饮酒店。,乙基麦芽酚，HD-6，青岛花帝食品配料有限公司，hodias，青岛花帝食品配料有限公司，hodias，花帝HD-6增香剂，HD-6，花帝HD-6增香剂，HD-6，猪肉香精，
广东聿津食品有限公司,广东聿津食品有限公司，创立于2005年，位于广东省肇庆市国家高新区，占地面积约2.5万平方米。是一家致力于食品香精香料、复配食品添加剂的研发、生产、销售的现代化食品企业。 广东聿津食品有限公司，在西式肉制品行业有较大的市场份额，在膨化食品、休闲食品和调味品等领域颇具影响力，在缓慢释放香精领域处于领先地位，与众多大型食品企业建立了合作关系。,天然色素，Natural food colorant，调味品，Condiment，甜味香精，Sweet flavor，肉味香精3375，meat flavor3375，天然提取物，Natural extract，复合型调味料，Compound seasonings，咸味香精，Salt flavor，迷迭香提取物，Rosemary Extracts，香料香精，Flavour and fragrance，栀子黄色素，Gardenia Yellow
南阳统冠食品有限公司,南阳统冠食品有限公司,绿色双冠饼干碎，LvSeShaungGuanBingGanSui
开封鑫之源生物科技有限公司,开封鑫之源生物科技有限公司位于河南省开封市祥符区黄龙食品园区内，是一家专业生产食品用香精的企业。主营产品有热反应类粉状香精、浆（膏）状香精、液体香精等几百种产品，公司一贯坚持“产品精益求精、合作协同发展”的企业精神，“以市场为导向、以客户为中心、以满足客户需求为原则”的经营理念为全国客户提供优质并专业的服务。,液体类系列香精，Liquid flavor，浆膏状系列香精，Paste(flavor) essence，热反应类粉状香精系列，Hot Reactive Powder Flavor
四川省旌晶食品有限公司,我公司源自1985年，一直以“致力于人类营养健康事业”为宗旨，在国内研发、生产和销售——方便玉米粉、杂粮粉、方便杂粮粉系列产品，公司是国内较早从事粗杂粮绿色健康食品开发的企业之一。行业标准《方便玉米粉》《方便杂粮粉》起草企业，农业部标准《绿色食品 即食谷粉》起草企业。公司已通过ISO9001、ISO22000和HACCP体系认证。,膨化及烘焙五谷杂粮粉，Puffed and baked whole grain flour
可曼生物科技（上海）有限公司,我公司主要生产食品香精，烟草香精，槟榔香精,食品香精，Food flavor，香精香料，Production and marketing of food flavoring essence
青岛保税区鲁联国际贸易有限公司,青岛保税区鲁联国际贸易有限公司建立于1998年，山东省青岛市，专注于食品添加剂，日化香精原料和医药化工原料行业。时至今日，已成为一家集研发、生产、销售为一体的，中国领先的香精香料供应商。我们在食品添加剂，日化香精原料和医药化工原料等领域深耕十多年，主要经营大类有合成香料、天然香料、天然植物提取物、食品配料、日用精细化工品等,2.3.5-三甲基吡嗪，2.3.5-trimethyl pyrazine，丁酸二甲基苄基原酯，Dimethylbenzylcarbinyl Butyrate，2-乙酰基吡啶，2-ACETYL PYRIDINE，2-乙酰基吡啶，2-ACETYL PYRIDINE
冠县瑞昌贸易有限公司,"集团公司成立于2003年5月，总占地面积1000余亩，历经数年的发展形成了冠县新瑞木业有限公司年产30万立方密度板林业三剩物综合深加工产业；冠县新瑞实业有限公司民生热电联产、城区供暖、园区供气产业，以及年产30万吨小麦综合循环经济精深加工产业；山东嘉华油脂有限公司年产18万吨大豆综合循环经济精深加工产业；小麦、非转基因大豆种植基地，形成了多元化产业集团公司，实现年产值30亿元。集团旗下冠县瑞昌贸易有限公司成立于2011年，注册资金600万元，负责大豆分离蛋白、膳食纤维, 谷朊粉和酒精的国际销售业务，实现了产地直销和工贸一体化。",大豆膳食纤维，Soy Dietary Fiber，小麦淀粉，Wheat Starch，谷朊粉，Vital Wheat Gluten，大豆分离蛋白，Soy Protein Isolate
山东嘉华油脂有限公司,"集团公司成立于2003年5月，总占地面积1000余亩，历经数年的发展形成了冠县新瑞木业有限公司年产30万立方密度板林业三剩物综合深加工产业；冠县新瑞实业有限公司民生热电联产、城区供暖、园区供气产业，以及年产30万吨小麦综合循环经济精深加工产业；山东嘉华油脂有限公司年产18万吨大豆综合循环经济精深加工产业；小麦、非转基因大豆种植基地，形成了多元化产业集团公司，实现年产值30亿元。集团旗下冠县瑞昌贸易有限公司成立于2011年，负责大豆分离蛋白、膳食纤维, 谷朊粉和酒精的国际销售业务，实现了产地直销和工贸一体化。",谷朊粉，Vital Wheat Gluten，大豆分离蛋白，soy protein isolate，谷朊粉，VITAL WHEAT GLUTEN，大豆膳食纤维，soy dietary fiber，96度酒精，Ethanol，大豆分离蛋白，SOY PROTEIN ISOLATE，谷朊粉，Vital Wheat Gluten，大豆膳食纤维，Soy Dietary Fiber，大豆分离蛋白，Isolated Soy Protein，大豆膳食纤维，SOY DIETARY FIBER
江苏振亚生物科技有限公司,江苏振亚生物科技有限公司生产研发设施设备完善，现拥有GMP标准厂房2座，厂区拥有大麦若叶青汁粉专业生产线（低温气流粉碎机4台，GMP气流粉碎机组2台），黑芝麻、核桃、杏仁等对温度敏感的物料生产线（低温液氮粉碎机组）、五谷杂粮膳食粉产线（螺杆式挤压膨化机、蒸煮烘干机）、果蔬粉生产线（低温超微粉碎机）。公司建立了质量检验中心、产品研发中心、中试车间，检验仪器、研发设备齐全。,大麦苗粉，Barley grass powder，大麦苗粉，Barley grass powder，大麦苗粉，Barley grass powder，大麦苗粉，Barley grass powder
东莞市冠一塑料容器有限公司,东莞市冠一塑料容器有限公司成立于2007年，于2013年获得食品包装容器工业生产许可QS证书；并通过了ISO9001：2015质量体系认证；2018年被评定为“广东省高新技术企业”，2020年连续3年荣获“广东省守合同重信用企业”称号。 公司集研发、生产（含印刷）、销售、物流一体，旗下有润滑油容器事业部、食品包装容器事业部、金属包装容器事业部、PET包装容器事业部，是目前国内最具竞争力的容器合作厂家。,塑料容器，plastic container，塑料瓶，plastic container
福建屏湖红生物科技有限公司,福建屏湖红生物科技有限公司前身是福建省古田县屏湖红酒曲有限公司，创办于1993年3月。主营产品为生物科技产品、红曲含食品添加剂红曲米、红曲粉、酿造红曲和红曲酒黄酒。2016年员工166人，其中专业技术人员28人；企业资产总值1.2亿元。2014年公司为提高红曲、黄酒生产产能提升产品品质。决定实施红曲、黄酒生产线自动化改造项目，项目计划投资1.5亿元。,红曲米（粉），Red yeast rice，红曲米粉，hong qu mi，红曲米粉，Red yeast rice，红曲米（粉），Red yeast rice，红曲米粉，Red yeast rice
山东嘉珂生物科技有限公司,"山东嘉珂生物科技有限公司坐落于著名的“孟子故里、邹鲁圣地”，国家历史文化名城、全国综合实力百强县市—山东省邹城市。公司占地面积100亩，总投资5.01亿元，是一家现代化医药辅料制剂企业。公司主要从事药用辅料及食品添加剂的技术开发和生产制造,严格按照GMP标准设计建设，车间设备采用PLC联动自控系统，自动包装和机器人码垛工艺流程。年产6万吨食品添加剂及药用原辅料∶β环糊精5000吨，药用玉米淀粉20000吨，糊精 20000吨，可溶性淀粉、水溶性淀粉各1500吨，微晶纤维素PH101系列1000吨，羧甲淀粉钠1500吨，硬脂酸盐1000吨.",羧甲淀粉钠，Sodium carboxymethyl starch，硬脂酸镁，Magnesium stearate，β-环状糊精，β- Cyclodextrin，预胶化淀粉，Pregelatinized starch，微晶纤维素，Microcrystalline cellulose，可溶性淀粉，Soluble starch，甜菊糖苷，Stevia glycoside，糊精，Dextrin
安徽纳百川药业有限公司,安徽纳百川药业有限公司成立于2017年，注册资本6000万元。是一家专门从事中药饮片养生花茶、天然薄荷脑、植物精油生产与销售为一体的企业。,薄荷脑，Natural Menthol Crystal
四川什邡鼎立磷化工有限公司,四川什邡鼎立磷化工有限公司位于四川省什邡经济开发区（北区）。公司创建于二OO一年九月，是以生产和销售磷酸盐系列产品为主的私营企业，拥有自营进出口权。充分利用中国西南地区的磷矿资源和先进的生产管理经验，不断开发新产品和技术改造。公司90%以上的产品出口到世界30多个国家和地区，在国内国际市场上均享有很高的信誉和知名度。 鼎立磷化工将在磷酸盐系列产品方面坚持以“诚信、务实、创新、发展”的企业理念来拓展和服务于国内国际市场，愿与社会各界朋友携手合作，共创鼎立磷化工辉煌。,磷酸二氢钠，Monosodium Phosphate，磷酸氢二铵，Diammonium Phosphate，三聚磷酸钠，Sodium Tripolyphosphate，磷酸氢二钠，Disodium Phosphate，磷酸二氢钾，Monopotassium Phosphate，焦磷酸钠，Tetra Sodium Pyrophosphate，磷酸三钠，Trisodium Phosphate，磷酸，Phosphoric Acid，磷酸氢二钾，Dipotassium phosphate，磷酸二氢铵，Monoammonium Phosphate，磷酸，Phosphoric Acid，六偏磷酸钠，Sodium Hexametaphosphate，磷酸二氢钾，Monopotassium Phosphate，磷酸氢二铵，Diammonium Phosphate，磷酸二氢钾，Monopotassium phosphate，磷酸二氢铵，Monoammonium Phosphate
南宁荟力生化科技有限公司,"南宁荟力生化科技有限公司成立于2008年8月1日，具有独立的法人资格，注册资金500万元人民币。公司占地面积45280平方米，建筑面积15000平方米。 目前公司拥有国内一流的变性淀粉生产线数条，年生产能力达5万吨以上，主要生产“荟力”牌食用木薯淀粉、“荟力”牌工业用糊化淀粉、“荟力”牌饲料级糊化淀粉、“荟力”牌制香专用胶粉,水产饲料用预糊化淀粉、建材工业用预糊化淀等系列产品。",多晶体冰糖，Huili brand polycrystalline rock sugar
鹤壁市鹤鑫化工有限责任公司,鹤壁市鹤鑫化工有限责任公司是一家集生产、销售、经营为一体的综合性民营企业。其地处河南省鹤壁市山城区石林工业园区。主要产品有：牛磺酸、硫酸、硫酸钾、氯磺酸、硫酸钠、亚硫酸氢钠等。企业地处河南省鹤壁市山城区的石林工业园区，占地面积140余亩。自2008 年6月成立以来，通过不断深化改革，在各个方面都有了跨越式的发展。所从事的产业跨多领域，经济实体的实力不断增强。,牛磺酸，Taurine，牛磺酸，taurine，牛磺酸，TAURINE，牛磺酸，TAURINE，牛磺酸，taurine
深圳汉朔建元生物科技股份有限公司,深圳汉朔建元生物科技股份有限公司主营动物蛋白提取，骨汤系列产品。,牛骨清汤，Beef Bone Broth，牛骨白汤，Beef Bone White Soup，骨汤，Bone soup，牛骨髓油，Bovine Bone Marrow Oil，牛骨髓油，Bovine Bone Marrow Oil，牛骨胶原蛋白肽，Bovine Bone Collagen Peptide，牛胶原蛋白肽，Bovine collagen peptide，牛骨白汤，Beef Bone White Soup，牛皮蛋白，Cow hide collagen，牛骨胶原蛋白肽，Bovine Bone Collagen Peptide，牛骨清汤，Beef Bone Broth
湖南先伟实业有限公司,先伟实业 成立于1998年，这20多年来我们深耕于天然植物提取领域。我们专注于天然 植物的种植、提取、研发、应用，运用高科技技术，研发和生产迷迭香提取物、天然香料油、植 物单宁、植物蛋白四大系列产品，是一家致力于服务人类营养、动物保健、天然日化，电子化学等四大领域的国际化高科技企业。,迷迭香提取物，Rosmary extract
山东省宏福慧科技有限公司,山东省宏福慧科技有限公司，是专业从事果蔬精深加工出口的国家高新技术企业。产品包括FD冻干果蔬、各种果蔬营养粉及生物制品等100多个品种。,冻干果蔬，Freeze-dried fruits and vegetables，冻干果蔬，FD fruits and vegetables，冻干果蔬，Freeze-dried fruits an，冻干果蔬，freeze-drying fruits and vegetables，冻干果蔬，Freeze-dried fruits and vegetables，冻干果蔬，Freeze-dried fruits an
甘肃泛植制药有限公司,泛植制药创立于1995年，专注生产甘草制品20余年，从事甘草及植物提取物的研究开发、生产加工和销售，甘草制品广泛应用于食品、医药、日化、化妆品、兽药和饲料等行业。,甘草酸三钾，Tripotassium Glycyrrhizinate，甘草酸二钠盐，Disodium Glycyrrhetinate，甘草酸A，Glycyrrhizic Acid A，甘草酸一钾，Monopotassium Glycyrrhizinate，甘草酸铵，Ammonium Glycyrrhizate，甘草甜味素R-21，Glycyrrhizine R-21，甘草酸铵，Ammonium Glycyrrhizate，甘草酸铵，Ammonium Glycyrrhizate，甘草酸三钾，Tripotassium Glycyrrhizinate，甘草酸一钾，Monopotassium Glycyrrhizinate，甘草酸三钾盐，Tripotassium Glycyrrhetate，甘草酸一钾盐，Monopotassium Glycyrrhizinate，甘草酸一钾，Monopotassium Glycyrrhizinate，甘草酸三钾，Tripotassium Glycyrrhizinate，甘草酸单铵盐，Monoammonium Glycyrrhizinate
青岛鲁林脱水蔬菜有限公司,company not found
阳江市奥斯宝香化有限公司,page fault
阳江市奥斯宝香化有限公司,page fault,company not found
