姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
郭军,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.6,749,"冠心病的诊断和治疗,尤其是多种影像技术指导下复杂冠脉病变（左主干分叉、慢性闭塞、钙化病变）的精确评价及精准干预。支架后再狭窄的原因分析及针对性处理。经皮左心耳封堵预防房颤脑卒中；先天性心脏病的诊断及不开刀介入封堵治疗。","756,550次",8篇,749位,7位,18位,,,
赵玉生,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.6,6,老年复杂疑难冠心病、心力衰竭、心律失常、难治性高血压病诊治。,"44,048次",0篇,6位,0位,0位,,,
智光,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.6,5,脏超声诊断，冠脉搭桥术后桥血管血流评估。多种心血管慢性疾病，如冠心病、心力衰竭等的诊断治疗。,"44,568次",0篇,5位,1位,3位,,,
盖鲁粤,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.6,565,冠心病诊断和治疗，冠脉CT诊断，冠脉造影和介入治疗，心衰,"543,944次",3篇,565位,28位,30位,,,
徐勇,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.6,44,冠心病的介入治疗和支架植入，尤其是复杂病变合并肾功能不全的冠心病人的介入治疗及顽固性高血压诊治。,"152,196次",0篇,44位,0位,0位,,,
时向民,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.5,5,快速心律失常（室上性心动过速、房颤、房扑，室早等）的射频消融治疗，缓慢心律失常起搏器，心衰的治疗。,"44,175次",0篇,5位,0位,2位,,,
卢才义,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,53,"一、重点诊治：（1）房颤和复杂心律失常的导管消融治疗，尤其擅长各种类型的心房颤动，心房扑动，房性心动过速的导管消融。心律紊乱、心率过快过慢和不齐。（2）发作性前胸后背疼痛和憋气。（3）血压忽高忽低和顽固难降。（4）心力不足和心慌气短。
二、擅长技术：（1）房颤房扑消融治疗。（2）心跳过速导管治疗。（3）心力衰竭起搏治疗。（4）心绞痛介入治疗。","284,895次",9篇,53位,3位,7位,,,
薛浩,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,12,高血压、冠心病、高脂血症、心力衰竭、心律失常的诊治，尤其是难治性高血压、高血压合并症的诊治。,"35,525次",0篇,12位,8位,8位,,,
郭豫涛,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,"心房纤颤脑卒中、血栓综合防治, 心脏康复，心血管病二级预防，开展抗凝决策支持，及个性化长期安全抗拴管理。",,,,,,,,
张玉霄,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.5,4,各类起搏器、转复除颤器（ICD）、心衰再同步化起搏器（CRT）植入、希浦系统生理性起搏及各类起搏器术后管理，冠心病支架植入及心理失常的药物和射频消融治疗。,"32,139次",0篇,4位,0位,0位,,,
晏沐阳,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,1,冠心病介入治疗、在冠心病、高血压及外周血管病超声诊断,"40,245次",0篇,1位,0位,0位,,,
单兆亮,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,263,复杂心律失常（室上性心动过速、房速、房颤、房扑等）射频消融；缓慢性心律失常的起搏治疗。,"576,652次",6篇,263位,0位,6位,,,
巩维如,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,3,对心血管内科的常见病、多发病的诊断和治疗具有丰富的临床经验，对少见病、疑难病的诊断和治疗达到先进水平,"51,767次",0篇,3位,0位,0位,,,
杨庭树,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,在冠心病、心力衰竭、高血压等疾病的诊断与治疗上积累了较丰富的临床经验,,,,,,,,
谢晓华,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,高血压、高脂血症、冠心病、心脏瓣膜病、心肌病、先心病、心衰及心律失常、微血管病等疾病的诊治,,,,,,,,
李天德,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,2,高血压、冠心病、心功能不全的诊断、治疗决策心脏介入治疗与心脏手术前的决策。心脏病康复、亚健康,"17,061次",0篇,2位,0位,0位,,,
曹剑,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,高血压、冠心病、心力衰竭、血脂异常、心肌病、代谢综合征以及老年常见病的综合诊治。,"14,382次",0篇,0位,0位,0位,,,
郭渝成,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,心血管疾病的诊治．,,,,,,,,
戴华,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,1,"冠心病,高血压病,血脂异常,心肌病及心力衰竭的诊治","15,323次",0篇,1位,0位,0位,,,
李玉峰,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.5,127,难治性高血压，高脂血症和晚期冠心病的药物强化治疗，在对心内科疑难杂症的诊治有丰富经验。,"93,292次",8篇,127位,104位,110位,,,
陈韬,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.5,509,冠心病精准介入治疗，房颤综合治疗，左心耳封堵预防房颤脑卒中，主动脉瓣狭窄微创治疗，高脂血症的靶向治疗！,"359,882次",9篇,509位,115位,144位,1,148例,86例
吴青,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,2192,冠心病，心律失常，心力衰竭，高血压病，高脂血症等心内科常见疾病及骨质疏松症的临床诊治,"4,522,782次",0篇,2192位,0位,3位,,,
陈光辉,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.5,272,"各种病因引起的心力衰竭的诊治,对高血压,冠心病及高脂血症等的治疗也有独特的见解","642,396次",2篇,272位,0位,6位,,,
冯全洲,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,2523,冠心病、心肌缺血、高血压、高血脂、动脉粥样硬化、心功能不全、心律失常、心悸焦虑等相关疾病的诊治。,"3,792,178次",3篇,2523位,9位,13位,,,
武彩娥,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,142,冠心病、高血压、低血压、晕厥的诊断和鉴别，尤其在动脉粥样硬化斑块稳定及斑块缩小的药物治疗、低血压的中西医结合诊治等方面经验丰富。,"336,010次",12篇,142位,8位,8位,,,
郑秋甫,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,对冠心病心绞痛、高血压、心律失常、心力衰竭、心肌病、高脂血症等病的诊治；老年危重症的抢救；具有丰富的临床经验,,,,,,,,
张丽萍,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,"高血压,冠心病,心律失常等疾病的诊治,尤其是心血管疾病的抗血栓治疗",,,,,,,,
王思让,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,"对心律失常,冠心病,心瓣膜等疾病的诊治",,,,,,,,
刘国树,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,"高血压、心律失常、冠心病心肌保护；对高血压病,大动脉炎的诊治,对心肌病,心律失常,冠心病,血管病诊治亦有很深造诣",,,,,,,,
赵元攸,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,在冠心病、心肌梗死、高血压病、各种心律失常、心功能不全等疾病的诊治方面积累了丰富的临床经验尤其是冠心病、心力衰竭的诊断及治疗,,,,,,,,
张志寿,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,冠心病、高血压、心脏瓣膜病、心肌病、心律失常、心力衰竭、多器官功能衰竭等的诊断、治疗和抢救,,,,,,,,
朱平,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,在老年冠心病、高血压病及下肢动脉病的介入治疗方面积累了较丰富的经验,,,,,,,,
卢晓行,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,冠心病、高血压、高血脂、代谢综合征、血尿、慢性肾功能不全的诊治,,,,,,,,
张丽,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,对老年高血压、冠心病、心衰、心律失常、高血脂症等疾病综合治疗有较丰富的临床经验,,,,,,,,
英明中,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,对冠心病、高血压、心衰等心血管疾病有较丰富的临床经验,,,,,,,,
樊瑾,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.5,,老年多病共存、静脉血栓性疾病、高血压、冠心病等诊治，老年合理用药咨询和健康指导,,,,,,,,
司全金,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,高血压、冠心病、心律失常、血脂异常的诊断和治疗，特别是老年急危重症的救治,,,,,,,,
骆雷鸣,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,冠心病、高血压等,"19,768次",0篇,0位,0位,0位,,,
陈倩,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.5,,老年动脉粥样硬化性疾病、高血压、慢性心衰的防治。,,,,,,,,
刘宏伟,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.5,,高血压、冠心病、心衰等心血管疾病的诊治。,,,,,,,,
孙志军,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,1699,冠心病的介入治疗如支架植入，尤其是复杂病变、合并肾功能不全的冠心病人的介入治疗，对造影剂过敏病人介入检查和治疗！肾动脉狭窄介入治疗数量全国最多！锁骨下动脉狭窄介入治疗！,"1,376,532次",2篇,1699位,0位,46位,,,
胡舜英,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.4,183,冠心病、难治性高血压、心律失常、心力衰竭、高脂血症、肺动脉高压等心血管疾病的诊治。,"155,442次",0篇,183位,52位,53位,,,
黄先勇,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,,心血管急症及内科危重症的临床诊治,,,,,,,,
董蔚,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,2,心肌缺血及高血压等常见病的精准药物治疗，对缺血性心衰、疑难心肌病、急慢性心力衰竭等心脏重症有独到经验。,"26,315次",0篇,2位,0位,1位,,,
薛桥,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,10,冠心病的介入治疗，老年心血管疾病的诊治、老年多器官功能不全的救治,"77,590次",0篇,10位,0位,4位,,,
王从容,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,,冠心病、高血压病、高脂血症及代谢综合症、退行性心脏瓣膜病的诊治,,,,,,,,
崔华,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,,高血压、冠心病、高脂血症、心衰等心血管疾病的诊治。,,,,,,,,
曹雅旻,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.4,3,难治性高血压、复杂高脂血症、冠心病和心律失常的诊断和药物治疗。,"44,276次",0篇,3位,0位,2位,,,
陈德友,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,,"对心血管内科常见病,疑难病的诊治有较高水平,尤其对冠心病,心律失常,心力衰竭,高血压等疾病积累了丰富的临床经验",,,,,,,,
曹厚法,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,,冠心病、心律失常、心功能不全、心肌病、高血压病及高血脂症的诊治,,,,,,,,
盛莉,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.4,,老年心血管疾病和老年急危重症的诊治，长期致力于血脂异常防治及心血管诊治临床和基础方面的研究。,,,,,,,,
胡亦新,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,,老年高血压病合并冠心病、糖尿病、脑血管病等并发症的综合管理,"8,749次",0篇,0位,0位,0位,,,
钱赓,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.4,1427,心血管急症及内科危重症的临床诊治,"627,781次",7篇,1427位,990位,991位,,,
朱航,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.4,641,微创介入治疗：房间隔缺损，室间隔缺损，卵圆孔未闭，动脉导管未闭，肺动脉瓣狭窄，急性肺栓塞，肺动静脉瘘，下肢静脉血栓形成。,"376,498次",2篇,641位,0位,0位,,,
金琴花,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,468,复杂冠心病介入治疗、肾动脉及锁骨下动脉介入治疗，高血压、心衰等常见病的诊治。,"490,907次",3篇,468位,232位,244位,,,
王曙霞,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.4,1,高血压，冠心病，心肌病，心力衰竭的长期管理,"20,663次",0篇,1位,1位,1位,,,
田进文,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,教授,3.4,19,冠心病、高血压、心力衰竭的诊治，冠心病及心肌梗死的介入治疗。,"116,739次",0篇,19位,3位,8位,,,
尹明,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.4,299,"急性、慢性心功能不全（心衰），心肌病的诊疗。
老年人多器官，多系统疾病的综合救治与健康管理。","296,244次",35篇,299位,29位,29位,,,
付振虹,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.4,881,复杂冠心病、急性心肌梗死、肾动脉及外周血管狭窄的介入支架治疗，支架术后再狭窄治疗，药物球囊治疗冠心病不植入支架，精准血管内影像和功能学评估指导治疗冠心病，冠状动脉旋磨治疗，介入术后康复和健康管理，主动脉瓣狭窄的微创介入治疗，心律失常、房颤、顽固性高血压、高脂血症、动脉粥样硬化疾病、结构性心脏病、瓣膜病及复杂心力衰竭和急危重症的综合救治。,"1,168,799次",5篇,881位,433位,442位,,,
高磊,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.4,1394,"1、冠心病，心肌梗死，复杂冠状动脉病变介入治疗，左主干病变，慢性闭塞病变，分叉病变，支架再狭窄，搭桥术后病变；
2、非心脏外科手术前心脏风险评估
3、恶性肿瘤合并心脏病综合救治
4、支架失败后综合治疗；
5、高血压；
6、心律失常，房颤；
7、心力衰竭；
8、先天性心脏病；
9、心脏瓣膜病综合诊治。","936,353次",48篇,1394位,531位,543位,,,
李珊,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,,冠心病、高血压、心肌病、心力衰竭、心律失常及高脂血症等的诊疗和合并多器官功能不全的急危重症诊治,,,,,,,,
杨波,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,2468,动脉粥样硬化、高血压、冠心病、高脂血症、心肌病、心衰、心律失常、先天性心脏病、肺动脉高压、肺动脉栓塞的诊断、药物治疗，及先心病、肺高压、肺栓塞、冠心病的介入治疗,"1,874,184次",84篇,2468位,1162位,1252位,,,
陈练,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,296,处理慢性完全闭塞病变，左主干病变，分叉病变等多种复杂与危重的情况,"343,642次",0篇,296位,1位,12位,,,
高伟,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,1,高血压病、高血脂以及冠心病等老年心血管病的诊断及治疗,"15,068次",0篇,1位,0位,0位,,,
边素艳,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,,老年高血压，冠心病，血脂异常，心力衰竭等的综合防治，尤其在老年多病的优化治疗方面有专长,"9,892次",0篇,0位,0位,0位,,,
马晶,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,13,冠心病、心肌梗死及心衰患者的运动指导、药物治疗及心脏康复方案制定。熟悉胸痛、胸闷及高血压的诊治。,"19,846次",0篇,13位,8位,8位,,,
鲁晓春,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,,长期从事老年心血管疾病的诊治，擅长高血压、高脂血症、冠心病、慢性心衰的药物治疗。,,,,,,,,
惠海鹏,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,,高血压、冠心病、血脂紊乱、心力衰竭的诊治和老年心血管慢病的管理,,,,,,,,
李世军,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,108,心力衰竭与心房颤动综合管理、高血压优化治疗与管理、高血脂治疗药物选择与优化、冠心病的预后管理,"16,678次",11篇,108位,107位,107位,,,
田峰,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,24,心脏危重症及复杂冠心病介入治疗:应用冠脉内旋磨及激光治疗钙化病变，慢性闭塞病变介入治疗血管开通率95%以上，ECMO左心室辅助下重症冠心病及急性心梗合并心原性休克的救治。在心脏重症合并多脏器功能不全、重症爆发性心肌炎、心衰救治等当面有丰富经验。,"53,018次",0篇,24位,3位,5位,,,
王晶,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,,心血管系统疾病诊治，尤其在超声心动图、心脏磁共振等影像诊断、高血压病治疗、瓣膜病微创介入新技术等方面有较深造诣,,,,,,,,
杨俊杰,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.3,,擅长各类心脏疾病的影像学诊断和冠心病、心病和瓣膜病的介入治疗，尤其在心脏CT、核磁和PET等无创检查的影像诊断和指导治疗方面有较深造诣，具备独立开展心脏影像策略指导、各类心脏影像定量分析、外科术前评估和心血管风险预警的综合能力,,,,,,,,
史扬,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,副教授,3.3,,"缓慢性心律失常,房颤,晚期慢性心衰的起搏器治疗及起搏器植入后的检查随访",,,,,,,,
刘长福,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,369,复杂冠心病的介入治疗，心脏支架术后药物及心理康复;重症心肌梗死的救治；心源性猝死的预防，自动除颤、抗心衰起搏器植入；心脏瓣膜病的微创介入治疗。,"395,933次",2篇,369位,86位,88位,,,
李宗斌,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,10,高血压，冠心病，心力衰竭，心律失常等常见心血管疾病的诊断及防治。,"16,854次",0篇,10位,8位,8位,,,
杜瑞雪,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主任医师,,3.3,,老年心血管疾病的临床诊治，擅长高血压、高脂血症、冠心病、慢性心衰的药物治疗。,,,,,,,,
吴雪萍,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,讲师,3.3,18,老年心血管疾病的诊治，包括高血压、冠心病、心律失常、心衰、高脂血症等疾病的诊治。,"41,097次",5篇,18位,0位,0位,,,
李铁岭,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,63,心血管内科常见疾病等,"13,377次",7篇,63位,59位,62位,,,
丁一妹,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,17,高血压、冠心病、心律失常、高脂血症等心内科常见病和多发病。,"19,063次",0篇,17位,8位,8位,,,
赵月香,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.3,72,心律失常、高血压、冠心病、心功能不全等心内科常见病、多发病的诊治，具备心脏电生理和心脏起搏手术资质。,"54,897次",17篇,72位,25位,26位,,,
黄亚,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主治医师,,3.3,73,心律失常，房颤，室早，室上速射频消融治疗；病窦，房室传导阻滞的起搏器治疗。冠心病，高血压病，心力衰竭的药物诊治与介入诊治。,"27,005次",4篇,73位,34位,34位,1,33例,23例
杨霞,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,讲师,3.2,15,心内科常见病的诊治，特别是无创影像技术指导的冠心病、肾动脉的介入治疗,"6,640次",0篇,15位,8位,8位,,,
国建萍,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,讲师,3.2,,复杂心律失常（房颤、室上性心动过速、房扑、室早、室速等）的药物和射频消融治疗，缓慢性心律失常（病态窦房结综合征及房室传导阻滞）的起搏治疗，转复除颤器（ICD）植入预防猝死及心脏再同步化起搏器（CRT）植入治疗心衰,,,,,,,,
张秀锦,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,571,老年人高血压、冠心病、心衰及危重症治疗,"532,832次",9篇,571位,3位,3位,,,
苑洪涛,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,36,心律失常诊治，擅长射频消融治疗快速性心律失常以及起搏器植入。特色：磁导航系统遥控射频消融手术。熟悉心血管常见病诊疗。,"164,856次",1篇,36位,0位,0位,,,
张璐,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,24,心血管疾病的超声诊断和病情评估，心肌病，尤其是心脏淀粉样变性的诊断和治疗，冠心病的预防和药物治疗，高血压的诊断和治疗。,"50,536次",1篇,24位,10位,10位,,,
韩宝石,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,讲师,3.2,150,"先天性心脏病介入治疗；
肺血管病介入治疗，尤其慢性血栓栓塞肺高压的再血管化治疗；
肺动脉高压综合治疗；
房颤、卵圆孔未闭介入封堵预防脑梗死；
心血管危重病救治。","97,502次",3篇,150位,16位,16位,,,
颜伟,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,650,冠心病非手术综合治疗，高血压病诊断及综合治疗；心肌病，心衰（心功能不全），高脂血症，心律失常等常见心血管疾病的诊疗。,"195,322次",0篇,650位,401位,402位,,,
汪晶晶,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,主治医师,,3.2,,冠心病，心衰，结构性心脏病,"2,939次",0篇,0位,0位,0位,,,
宋克群,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.2,8,"长期从事老年心血管病临床工作，高血压,高血脂,冠心病和心律失常的诊治,对各种心脏手术后的药物和心理康复有独到的见解。",,0篇,8位,0位,0位,,,
耿仁义,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.2,,人工心脏起搏器植入，冠心病，心绞痛，心肌梗死的诊断和冠脉造影，PTCA、冠脉支架等介入治疗,,,,,,,,
尚延忠,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,1,心血管相关疾病、老年医学、健康医学管理、重症医学等,"8,399次",0篇,1位,0位,0位,,,
高文谦,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,,3.2,,心血管系统疾病,,,,,,,,
侯允天,北京,海淀,中国人民解放军总医院(301医院),内科,心血管内科,副主任医师,副教授,3.2,11,老年冠心病无创性检查、老年高血压、老年房颤及晕厥的诊治,"73,560次",0篇,11位,0位,2位,,,
