姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
刘建华,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,副主任医师,,2.7,,,,,,,,,,
陈晓梅,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,住院医师,,2.7,,X线投照技术及临床常见病，多发病及疑难病例的诊断工作，熟练掌握上消化道低张气钡双重造影，气钡灌肠造影，静脉泌尿系造影，支气管造影，四肢静脉血管造影，子宫输卵管造影，关节造影等，对应妇科、产科、及腹部的B超诊断操作均有一定的基础，对妇科、产科的常见病多发病的诊断、治疗及手术操作亦有一定的经验。,,,,,,,,
雷海亮,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,,,2.7,,X线投照技术、科室机器设备检修及临床常见病，多发病及疑难病例的诊断工作，熟练掌握上消化道低张气钡双重造影，气钡灌肠造影，静脉泌尿系造影，支气管造影，四肢静脉血管造影，子宫输卵管造影，关节造影等。,,,,,,,,
井杙晨,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,,,2.7,,,,,,,,,,
王兴兴,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,住院医师,,2.7,,,,,,,,,,
赵国泽,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,住院医师,,2.7,,常见病的诊断。,,,,,,,,
陈督刚,新疆,阿勒泰,阿勒泰市人民医院,其他,放射科,住院医师,,2.7,,,,,,,,,,
刘荣,新疆,阿勒泰,阿勒泰市人民医院,其他,超声科,,,2.4,,心脏及外周血管的常见病及多发病的超声诊断；妇科、产科、腹部及浅表器官的各种常见病的超声诊断。,,,,,,,,
王红萍,新疆,阿勒泰,阿勒泰市人民医院,其他,超声科,主治医师,,2.6,,妇科、产科及腹部的常见病、多发病、疑难病有精确的超声诊断，为临床提供可靠的诊断依据。,,,,,,,,
江力汉,新疆,阿勒泰,阿勒泰市人民医院,其他,超声科,住院医师,,2.4,,从事妇科、产科及腹部的超声工作。,,,,,,,,
张军利,新疆,阿勒泰,阿勒泰市人民医院,其他,超声科,,,2.4,,,,,,,,,,
王玲,新疆,阿勒泰,阿勒泰市人民医院,其他,口腔科,住院医师,,2.6,,对牙齿龋病、牙周病、根尖周炎、口腔修复、等积累了一定的经验。,,,,,,,,
谭雄,新疆,阿勒泰,阿勒泰市人民医院,其他,口腔科,主治医师,,2.5,,对牙齿龋病、牙周病、口腔黏膜病、口腔修复、口腔小外科等积累了丰富的经验。,,,,,,,,
高秀云,新疆,阿勒泰,阿勒泰市人民医院,其他,口腔科,,,2.5,,口腔粘膜病及牙体牙髓病的诊断治疗。,,,,,,,,
刘永玉,新疆,阿勒泰,阿勒泰市人民医院,其他,口腔科,,,2.5,,,,,,,,,,
库里娜,新疆,阿勒泰,阿勒泰市人民医院,其他,心电图室,副主任医师,,2.5,,对心内科的心脏心电检查有着很深的诊断技术，同时，从事各种疾病的心电图及动态心电图的检查。,,,,,,,,
沙依兰,新疆,阿勒泰,阿勒泰市人民医院,其他,心电图室,住院医师,,2.4,,从事各种常见病、多发病的心电检查。,,,,,,,,
张翠菊,新疆,阿勒泰,阿勒泰市人民医院,其他,心电图室,住院医师,,2.4,,,,,,,,,,
李晓蓓,新疆,阿勒泰,阿勒泰市人民医院,其他,五官科,住院医师,,2.5,,能够独立诊疗眼耳鼻喉科常见病多发病，开展眼表疾病相关手术。,,,,,,,,
张翠萍,新疆,阿勒泰,阿勒泰市人民医院,其他,五官科,,,2.4,,对眼、耳、鼻、喉常见病多发病积累了一定的经验。,,,,,,,,
阿依恒,新疆,阿勒泰,阿勒泰市人民医院,其他,检验科,,,2.4,,熟练完成各项设备操作，作好设备维护保养，能及时处理大型设备的常见故障。,,,,,,,,
尹士军,新疆,阿勒泰,阿勒泰市人民医院,其他,中医科,副主任医师,,2.7,,中风后遗症，颈椎病腰腿痛及各种软组织损伤等中医科常见病和部分疑难杂症。,,,,,,,,
王菊梅,新疆,阿勒泰,阿勒泰市人民医院,其他,皮肤科,住院医师,,2.9,,熟练掌握皮肤病常见病多发病的诊断与治疗，坚持采用内服外治的方法获得良效，尤其对银屑病的治疗有一套规范系统的治疗方法。,,,,,,,,
梁大海,新疆,阿勒泰,阿勒泰市人民医院,其他,麻醉科,主治医师,,2.5,,气管插管全麻、静脉复合麻醉、分离麻醉、连续硬膜外麻醉、颈丛、臂丛等麻醉及各类疼痛治疗。,,,,,,,,
栾永英,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主任医师,,3.2,132,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂，糖尿病，甲亢甲减等内科常见疾病的诊治,"27,458次",3篇,132位,129位,129位,,,
张徽,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.8,86,普通内科疾病的诊治，如心脑血管疾病，糖尿病，高血压，心衰，肾病的诊治等,"14,641次",3篇,86位,84位,84位,,,
古丽巴合提·黑依莎,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主任医师,,2.8,1,普通内科常见疾病的诊治，如脑血管疾病，头痛头晕，癫痫，高血压，冠心病等,"6,783次",0篇,1位,1位,1位,,,
热西达·喀恰尔汗,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.8,,普通内科常见疾病的诊治，如高血压，高血脂，冠心病，糖尿病等,"4,808次",0篇,0位,0位,0位,,,
库沙恩,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主治医师,,2.7,118,"冠心病,糖尿病，甲亢甲减，急慢性肾病，高血压等疾病的诊治","21,857次",3篇,118位,116位,116位,,,
李丽,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主治医师,,2.7,,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"5,014次",0篇,0位,0位,0位,,,
丁伟伟,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主治医师,,2.7,2,普通内科疾病的诊治，如心脑血管疾病，糖尿病，高血压，心衰等,"6,535次",0篇,2位,2位,2位,,,
高哈尔·沙比木拉,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.6,1,普通内科常见疾病的诊治，如心脑血管疾病，糖尿病，高血压，心衰等,"6,180次",0篇,1位,1位,1位,,,
申兵,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,住院医师,,2.6,4,糖尿病，甲亢甲减，急慢性肾病，高血压等疾病的诊治,"5,281次",0篇,4位,4位,4位,,,
胡惠良,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主任医师,,2.6,,,,,,,,,,
刘红,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,主任医师,,2.6,,,,,,,,,,
陈连,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.5,2,擅长呼吸系统、消化系统常见病、多发疾病的诊治。,"11,473次",0篇,2位,0位,0位,,,
努热依拉·哈力,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.5,,,,,,,,,,
仝瑞华,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.5,,,,,,,,,,
杰恩斯·哈米提,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.5,,,,,,,,,,
玛丽安木·马宁,新疆,阿勒泰,富蕴县人民医院,内科,普通内科,副主任医师,,2.5,,,,,,,,,,
米兰·多勒达,新疆,阿勒泰,富蕴县人民医院,外科,外科,主任医师,,2.5,,,,,,,,,,
刘洪斌,新疆,阿勒泰,富蕴县人民医院,外科,外科,副主任医师,,2.5,,,,,,,,,,
谢雪峰,新疆,阿勒泰,富蕴县人民医院,外科,骨科,主任医师,,2.5,,,,,,,,,,
沙吾亚·孜亚达,新疆,阿勒泰,富蕴县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
包古丽·达乃,新疆,阿勒泰,富蕴县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
巴哈提古丽·热阿甫,新疆,阿勒泰,富蕴县人民医院,妇儿,儿科,副主任医师,,2.5,,,,,,,,,,
徐斌,新疆,阿勒泰,富蕴县人民医院,其他,重症医学科,副主任医师,,2.7,1,骨外科，胸外科疾病的诊治，以及急危重症患者的救治等,"6,074次",0篇,1位,1位,1位,,,
蓝世伟,新疆,阿勒泰,富蕴县人民医院,其他,重症医学科,主治医师,,2.7,,心衰，高血压等疾病的诊治，以及急危重症患者的救治等,"5,115次",0篇,0位,0位,0位,,,
黄黎龙,新疆,阿勒泰,富蕴县人民医院,其他,重症医学科,主治医师,,2.7,,急危重症患者的救治,"5,128次",0篇,0位,0位,0位,,,
冯闯利,新疆,阿勒泰,富蕴县人民医院,其他,药剂科,副主任药师,,2.5,,,,,,,,,,
杨仲鸿,新疆,阿勒泰,富蕴县人民医院,其他,药剂科,副主任药师,,2.5,,,,,,,,,,
娜斯甫汗·巴德尔,新疆,阿勒泰,富蕴县人民医院,其他,检验科,副主任检验师,,2.4,,,,,,,,,,
肖永超,新疆,阿勒泰,富蕴县人民医院,其他,口腔科,副主任医师,,2.5,,,,,,,,,,
潘俊腾,新疆,阿勒泰,富蕴县人民医院,其他,超声科,主任技师,,2.4,,,,,,,,,,
管克平,新疆,阿勒泰,富蕴县人民医院,其他,病理科,主任医师,,2.5,,,,,,,,,,
夏峰军,新疆,阿勒泰,富蕴县人民医院,其他,麻醉科,副主任医师,,2.5,,,,,,,,,,
侯怀进,新疆,阿勒泰,富蕴县人民医院,其他,眼科,主任医师,,2.6,,,,,,,,,,
刘彩云,新疆,阿勒泰,哈巴河县人民医院,内科,普通内科,主任医师,,2.8,,糖尿病，甲亢甲减，慢阻肺，肺炎等,"2,579次",0篇,0位,0位,0位,,,
玛丽亚·哈布力,新疆,阿勒泰,哈巴河县人民医院,内科,普通内科,主任医师,,2.7,,内科常见病及多发病的诊断及治疗，主要脑心血管病，胸痛，急性心肌梗死，心绞痛，各种恶性心律失常，顽固性心衰，脑卒中等疾病诊疗,,,,,,,,
李玉燕,新疆,阿勒泰,哈巴河县人民医院,内科,普通内科,住院医师,,2.6,14,普通内科常见疾病的诊治，如高血压，高血脂，冠心病，糖尿病等,"7,751次",0篇,14位,14位,14位,,,
哈山·叶热杰甫,新疆,阿勒泰,哈巴河县人民医院,内科,急诊科,主任医师,,2.7,,外科多发病，常见病的治疗，以及急诊创伤心脑意外的急救。,,,,,,,,
买泰年,新疆,阿勒泰,哈巴河县人民医院,内科,急诊科,主治医师,,2.5,,,,,,,,,,
张欣欣,新疆,阿勒泰,哈巴河县人民医院,外科,普外科,副主任医师,,2.6,,外科常见病、多发病的诊治，有丰富的临床经验。,,,,,,,,
温刚,新疆,阿勒泰,哈巴河县人民医院,外科,普外科,主任医师,,2.5,,普外科、肛肠科等各类疾病的诊治及手术，对微创外科一腹腔镜手术技术有较多的临床经验。,,,,,,,,
杨清勇,新疆,阿勒泰,哈巴河县人民医院,外科,普外科,主治医师,,2.5,,,,,,,,,,
付春艳,新疆,阿勒泰,哈巴河县人民医院,妇儿,儿科,主任医师,,2.6,,儿科常见病、多发病及危重症的诊治。,,,,,,,,
美丽·鲁呼满,新疆,阿勒泰,哈巴河县人民医院,妇儿,儿科,住院医师,,2.4,,,,,,,,,,
陈永峰,新疆,阿勒泰,哈巴河县人民医院,其他,口腔科,主任医师,,2.8,,修复、牙体牙髓病诊治,,,,,,,,
帕提曼·马龙,新疆,阿勒泰,哈巴河县人民医院,其他,口腔科,副主任医师,,2.7,,口腔科常见病及多发病的治疗。,,,,,,,,
马明江,新疆,阿勒泰,哈巴河县人民医院,其他,中医科,主任医师,,2.8,,中医针灸治疗疼痛，擅长小针刀、穴位埋线、松拨针、骨减压、刺络放血、神经阻滞等微创治疗。,,,,,,,,
库力奴·哈力别克,新疆,阿勒泰,哈巴河县人民医院,其他,精神科,主治医师,,2.5,,,,,,,,,,
徐文晖,新疆,阿勒泰,阿勒泰地区人民医院,内科,内科,副主任医师,,3.2,1466,"从事内科工作26年，其中儿科工作有4年，对内科的常见病多发病有自己的诊疗经验，尤其是心血管疾病,呼吸系统的疾病和风湿免疫系统的疾病比较擅长。比如比较擅长发热，高血压，冠心病，高脂血症，糖尿病，肾病综合症，肾小球肾炎，心肌梗塞。慢性支气管炎，支气管哮喘，慢性胃炎，类风湿性关节炎，系统性红斑狼疮，骨关节炎，贫血，痛风等内科常见病，多发病。","217,916次",0篇,1465位,3位,3位,,,
欧阳碧岷,新疆,阿勒泰,阿勒泰地区人民医院,内科,内分泌科,主任医师,,3.0,1,甲亢，甲减，糖尿病，高血压,"5,921次",0篇,1位,0位,0位,,,
陈刚,新疆,阿勒泰,阿勒泰地区人民医院,外科,肛肠科,副主任医师,副教授,3.2,1004,内痔、外痔、混合痔、肛裂、肛瘘、肛周脓肿、肛门瘙痒、肛周湿疹、直肠脱垂、肛门狭窄、肛乳头瘤、直肠前突、便秘等肛肠疾病的诊断及治疗。开展肛肠科微创无痛手术。,"682,198次",3篇,1004位,107位,113位,,,
苏波,新疆,阿勒泰,阿勒泰地区人民医院,妇儿,儿科,副主任医师,,2.7,37,儿内科急诊 新生儿诊治,"18,503次",0篇,37位,28位,28位,,,
李保华,新疆,阿勒泰,阿勒泰地区人民医院,妇儿,儿科,主任医师,,2.7,780,儿科常见病多发病的诊治。尤其是小儿肺炎，小儿哮喘，小儿腹泻，小儿发热，小儿胃炎，小儿免疫力差，小儿喂养困难，小儿营养不良性贫血，,"425,436次",299篇,780位,51位,69位,,,
马少波,新疆,阿勒泰,阿勒泰地区人民医院,其他,疼痛科,主治医师,,2.8,,疼痛治疗,"3,988次",0篇,0位,0位,0位,,,
彭勇,新疆,阿勒泰,阿勒泰地区人民医院,其他,病理科,主治医师,,2.8,,病理诊断,"4,416次",0篇,0位,0位,0位,,,
徐秀玲,新疆,阿勒泰,福海县人民医院,内科,普通内科,副主任医师,,2.8,174,高血压病、糖尿病、甲状腺疾病等内科常见病及多发病的诊疗，尤其糖尿病急慢性并发症、甲亢甲减的诊治,,22篇,174位,153位,154位,,,
张力,新疆,阿勒泰,福海县人民医院,内科,普通内科,主治医师,,2.6,,心血管内科疾病，内分泌、消化内科常见疾病等,"2,348次",0篇,0位,0位,0位,,,
王海萍,新疆,阿勒泰,福海县人民医院,内科,消化内科,副主任医师,,2.5,,,,,,,,,,
曹金香,新疆,阿勒泰,福海县人民医院,内科,消化内科,住院医师,,2.4,,消化科的常见病、多发病诊治,,,,,,,,
张松江,新疆,阿勒泰,福海县人民医院,外科,肛肠科,主治医师,,2.5,,普外科常见病和多发病以及肛瘘痔疮混合痔的诊治,,,,,,,,
曹娟,新疆,阿勒泰,福海县人民医院,妇儿,妇产科,住院医师,,2.4,,妇科常见病多发病的诊治。,,,,,,,,
王巧菊,新疆,阿勒泰,福海县人民医院,妇儿,儿科,副主任医师,,2.5,,儿科常见病，多发病的诊治,,,,,,,,
冉子元,新疆,阿勒泰,布尔津县人民医院,内科,普通内科,主治医师,,2.7,26,高血压，冠心病，心衰，心律失常，胃及十二指肠溃疡，胃炎，肠易激综合症，炎症性肠病等,"6,992次",0篇,26位,25位,26位,,,
张云,新疆,阿勒泰,布尔津县人民医院,内科,普通内科,副主任医师,,2.6,4,脑血管疾病，癫痫，慢阻肺，哮喘，糖尿病等疾病的诊治,"5,555次",0篇,4位,4位,4位,,,
吕光炯,新疆,阿勒泰,布尔津县人民医院,内科,急诊科,副主任医师,,2.7,19,心衰，冠心病，呼吸衰竭，高血压，糖尿病等疾病的诊治以及内科急危重症患者的救治,"8,108次",0篇,19位,19位,19位,,,
李文宗,新疆,阿勒泰,布尔津县人民医院,外科,骨科,副主任医师,,2.5,4,骨关节炎、腰椎间盘突出等,"9,410次",0篇,4位,3位,3位,,,
秦爱昌,新疆,阿勒泰,布尔津县人民医院,其他,功能科,住院医师,,2.4,,,"1,659次",0篇,0位,0位,0位,,,
徐隽莹,新疆,阿勒泰,新疆生产建设兵团第十师北屯医院,内科,神经消化内科,主任医师,,2.8,1,脑血管疾病、头疼、眩晕、认知障碍,"5,082次",0篇,1位,0位,0位,,,
鄢莉,新疆,阿勒泰,新疆生产建设兵团第十师北屯医院,内科,神经消化内科,副主任医师,,2.7,23,脑血管病、中风、头晕头痛，耳石复位，肌无力，心境障碍、焦虑、失眠、帕金森病，胃炎、消化性溃疡、痛风、类风湿性关节炎、风湿免疫、糖尿病、高血压病等常见疾病的诊治。,"6,239次",0篇,23位,21位,23位,,,
万竹知,新疆,阿勒泰,新疆生产建设兵团第十师北屯医院,内科,神经消化内科,副主任医师,,2.7,6,,"1,418次",0篇,6位,3位,3位,,,
汪洋,新疆,阿勒泰,新疆生产建设兵团第十师北屯医院,其他,眼科,住院医师,,2.6,35,,60次,0篇,35位,0位,0位,,,
郭啟琴,新疆,阿勒泰,阿勒泰市中医医院,中医,妇科,主任医师,,2.7,,妇产科心理咨询及身心健康指导，妇产科常见病，多发病及妇科内分泌等疾病的诊治。,"4,610次",0篇,0位,0位,0位,,,
易贤恩,新疆,阿勒泰,阿勒泰市中医医院,中医,妇科,主治医师,,2.5,13,"1、中医诊治不孕不育、乳腺增生、备孕及产后中医药调理。
2、妇科病常见病:月经病、带下病、更年期综合征、优生优育指导、习惯性流产、大月份引产后的中医调理。
3、女性复杂性泌尿系感染、产后缺乳及子宫恢复不良、乳腺病、顽固性失眠、难治性便秘。
3、女性内分泌病:肥胖症、痤疮、甲状腺病、子宫内膜异位症、多囊卵巢综合征。","18,858次",9篇,13位,7位,7位,,,
李占香,新疆,阿勒泰,阿勒泰市中医医院,中医,妇科,主治医师,,2.5,,妇科常见病,"4,309次",0篇,0位,0位,0位,,,
古丽娜尔,新疆,阿勒泰,阿勒泰地区疾病预防控制中心,其他,预防保健科,副主任医师,,2.6,,,"29,657次",0篇,0位,0位,0位,,,
海拉提·哈力毛拉,新疆,阿勒泰,哈萨克医医院,内科,内科,主任医师,,2.7,,哈萨克医学治疗胃病、风湿关节炎等,"3,140次",0篇,0位,0位,0位,,,
