姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
陈晓玲,新疆,石河子,石河子大学医学院第一附属医院,内科,心血管内科,主治医师,助教,3.0,4,高血压、冠心病,"13,162次",0篇,4位,0位,4位,,,
张英武,新疆,石河子,石河子大学医学院第一附属医院,内科,心血管内科,主治医师,,2.9,1,高血压、冠心病、心衰、心律失常,"4,131次",0篇,1位,0位,0位,,,
杜广胜,新疆,石河子,石河子大学医学院第一附属医院,内科,心血管内科,副主任医师,讲师,2.9,,冠心病、高血压、心衰等,,,,,,,,
张永,新疆,石河子,石河子大学医学院第一附属医院,内科,心血管内科,主治医师,,2.9,35,高血压、冠心病,"40,774次",0篇,35位,18位,20位,,,
邱强,新疆,石河子,石河子大学医学院第一附属医院,内科,心血管内科,,,2.7,,,,,,,,,,
姚恩生,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.2,68,脑血管病、癫痫、头痛头晕、痴呆、面肌痉挛、震颤麻痹、颅内感染、周围神经及肌肉疾病的诊断及治疗,"15,729次",2篇,68位,4位,4位,,,
王宏,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,主任医师,教授,3.2,,脑血管病、癫痫、运动障碍疾病、头痛等,"11,488次",0篇,0位,0位,0位,,,
耿玉荣,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,,3.2,,急性脑血管病、眩晕、运动障碍、神经免疫性疾病等诊治,,,,,,,,
李晓军,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.2,,神经内科常见疾病的诊治,,,,,,,,
冯丽娜,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.2,,脑血管病、癫痫、眩晕等疾病的诊治,,,,,,,,
余鹃,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.2,,神经重症；脑血管病、癫痫；帕金森氏病,,,,,,,,
谢靖,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,,3.2,,急性脑血管病、癫痫、头痛、睡眠障碍等疾病的诊断及治疗,,,,,,,,
刘春红,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,主任医师,副教授,3.1,1,对脑血管病、痴呆、帕金森病、癫痫病有丰富经验，擅长诊治脑血管病及康复治疗、血管性认知功能障碍疾病,,0篇,1位,0位,0位,,,
唐娟,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.1,16,脑血管病，头痛，头晕，肢体麻木，肌肉萎缩，面肌痉挛，癫痫，运动神经元病，帕金森，痴呆，睡眠障碍等常见神经系统疾病的诊治。,"13,019次",2篇,16位,0位,0位,,,
仇银全,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,主任医师,教授,3.0,,脑血管疾病、癫痫、周围神经病,,,,,,,,
罗达人,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,主任医师,教授,3.0,,脑血管疾病、癫痫、神经免疫疾病等,,,,,,,,
刘桂云,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,讲师,3.0,,神经系统常见疾病的诊治，如脑血管疾病，癫痫，帕金森等疾病的诊治,"7,258次",0篇,0位,0位,0位,,,
张惠丽,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,副教授,2.9,,神经系统常见疾病的诊治，尤其是头痛、脑血管疾病的诊治,,,,,,,,
张云霞,新疆,石河子,石河子大学医学院第一附属医院,内科,神经内科,副主任医师,副教授,2.9,,脑血管病、癫痫、头痛等疾病的诊断和处理,,,,,,,,
卢献灵,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,主任医师,,3.5,,慢性阻塞性肺疾病、支气管哮喘、肺炎、肺栓塞、胸腔积液等呼吸系统疾病,,,,,,,,
刘冬,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,副主任医师,,3.4,,慢性阻塞性肺疾病、支气管哮喘、肺炎、肺栓塞、胸腔积液等呼吸系统疾病,,,,,,,,
高岩,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,副主任医师,,3.4,,慢性阻塞性肺疾病、支气管哮喘、肺部感染性疾病、肺栓塞、胸腔积液、肺癌等呼吸系统疾病,,,,,,,,
安忠义,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,主任医师,教授,3.3,,对呼吸科常见病及多发病的诊断和治疗，积累了丰富的经验。熟读x线胸片，且能熟练掌握呼吸科多种操作及纤维支气管镜的诊疗技术。,,,,,,,,
许西琳,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,主任医师,教授,3.3,,呼吸系统疾病的诊断和治疗,,,,,,,,
关健,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,副主任医师,副教授,3.2,,慢性支气管炎、肺气肿、肺心病、支气管哮喘、肺炎、肺结核、肺癌等常见呼吸系统疾病；纤维支气管镜检查技术,,,,,,,,
张中宏,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,副主任医师,,3.2,,精通本专业呼吸内科常见病的诊断和治疗：急性上呼吸道感染和急性气管－支气管炎、肺部感染性疾病、支气管扩张症、肺结核、慢性阻塞性肺疾病、支气管哮喘、肺动脉高压与肺源性心脏病、胸膜疾病、原发性支气管肺癌、呼吸衰竭、肺栓塞、间质性肺炎的诊治；,,0篇,0位,0位,0位,,,
吴志义,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,副主任医师,副教授,3.1,,慢性支气管炎、肺气肿、肺心病、支气管哮喘、肺炎、肺结核、肺癌等常见呼吸系统疾病,,,,,,,,
梁文晋,新疆,石河子,石河子大学医学院第一附属医院,内科,呼吸内科,主治医师,,3.0,5,慢阻肺、哮踹,"8,523次",0篇,5位,2位,2位,,,
欧阳军,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,主任医师,教授,3.2,,普外、创伤外科、急腹症及急危重症抢救,,,,,,,,
秦练,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,讲师,3.2,,心血管系统疾病危重症的临床救治,,,,,,,,
吐亚,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,讲师,3.2,,急诊危重症救治、急性中毒救治、高压氧临床治疗,,,,,,,,
周爱国,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,讲师,3.2,,严重多发伤救治、普外急诊、急危重疑难病和心肺复苏等,,,,,,,,
马玉英,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,主任医师,教授,3.1,5,心血管疾病、急性中毒救治,"41,375次",0篇,5位,0位,0位,,,
李桂花,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,副教授,3.0,,内科各类急症、危重疾病及急性中毒的救治,,,,,,,,
周军,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,副教授,2.9,,普外、创伤外科、急腹症及急危重症抢救,,,,,,,,
杨晚青,新疆,石河子,石河子大学医学院第一附属医院,内科,急诊科,副主任医师,,2.8,,内科各种急、危重病的救治及急性中毒的诊治,,,,,,,,
吴广胜,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,主任医师,教授,3.2,,各种贫血、白血病、血液肿瘤、骨关节肿痛、不明原因发热等血液病和风湿病的诊断、治疗、造血干细胞移植等,,,,,,,,
潘歆,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,副主任医师,讲师,3.2,,多发性骨髓瘤、骨髓增殖性肿瘤、慢性白血病的诊治,,,,,,,,
农卫霞,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,副主任医师,,3.1,,常见血液系统疾病如：缺铁性贫血、巨幼细胞性贫血、再生障碍性贫血、溶血性贫血等，出凝血疾病、血液系统恶性疾病-白血病、淋巴瘤、骨髓瘤的诊断及治疗,,,,,,,,
张红霞,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,副主任医师,,3.1,,急性白血病、骨髓增生异常综合征、再生障碍性贫血等，包括各种原因所致血细胞减少。针对急性白血病、骨髓增生异常综合征的诊治,,,,,,,,
章大谦,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,副主任医师,,3.1,,出血严重的原发免疫性血小板减少症、血凝异常患者救治,,,,,,,,
王祖钦,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,主任医师,教授,3.0,,血液病、风湿病,,,,,,,,
王燕,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,副主任医师,副教授,3.0,,各种血液病、风湿病的病因、诊断、治疗,,,,,,,,
李彩萍,新疆,石河子,石河子大学医学院第一附属医院,内科,血液风湿科,,教授,2.9,,各种血液病、风湿病的病因、诊断、治疗,,,,,,,,
黎永军,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,主任医师,副教授,3.5,,消化系统疾病常规诊疗及疑难危重疾病的诊疗,,,,,,,,
郑勇,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,主任医师,教授,3.2,,消化内分泌系统各种疑难杂症的诊治,,,,,,,,
田书信,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,副主任医师,,3.2,,擅长消化系统疾病的诊治，擅长消化道疾病的内镜的诊断治疗,,,,,,,,
孙侃,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,主任医师,教授,3.1,,,,,,,,,,
任冬莉,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,主任医师,教授,3.0,,甲状腺疾病、糖尿病、胃肠疾病和肝胆疾病,,,,,,,,
陈卫刚,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,副主任医师,副教授,2.9,1,消化内分泌系统及内分泌系统疾病的诊断治疗,"24,700次",0篇,1位,0位,1位,,,
宋丽秀,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,主治医师,,2.9,,消化系统疾病、胃肠镜,"3,976次",0篇,0位,0位,0位,,,
刘芳,新疆,石河子,石河子大学医学院第一附属医院,内科,消化内科,副主任医师,,2.8,,,"2,185次",0篇,0位,0位,0位,,,
张春江,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,副主任医师,,3.3,,血液透析患者各种疑难血管通路手术和维护,,,,,,,,
赵丹,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,主任医师,,3.2,,熟练掌握IgA肾病、急慢性肾炎、肾病综合征、狼疮性肾炎、糖尿病肾病、高血压肾脏损害、急慢性肾衰等疾病的诊疗。熟悉肾小球肾炎的发病机理，擅长各种原发性和继发性肾小球疾病的诊治及肾功能衰竭患者并发症的处理。,,,,,,,,
杨晓萍,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,主任医师,副教授,3.2,14,肾小球疾病的诊断与治疗，以及血液净化技术的研究,"40,793次",0篇,14位,2位,2位,,,
林智峰,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,副主任医师,,3.2,,各种原因所致的肾病综合征、肾炎综合征、急慢性肾功能衰竭及各种继发性肾脏病的诊断与治疗,,,,,,,,
刘春,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,副主任医师,副教授,3.0,,泌尿系感染、慢性肾炎、肾病综合症、间质性肾炎、狼疮性肾炎、糖尿病肾病、慢性肾功能不全等疾病的诊治及血液透析、腹膜透析的治疗,,,,,,,,
张金平,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,副主任医师,,2.9,7,慢性肾炎，慢性肾功能衰竭和血液透析的诊治,"4,083次",0篇,7位,0位,0位,,,
程红新,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,副主任医师,副教授,2.9,,原法、继发性肾小球疾病、肾小管、间质疾病及肾功能衰竭的诊治以及血液净化技术,,,,,,,,
黄毓新,新疆,石河子,石河子大学医学院第一附属医院,内科,肾病科,,,2.7,,,,,,,,,,
席燕,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,副主任医师,,3.2,,老年心脑血管疾病的综合诊治,,,,,,,,
周有录,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,主任医师,教授,3.0,,心血管病及老年病的防治,,,,,,,,
黄刚,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,副主任医师,副教授,3.0,,冠心病介入,,,,,,,,
唐燕,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,副主任医师,讲师,3.0,2,老年常见病，高血压、冠心病、心力衰竭、心律失常、糖尿病、慢性支气管炎等老年综合性疾病诊治。,"2,679次",0篇,2位,0位,0位,,,
柳达,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,主任医师,副教授,3.0,,老年心血管病（冠心病、高血压病、心律失常和心力衰竭等）,,,,,,,,
王月香,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,主任医师,副教授,3.0,,老年心血管病、高血压病、心律失常及心力衰竭的诊治,,,,,,,,
文静,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,副主任医师,,2.8,,老年高血压病，冠心病，糖尿病，肺部感染的诊断及治疗,,,,,,,,
李军杰,新疆,石河子,石河子大学医学院第一附属医院,内科,老年病科,主治医师,,2.8,,老年心血管疾病的诊治,,,,,,,,
李军,新疆,石河子,石河子大学医学院第一附属医院,内科,内分泌科,主任医师,教授,3.6,,糖尿病、甲状腺疾病、肾上腺疾病、骨质疏松、矮小、生长发育等疾病的诊治,,,,,,,,
火睿,新疆,石河子,石河子大学医学院第一附属医院,内科,内分泌科,副主任医师,,3.3,,各型糖尿病、甲状腺疾病、垂体、肾上腺疾病的诊治,,,,,,,,
朱凌云,新疆,石河子,石河子大学医学院第一附属医院,内科,内分泌科,副主任医师,,3.2,,诊治下丘脑垂体肾上腺疾病，甲状旁腺疾病，胰岛素瘤，对疑难罕见疾病有一定的诊治经验,,,,,,,,
常向云,新疆,石河子,石河子大学医学院第一附属医院,内科,内分泌科,副主任医师,副教授,3.0,1,糖尿病、甲状腺病以及肝脏疾病的诊治,"39,176次",0篇,1位,0位,0位,,,
吴向未,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.5,,肝胆良恶性疾病、肝包虫病及门静脉高压症的外科治疗,,,,,,,,
袁明,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,副教授,3.4,,胃肠肿瘤、甲状腺肿瘤、腹外疝、复杂肠梗阻等外科治疗,,,,,,,,
习羽,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,,3.3,,胃肠肿瘤、甲状腺癌、腹壁疝以及急腹症的诊治,,,,,,,,
阿布都瓦依提,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.3,,普外科各种手术及疑难杂症的诊治,,,,,,,,
木拉提,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,副教授,3.3,18,胃肠疾病、甲状腺及甲状旁腺疾病、腹外疝、小儿外科疾病等,"6,671次",0篇,18位,9位,9位,,,
侯吉学,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,讲师,3.3,,胃肠道疾病、乳腺疾病及血管疾病的诊疗,,,,,,,,
彭心宇,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.2,,普外肿瘤、肝胆消化疑难重症的诊治，包虫病及肝胆肿瘤,,,,,,,,
李豫江,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,,3.2,,乳腺、结直肠、肛管及血管疾病的诊断与手术治疗,,,,,,,,
马辉,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,,3.2,,擅长乳腺良性疾病的诊断及微创治疗，乳腺癌的诊断规范化治疗以及乳腺癌的保乳手术、乳腺整形外科技术；擅长消化道肿瘤结直肠癌、后腹膜良恶性肿瘤及血管疾病的外科手术治疗；擅长普外科急危重症和疑难杂症的综合治疗,,,,,,,,
黄桂林,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.2,,普外科肿瘤的综合治疗,,,,,,,,
牛建华,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.2,,腔镜下微创手术,,,,,,,,
张示杰,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,教授,3.2,,腹部外科疾病，尤其肝胆肿瘤、肝包虫、胰脾外科疾病的诊断与治疗,,,,,,,,
张伟,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,讲师,3.2,,结直肠癌、乳腺癌、下肢动静脉血栓、腹主动脉瘤,,,,,,,,
丛竹军,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,讲师,3.2,,乳腺微创旋切术，乳腺癌保乳根治术及乳腺癌综合治疗、结直肠癌根治术、痔疮手术，周围血管疾病的诊疗,,,,,,,,
阿不都,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主任医师,副教授,3.0,,微创外科，甲状腺疾病、肠道肿瘤、胆道疾病以及腹外疝疾病,,,,,,,,
秦乐,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,,3.0,,腹痛、胃肠道肿瘤、甲状腺癌、甲状腺瘤、腹外疝等疾病的诊治。,"2,081次",0篇,0位,0位,0位,,,
张剑权,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,副教授,2.9,,各类乳腺肿瘤，胃肠道肿瘤的综合治疗,,,,,,,,
李志刚,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,副教授,2.9,,普外科各种良恶性疾病的诊治,,,,,,,,
唐帆,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主治医师,助教,2.9,384,各类乳腺疾病，结直肠及肛肠疾病,"345,953次",6篇,384位,68位,70位,,,
刘永江,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,副主任医师,讲师,2.8,,乳腺癌、周围血管疾病,,,,,,,,
孙旭凌,新疆,石河子,石河子大学医学院第一附属医院,外科,普外科,主治医师,,2.8,,胃肠，乳腺等相关疾病,"9,024次",0篇,0位,0位,0位,,,
陈磊,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,主任医师,副教授,3.3,,四肢多发、复杂创伤的处理，微创内固定、髓内钉固定、关节周围骨折、复杂开放骨折、骨不连骨延长等的诊治,,,,,,,,
刘维刚,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,副教授,3.2,,各类骨关节损伤及疾患的诊治,,,,,,,,
杜新辉,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,,3.2,,手外科及创伤外科疾病的诊治，包括对断肢（指）再植，拇手指再造，臂丛神经损伤的治疗，手部先天畸形矫形治疗，各种游离皮瓣和带蒂皮瓣修复皮肤软组织缺损，晚期手功能修复与重建，四肢创伤微创治疗,,,,,,,,
陈凯,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,,3.2,,手外科疾病、四肢骨与关节损伤的各种内固定、外支架固定、断指（肢）再植、神经修复、关节周围复杂骨折、骨盆骨折等外科手术治疗,,,,,,,,
史晨辉,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,主任医师,教授,3.2,,,,,,,,,,
邹正荣,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,主任医师,教授,3.1,,手部疾病、臂丛神经损伤、神经肌腱缺损、断肢（指）、四肢软组织缺损、股骨头坏死、年青人股骨颈骨折不愈合、先天性脊柱畸形、腰椎滑脱、脊柱肿瘤、脊柱结核、老年性骨性关节炎、类风湿关节炎外科治疗,,,,,,,,
董金波,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,副教授,3.0,,能熟练开展肩、膝、髋等大关节置换手术，脊柱四肢骨折各种内固定术，关节镜手术，椎间盘镜手术等。对各类骨关节损伤及疾患的诊治有一定的经验,,,,,,,,
蒋雯,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,主治医师,讲师,3.0,1,擅长脊柱各类退变如颈椎病、腰椎管狭窄、腰椎间盘突出症、后纵韧带骨化等疾病，脊柱各类骨折。,"11,588次",0篇,1位,0位,0位,,,
李刚,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,副教授,2.9,,对四肢创伤、运动系统慢性劳损、腰腿疼、骨与关节感染、骨与关节结核、骨肿瘤等常见病的诊治,,,,,,,,
李江华,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,,2.9,,脊柱外科常见病及骨肿瘤,"2,924次",0篇,0位,0位,0位,,,
倪永昌,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,副教授,2.9,,老年性骨病、各类骨科创伤、先天性畸形等疾病的治疗及康复,,,,,,,,
王维山,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任医师,副教授,2.9,3,骨科疾病的诊治,"21,899次",0篇,3位,0位,0位,,,
王永明,新疆,石河子,石河子大学医学院第一附属医院,外科,骨科,副主任技师,,2.8,,骨折手法复位,,,,,,,,
丁国富,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,主任医师,教授,3.1,56,泌尿及男性生殖系统各种疑难病症,"266,312次",0篇,56位,0位,0位,,,
李强,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,主任医师,,3.3,,擅长诊治泌尿系统各类常见、疑难（泌尿肿瘤、梗阻、畸形、外伤、感染、功能障碍）病诊治,,,,,,,,
王新敏,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,副主任医师,,3.2,,泌尿系结石、前列腺增生等的各种微创诊疗及尿流动力学技术、男性生殖系统常见疾病,,,,,,,,
倪钊,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,副主任医师,,3.2,,腹腔镜泌尿外科手术、经皮肾镜治疗肾结石、经尿道前列腺增生电切及剜除术等的各种微创诊疗技术、男性生殖系统常见疾病,,,,,,,,
王勤章,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,副主任医师,副教授,3.2,,泌尿外科腹腔镜、输尿管镜、经尿道前列腺电切、肿瘤电切术等,,,,,,,,
欧阳松,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,主治医师,讲师,3.1,149,泌尿外科及男性生殖系统常见疾病的诊疗，对男性生殖医学疾病具有较深研究，擅长各种男科手术及输尿管镜诊疗技术，熟练显微镜下精索静脉低位结扎术等显微技术,"122,725次",12篇,149位,15位,15位,,,
潘其宏,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,副主任医师,副教授,3.0,,男科学、性医学，尤其是男性性功能障碍及男性不育的诊治,,,,,,,,
曾凯,新疆,石河子,石河子大学医学院第一附属医院,外科,泌尿外科,住院医师,,2.8,18,泌尿外科及男性生殖系统常见病,"12,473次",1篇,18位,0位,0位,,,
侯量,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,副主任医师,副教授,3.2,,重症胸外伤治疗,,,,,,,,
李乃泽,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,主任医师,教授,3.1,,胸外科心脏手术,,,,,,,,
薛亚军,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,副主任医师,讲师,3.0,890,肺部良、恶性疾病；食管良、恶性疾病的诊断及治疗。尤其擅长肺部小结节的诊断与治疗,"148,420次",26篇,890位,0位,0位,,,
朱佳龙,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,副主任医师,副教授,2.9,,肺、食道、纵隔病变的诊治,,,,,,,,
朱志军,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,,,2.8,,,,,,,,,,
罗波,新疆,石河子,石河子大学医学院第一附属医院,外科,心胸外科,住院医师,,2.8,,,"25,989次",0篇,0位,0位,0位,,,
杨剑,新疆,石河子,石河子大学医学院第一附属医院,外科,肝胆外科,副主任医师,讲师,3.2,,肝胆胰良恶性疾病的诊治,,,,,,,,
张宏伟,新疆,石河子,石河子大学医学院第一附属医院,外科,肝胆外科,副主任医师,,3.1,26,"肝胆胰外科常见疾病的诊断、鉴别诊断及治疗，尤其是肝胆胰良性肿瘤（肝包虫病）以及肝胆胰恶性肿瘤的诊断及治疗策略；
肝胆胰疾病的相关营养支持、心理辅导、正确的就医等方面可提供指导。

可为发热患者提供就医指导！","11,667次",1篇,26位,0位,0位,,,
褚志强,新疆,石河子,石河子大学医学院第一附属医院,外科,肝胆外科,住院医师,助教,2.8,,"肝病,肝硬化,酒精肝,脂肪肝","7,258次",0篇,0位,0位,0位,,,
张永国,新疆,石河子,石河子大学医学院第一附属医院,外科,肝胆外科,住院医师,,2.7,,肝胆胰常规疾病的诊治,"2,586次",0篇,0位,0位,0位,,,
