姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
李永刚,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,急诊科,副主任医师,,2.8,,急腹症（如急性阑尾炎、消化道溃疡穿孔、急性肠梗阻、胃肠异物以及其他腹痛）和腹部外伤（肝、胆、脾、胃、肠破裂）的诊断和治疗,,,,,,,,
刘光平,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,急诊科,副主任医师,,2.8,,急诊和危重病人的抢救,,,,,,,,
梁栋,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,急诊科,住院医师,,2.7,,急诊危重症，消化内科、内分泌科疾病等,"4,757次",0篇,0位,0位,0位,,,
刘俊萍,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,消化内科,副主任医师,,2.8,,消化系统疾病临床诊治及消化内镜检查和治疗,,,,,,,,
李瑛,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,消化内科,副主任医师,,2.8,,神经内科，对于治疗原发性头痛、眩晕、脑血管疾病、颅内感染、癫痫、脱髓鞘疾病等神经专科疾病具有丰富经验。,,,,,,,,
梁新文,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,消化内科,副主任医师,,2.8,,消化内科常见病、疑难、危重症的诊断治疗，擅长消化内镜下息肉摘除、食管良恶性狭窄的扩张、支架置入术，擅长食管胃粘膜下肿物的超声内镜检查及EMR/ESD治疗术，尤其对消化道早癌诊断及ESD术、肝硬化食管胃静脉曲张破裂出血的镜下治疗积累了丰富经验,,,,,,,,
张向东,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,神经内科,主任医师,,2.9,,原发性头痛、眩晕、脑血管疾病、颅内感染、癫痫、脱髓鞘疾病等神经专科疾病具有丰富经验。,,,,,,,,
杜怀文,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,神经内科,副主任医师,,2.8,,脑卒中、卒中相关性肺炎、脑血管病影像、眩晕、紧张性头痛、周围神经病等的诊断及治,,,,,,,,
洪芳,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,神经内科,副主任医师,,2.8,,新生儿疾病筛查、先天性甲状腺机能低下和其他遗传代谢性疾病的诊治；擅长儿童生长迟缓、性早熟、肥胖症等内分泌疾病的诊治。,,,,,,,,
温志安,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,综合内科,副主任医师,,2.8,,,,,,,,,,
迪力穆腊提·托合提,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,综合内科,副主任医师,,2.8,,危、急、重症病人和各类药物、农药中毒的诊断治疗。,,,,,,,,
黄汉红,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,肾内科,主任医师,,2.8,,各种肾脏疾病包括糖尿病肾病，高血压肾损害以及蛋白尿,,,,,,,,
李英,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,肾内科,副主任医师,,2.8,,急慢性肾小球疾病、肾间质疾病、肾病综合征、急慢性肾衰、肾性高血压、缺血性肾脏病、狼疮性肾炎等继发性肾脏病的诊疗,,,,,,,,
郭向东,新疆,阿克苏,新疆生产建设兵团第一师医院,内科,感染性疾病科,副主任医师,,2.9,,各种肝病、各种感染性疾病及各种发热疾病的诊治,,,,,,,,
汤志辉,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,主任医师,副教授,3.6,959,"1、关节外科：擅长髋膝肩关节的保守治疗，保关节的手术治疗及人工关节置换的微创技术；
2、创伤骨科：擅长四肢、骨盆复杂骨折的急救及治疗，尤其是老年髋部骨折的治疗及微创技术的应用；
3、骨髓炎、骨缺损及软组织缺损的治疗。","129,216次",13篇,959位,153位,160位,,,
王良勇,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.9,,关节镜微创治疗髋、膝、踝、肩、肘、腕关节疾病，熟练掌握四肢及骨盆骨折的各种治疗方法；擅长髋、膝关节置换手术。,,,,,,,,
欧阳国新,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.9,,各种骨科疾病的诊断和治疗,,,,,,,,
张俊,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.9,,髋膝肩关节的人工关节置换、髋膝关节翻修、膝肩关节镜手术,,,,,,,,
张春,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.9,,各类复杂四肢骨折的手术治疗、骨盆骨折的修复重建、人工髖、膝关节置换,,,,,,,,
沈宏达,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.8,,髋、膝关节置换，关节镜诊治，各种四肢、骨盆、髋臼等复杂的手术治疗，各种四肢血管、软组织、骨组织缺损感染等疑难疾病的诊治，脊柱各类疾病的诊治。,,,,,,,,
毛成鹏,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.8,,,,,,,,,,
李铭,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,骨科,副主任医师,,2.8,,骨科各种疑难、复杂疾病，关节或关节周围骨折的微创治疗；关节疾病（如类风湿性关节炎、强直性脊柱炎、骨关节炎等）的人工关节置换术，包括人工髋关节、膝关节、肩关节置换术等；老年骨质疏松性骨折的治疗及老年骨质疏松患者的人工关节置换术；人工关节置换术后感染的诊断和治疗；人工关节置换术后失败的再次置换术；骨折延迟愈合、骨不连和股骨头坏死的治疗，四肢骨折的修复重建，手部创伤的修复重建,,,,,,,,
李平,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,主任医师,教授,3.0,,腹腔恶性肿瘤和乳腺癌微创手术治疗,,,,,,,,
李忠,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,主任医师,,2.9,,小儿外科、乳腺外科疾病的诊治,,,,,,,,
刘顺顺,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,副主任医师,,2.8,,甲状腺、胃肠、肿瘤等疾病的腹腔镜微创外科手术,,,,,,,,
邓立军,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,副主任医师,,2.8,,,,,,,,,,
刘静婵,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,副主任医师,,2.8,,,,,,,,,,
聂斌,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,副主任医师,,2.8,,乳腺外科、肛肠外科疾病的诊断及治疗,,,,,,,,
马晗,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,普外科,副主任医师,,2.8,,肝、胆、胰、脾、疝及减重代谢外科治疗,,,,,,,,
练文勇,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,泌尿外科,主任医师,,2.9,,,,,,,,,,
徐火松,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,泌尿外科,副主任医师,,2.9,,,,,,,,,,
马大东,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,泌尿外科,副主任医师,,2.9,,,,,,,,,,
王和功,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,神经外科,主任医师,,2.9,,颅脑损伤、脑血管病、颅内肿瘤、功能等,,,,,,,,
杨慧东,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,神经外科,副主任医师,,2.8,,,,,,,,,,
郑华煜,新疆,阿克苏,新疆生产建设兵团第一师医院,外科,神经外科,副主任医师,,2.8,,颅脑损伤、脑出血、颅内肿瘤、椎管肿瘤等神经外科常见病、多发病的诊治,,,,,,,,
黄鹏九,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,副主任医师,,2.9,11,妇科内分泌疾病的规范诊治，产科妊娠期合并症、并发症等急危重症的抢救和治疗。,"2,944次",0篇,11位,10位,10位,,,
高玲,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,主任医师,,2.9,,,,,,,,,,
李璐瑶,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,副主任医师,,2.8,,妇产科的各种急、危、重症抢救，妊娠合并症的处理，对妇科内分泌疾病的治疗及不孕不育有自己的见解及经验,,,,,,,,
刘照红,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,副主任医师,,2.8,,妇科腔镜手术及内分泌疾病的诊治。包括腹腔镜子宫肌瘤剔除、子宫全切、阴式子宫切除等手术；月经失调、不孕症、闭经、多囊卵巢综合征、围绝经期综合征等妇科内分泌疾病的诊治,,,,,,,,
黄玲,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
杜琼,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,副主任医师,,2.8,,妇科常见病、多发病的诊治及妇科疑难病症的诊疗,,,,,,,,
芮红苇,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,妇产科,主治医师,,2.8,,诊各种手术困难人流，阴道镜，宫颈LEEP术等,,,,,,,,
陈哲,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,儿科,主任医师,,2.9,4,小儿内科疾病，呼吸系统疾病、危重症,"7,849次",0篇,4位,1位,1位,,,
陈彩玲,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,儿科,住院医师,,2.7,6,呼吸系统疾病、消化系统疾病,"10,437次",0篇,6位,5位,6位,,,
周旭晨,新疆,阿克苏,新疆生产建设兵团第一师医院,妇儿,新生儿科,副主任医师,,2.8,,新生儿复苏、小儿急危重症的抢救，小儿呼吸系统、小儿消化系统、小儿泌尿系统等疾病的诊治,,,,,,,,
庞雄,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,放射科,副主任医师,,3.1,,全消化道造影、子宫输卵管造影、泌尿系造影以及各类瘘道、瘘管造影等特殊造影检查,,,,,,,,
林坚,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,放射科,副主任医师,,3.1,,呼吸系统、消化系统和全身骨骼系统的放射诊断,,,,,,,,
张振东,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,放射科,副主任医师,,3.1,,骨肿瘤、胃肠道造影,,,,,,,,
孙明辉,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,放射科,副主任医师,,3.1,,,,,,,,,,
李文格,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,全科医学科,主任医师,,2.9,,老年冠心病、老年心脏瓣膜病、老年高血压病、老年脑血管及老年内糖尿病及并发症、老年骨质疏松症的诊治,,,,,,,,
王卉,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,全科医学科,副主任医师,,2.8,,,,,,,,,,
马军庄,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,全科医学科,副主任医师,,2.8,,老年冠心病、老年心脏瓣膜病、老年高血压病、老年脑血管疾病的诊治,,,,,,,,
朱劲松,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,疼痛科,副主任医师,,2.9,,胸腰椎骨折内固定手术，腰椎管狭窄症减压内固定手术，腰椎间盘突出症小切口椎间盘切除术，胸腰椎结核病灶清除内固定手术等有丰富的经验,,,,,,,,
李树新,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,疼痛科,副主任医师,,2.9,,,,,,,,,,
唐丽,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,疼痛科,副主任医师,,2.9,,并心血管疾病非心脏手术麻醉管理,,,,,,,,
袁维军,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,CT核磁科,副主任医师,,2.9,,神经及骨肌疾病MRI临床诊断,,,,,,,,
彭杰,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,CT核磁科,副主任医师,,2.9,,心脏及周围血管的CT诊断、CT及磁共振功能成像诊断。,,,,,,,,
王燕梅,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,CT核磁科,副主任医师,,2.9,,,,,,,,,,
孙月霞,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,中医科,副主任医师,,3.0,,中西医结合治疗各类疑难痔瘘病、妇科病尤以月经不调、各类疑难脾胃病的特色疗法,,,,,,,,
刘占萍,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,中医科,副主任医师,,3.0,,中西结合治疗，治疗重视整体调理，坚持辩证与辨病相结合，对中医内科、妇科、肛肠科的治疗疗效较好。专业特长：脑中风、肾病、糖尿病及其并发症、风湿病、月经不调、闭经、痛经、带下病、肛裂、肛周脓肿、肛瘘等,,,,,,,,
胡军,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,中医科,副主任医师,,3.0,,颈椎病、腰椎间盘突出症、脊柱相关疾病、冠心病不稳定性心绞、失眠、妇科病症、婴幼儿疾病的治疗和康复,,,,,,,,
吴燕,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,重症医学科,主任医师,,2.9,,器官功能障碍综合征、逆行性持续脑灌注、急性呼吸窘迫综合征、感染性休克、中毒及各种严重创伤及大手术救治,,,,,,,,
吐尔滚·艾萨,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,重症医学科,主任医师,,2.9,,危重患者的机械通气、重症感染、各类休克、营养支持、重要器官和系统的监测及治疗,,,,,,,,
靳慧莉,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,重症医学科,副主任医师,,2.8,,MODS（多脏器不全综合症）、CRCP（心肺脑复苏）、呼吸衰竭、休克、中毒及各种严重创伤及大手术救治,,,,,,,,
曹振刚,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,麻醉科,副主任医师,,2.8,,小儿、高危产科及血管介入手术麻醉,,,,,,,,
郭玉明,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,麻醉科,副主任医师,,2.8,,全麻插管、椎管内麻醉、臂丛麻醉等，近年来对气管双腔管、锁骨下深静脉穿刺置管及术后镇痛的基础理论和临床技术推广应用,,,,,,,,
张建莉,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,麻醉科,副主任医师,,2.8,,高龄病人的手术麻醉管理及B超引导下的各种神经阻滞技术,,,,,,,,
管永虎,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,耳鼻喉科,副主任医师,,2.8,,,,,,,,,,
潘阳春,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,耳鼻喉科,主任医师,,2.9,,鼾症手术、鼻内镜下鼻部疾病微创手术,,,,,,,,
朱磊,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,耳鼻喉科,副主任医师,,2.8,,慢性鼻炎、鼻窦炎、鼻息肉等鼻内窥镜微创手术，并且取得了很好的疗效,,,,,,,,
袁轶群,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,病理科,主治医师,,2.8,,病理诊断,"5,426次",0篇,0位,0位,0位,,,
郭一川,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,病理科,副主任医师,,2.8,,各系统常见病、疑难病的病理诊断,,,,,,,,
倪莉,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,康复科,副主任医师,,2.8,,,,,,,,,,
王欢,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,康复科,住院医师,,2.8,1,,"2,338次",0篇,1位,0位,0位,,,
符洁,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,超声科,副主任医师,,2.8,,腹部、妇产、浅表器官、心血管、外周血管等超声诊断,,,,,,,,
张红丽,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,超声科,副主任医师,,2.8,,腹部疑难疾病、心血管、外周血管疾病的超声诊断,,,,,,,,
江小川,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,口腔科,副主任医师,,2.9,,各类青少年错颌畸形的矫治，成人矫治，隐形矫治，儿童预防性矫治，阻断性矫治，正畸正颌联合治疗的术前术后矫治，颞下颌关节疾病的正畸治疗，正畸牙周联合治疗，正畸修复联合治疗等。,,,,,,,,
张宇军,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,口腔科,副主任医师,,2.9,,口腔颌面部肿瘤、整形，唇腭裂治疗，牙颌面畸形，口腔颌面部损伤及术后重建，涎腺疾病，颞下颌关节病的诊治，口腔种植修复，各类错颌畸形的正畸治疗，各类牙体、牙列缺失的修复治疗等,,,,,,,,
吴泽勇,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,眼科,副主任医师,,2.9,,,,,,,,,,
杨亚新,新疆,阿克苏,新疆生产建设兵团第一师医院,其他,眼科,副主任医师,,2.9,,类严重眼外伤的整复、眼部美容整形、近视、斜弱视、青光眼、白内障、眼底视网膜疾病的手术治疗,,,,,,,,
王敬科,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.9,,高血压、冠心病,"6,931次",0篇,0位,0位,0位,,,
卢志怡,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.8,10,高血压，急慢性心衰，冠心病，心律失常等心内科疾病的诊治,"38,787次",0篇,10位,0位,10位,,,
赵耀武,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.8,44,高血压，急慢性心衰，冠心病，心律失常等疾病的诊治，以及心脏介入治疗等,"81,234次",1篇,44位,19位,25位,,,
翟素丹,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.8,2,高血压、冠心病等,"19,107次",0篇,2位,0位,2位,,,
李熙,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.8,49,高血压、冠心病等,"66,817次",0篇,49位,5位,19位,,,
郑强,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,主治医师,,2.8,4,高血压、冠心病,"6,735次",0篇,4位,0位,0位,,,
顾维民,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,住院医师,,2.7,1,高血压，急慢性心衰，冠心病，心律不齐，心肌病，高血脂等常见疾病的诊治,"11,395次",0篇,1位,1位,1位,,,
董鹏程,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,住院医师,,2.7,3,高血压、冠心病,"10,866次",0篇,3位,0位,0位,,,
麦合木提麦苏木,新疆,阿克苏,阿克苏地区第一人民医院,内科,心血管内科,住院医师,,2.7,,,,,,,,,,
谢于鹏,新疆,阿克苏,阿克苏地区第一人民医院,内科,呼吸科,主任医师,副教授,3.5,1033,包括但不限于：打鼾、睡眠呼吸障碍、戒烟、肺部结节、肺癌、慢性咳嗽、哮喘、慢阻肺、胸腔积液、肺炎、肺栓塞、呼吸衰竭等呼吸系统疾病,"688,024次",20篇,1033位,328位,349位,,,
王慧,新疆,阿克苏,阿克苏地区第一人民医院,内科,呼吸科,主治医师,,3.1,1,,224次,0篇,1位,0位,0位,,,
孙秀丽,新疆,阿克苏,阿克苏地区第一人民医院,内科,呼吸科,住院医师,,2.9,,,,,,,,,,
孟龙,新疆,阿克苏,阿克苏地区第一人民医院,内科,呼吸科,住院医师,,2.9,,感染性疾病 发热 皮疹 呼吸道疾病 传染性疾病,199次,0篇,0位,0位,0位,,,
王小龙,新疆,阿克苏,阿克苏地区第一人民医院,内科,肾病内科,主治医师,,2.8,87,肾病,"56,661次",0篇,87位,56位,60位,,,
热娜古力·阿不都外力,新疆,阿克苏,阿克苏地区第一人民医院,内科,肾病内科,住院医师,,2.7,,,,,,,,,,
周彤,新疆,阿克苏,阿克苏地区第一人民医院,内科,肾病内科,住院医师,,2.7,,,,,,,,,,
郭新文,新疆,阿克苏,阿克苏地区第一人民医院,内科,消化内科,主任医师,,2.8,,,,,,,,,,
阿布力克木克力木,新疆,阿克苏,阿克苏地区第一人民医院,内科,消化内科,副主任医师,,2.8,,,,,,,,,,
马文颖,新疆,阿克苏,阿克苏地区第一人民医院,内科,消化内科,住院医师,,2.7,,,,,,,,,,
张忠民,新疆,阿克苏,阿克苏地区第一人民医院,内科,神经内科,副主任医师,,2.8,,,,,,,,,,
阿依古丽艾力,新疆,阿克苏,阿克苏地区第一人民医院,内科,神经内科,住院医师,,2.7,,,,,,,,,,
何倩,新疆,阿克苏,阿克苏地区第一人民医院,内科,免疫科,住院医师,,2.7,,系统性红斑狼疮、干燥综合征、类风湿关节炎、脊柱关节病、系统性血管炎等各种风湿免疫病,"7,486次",0篇,0位,0位,0位,,,
杨晨,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,主任医师,,2.9,,,,,,,,,,
葛新江,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
张羽浩,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
岳金鑫,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
马文昭,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
陆江,新疆,阿克苏,阿克苏地区第一人民医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
司磊,新疆,阿克苏,阿克苏地区第一人民医院,外科,普外科,主任医师,,2.9,,,,,,,,,,
谢有强,新疆,阿克苏,阿克苏地区第一人民医院,外科,普外科,主治医师,,2.8,17,胃肠疾病、胃肠道肿瘤，肝、胆、脾、胰腺等腹部疾病、腹腔肿瘤、甲状腺乳腺疾病，静脉曲张，体表肿瘤的诊治！,"26,633次",0篇,17位,1位,1位,,,
韩文才,新疆,阿克苏,阿克苏地区第一人民医院,外科,普外科,副主任医师,,2.8,,,,,,,,,,
田伦,新疆,阿克苏,阿克苏地区第一人民医院,外科,甲腺外科,主任医师,,2.9,,,,,,,,,,
贺顺浩,新疆,阿克苏,阿克苏地区第一人民医院,外科,甲腺外科,住院医师,,2.8,,,,,,,,,,
魏建军,新疆,阿克苏,阿克苏地区第一人民医院,外科,神经外科,副主任医师,,2.8,,,,,,,,,,
赵国兴,新疆,阿克苏,阿克苏地区第一人民医院,外科,神经外科,住院医师,,2.8,,,,,,,,,,
周伟鹤,新疆,阿克苏,阿克苏地区第一人民医院,外科,心胸外科,副主任医师,,3.2,18,擅长心胸外科常见病的诊治，特别是肺结节的鉴别诊断及微创手术治疗，以及肺癌、食管癌、纵隔肿瘤、肺大疱、多汗症、胃食管反流病、食管裂孔疝的微创手术治疗。,"15,803次",8篇,18位,5位,7位,,,
顾曜芳,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,儿科,主任医师,,3.1,61,儿科常见病,"35,786次",0篇,61位,30位,31位,,,
蒋煜,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,儿科,主任医师,,2.8,,,,,,,,,,
闫素英,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,儿科,副主任医师,,2.8,,,,,,,,,,
贾飞,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,儿科,主治医师,,2.8,14,呼吸系统疾病、哮喘,,0篇,0位,0位,0位,,,
温县木坎吉,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,儿科,住院医师,,2.7,,,,,,,,,,
谢丽红,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,妇科,副主任医师,,2.8,,,,,,,,,,
徐业红,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,妇科,住院医师,,2.8,,,,,,,,,,
丁成玉,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,妇科,住院医师,,2.8,,,,,,,,,,
李爱梅,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,妇科,住院医师,,2.8,,,,,,,,,,
田松柏,新疆,阿克苏,阿克苏地区第一人民医院,妇儿,产科,主治医师,,3.0,,孕期保健，高危妊娠,"4,055次",0篇,0位,0位,0位,,,
吴鸿霞,新疆,阿克苏,阿克苏地区第一人民医院,其他,中医科,主任医师,,3.1,,,,,,,,,,
顾煜,新疆,阿克苏,阿克苏地区第一人民医院,其他,中医科,副主任医师,,3.0,,,,,,,,,,
熊高飞,新疆,阿克苏,阿克苏地区第一人民医院,其他,中医科,住院医师,,3.0,,,,,,,,,,
杨姣姣,新疆,阿克苏,阿克苏地区第一人民医院,其他,中医科,住院医师,,3.0,,,,,,,,,,
杨小莉,新疆,阿克苏,阿克苏地区第一人民医院,其他,中医科,住院医师,,3.0,,,,,,,,,,
