姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
杨军,新疆,哈密,哈密市第二人民医院,内科,急诊科,住院医师,,3.1,,急危重症,"4,712次",0篇,0位,0位,0位,,,
孔凡兰,新疆,哈密,哈密市第二人民医院,内科,内科,副主任医师,,2.5,,神经内科、心脑血管疾病、急诊内科疾病的诊断与治疗。,,,,,,,,
杜玉香,新疆,哈密,哈密市第二人民医院,内科,感染内科,副主任医师,,2.5,,各种肝病、传染性疾病的诊断及治疗，尤其擅长病毒性肝炎的抗病毒治疗及出现耐药后的补救治疗。,,,,,,,,
董晓梅,新疆,哈密,哈密市第二人民医院,内科,消化肿瘤内科,副主任医师,,2.5,,消化道出血、肝硬化、消化性溃疡、胆道疾病、溃疡性结肠炎、胰腺炎、胰腺癌、食管癌、胃癌、结直肠癌等疾病的诊断与内科治疗，擅长消化道内镜的检查及诊断。,,,,,,,,
陶渝奇,新疆,哈密,哈密市第二人民医院,外科,普外科,主任医师,,2.5,,熟练开展各种腹腔镜手术及普外科手术，对于头颈、乳腺、肝胆疾病、消化道肿瘤的诊治有丰富经验。,,,,,,,,
田文亮,新疆,哈密,哈密市第二人民医院,外科,普外科,主任医师,,2.5,,对普外科疾病、尤其是泌尿外科及男性病有较丰富的诊治经验。在泌尿微创方面如泌尿系结石、前列腺增生、膀胱肿瘤、肾囊肿等方面具有丰富的临床经验。,,,,,,,,
闫俊才,新疆,哈密,哈密市第二人民医院,外科,普外科,副主任医师,,2.5,10,"1.内痔、外痔、混合痔、肛周脓肿、肛瘘、肛裂等肛肠科各类疾病。
2.结肠、直肠肿瘤。
3.各类腹股沟疝。","12,909次",0篇,10位,8位,8位,,,
杜钧,新疆,哈密,哈密市第二人民医院,外科,骨科,副主任医师,,2.5,,各种创伤骨折、骨病、关节疾病的诊治及关节镜微创手术。,,,,,,,,
王绍怡,新疆,哈密,哈密市第二人民医院,外科,骨科,主治医师,,2.6,,骨与关节损伤、骨肿瘤,,0篇,0位,0位,0位,,,
李艳,新疆,哈密,哈密市第二人民医院,外科,乳腺科,主治医师,,2.7,,乳腺癌，乳腺等相关疾病,"2,103次",0篇,0位,0位,0位,,,
张莉萍,新疆,哈密,哈密市第二人民医院,妇儿,儿科,主任医师,,2.5,,对儿科疑难杂症、各系统急危重病的诊治有独到之处，危重新生儿及早产儿的救治。在癫痫、病毒性脑炎、肾炎、肾病等疾病的诊疗得到同行及患儿家长的高度好评!开展了婴幼儿神经、发育行为评估与康复。,,,,,,,,
崔云芝,新疆,哈密,哈密市第二人民医院,妇儿,儿科,主任医师,,2.5,,早产儿的救治、儿童脑损伤评估、儿童肠外营养、儿童呼吸机治疗及儿童哮喘等，擅长新生儿及儿童危重症的急救。,,,,,,,,
李天栋,新疆,哈密,哈密市第二人民医院,妇儿,儿科,副主任医师,,2.5,,对新生儿疾病、急危重症抢救有丰富的诊治经验，同时在儿童呼吸系统疾病，尤其是哮喘方面有丰富临床经验，在儿童血液、神经系统疾病的诊治方面有一定的经验。,,,,,,,,
胡芹,新疆,哈密,哈密市第二人民医院,妇儿,儿科,副主任医师,,2.5,,新生儿、早产儿疾病的诊治，支气管哮喘治疗、预防工作。对儿科急症、危重症、新生儿科的常见病及多发病，积累了丰富的诊治经验。.,,,,,,,,
张桂琴,新疆,哈密,哈密市第二人民医院,妇儿,妇产科,副主任医师,,2.5,,对高危孕妇手术、分娩有丰富的经验。擅长妇科肿瘤的规范化治疗和妇科疾病的微创治疗。,,,,,,,,
叶江卫,新疆,哈密,哈密市第二人民医院,其他,影像科,副主任医师,,2.5,,对CT、磁共振、普放的影像诊断有丰富经验，尤其擅长磁共振全身各部位的影像诊断。,,,,,,,,
马新力,新疆,哈密,哈密市第二人民医院,其他,影像科,主任医师,,2.6,,对全身各部位磁共振、CT和放射诊断有丰富经验。,,,,,,,,
朱华东,新疆,哈密,哈密市第二人民医院,其他,中医科,副主任医师,,2.7,,中医内外治及肢体疼痛病的诊治。,,,,,,,,
张玉梅,新疆,哈密,哈密市第二人民医院,其他,病理科,副主任医师,,2.5,,熟练掌握各系统、各科疾病的病理诊断，对疑难及复杂性病理诊断有独到之处。,,,,,,,,
陈明坤,新疆,哈密,哈密市第二人民医院,其他,麻醉科,副主任医师,,2.5,,妇科、产科、骨科、老年病人及危重病人的麻醉。,,,,,,,,
贾建英,新疆,哈密,哈密市第二人民医院,其他,五官科,副主任医师,,2.5,,耳鼻咽喉科疾病的各种手术治疗，特别是复杂的鼻窦内窥镜手术和支撑喉镜下激光声带的手术治疗。对耳聋、耳鸣和眩晕等疾病的诊断和治疗有很深的造诣。,,,,,,,,
汤瑞婷,新疆,哈密,哈密市第二人民医院,其他,重症医学科,主任医师,,2.5,,在休克复苏、有创和无创呼吸机辅助呼吸、床旁血液净化治疗、肠内外营养、镇静、镇痛等重症治疗方面有丰富临床经验。熟练开展各种腹腔镜手术、介入手术及普外科手术。,,,,,,,,
段国富,新疆,哈密,哈密市第二人民医院,其他,放疗科,主任医师,,2.6,,食管癌、肺癌、头颈部肿瘤、妇科肿瘤的放射治疗和综合治疗。,,,,,,,,
区茜,新疆,哈密,哈密市第二人民医院,其他,眼科,副主任医师,,2.5,,熟练掌握眼科操作技能，对眼科、耳鼻咽喉科及相关学科疾病的诊治具有丰富的临床经验。,,,,,,,,
赵小凡,新疆,哈密,哈密市第二人民医院,其他,肿瘤外科,主任医师,,2.6,,对普外科疾病、肿瘤及乳腺肿瘤的手术及综合治疗、乳腺增生、乳腺炎、溢乳、内分泌失调所致的各种乳腺疾病有规范的诊疗特色方案。,,,,,,,,
帕丽旦,新疆,哈密,哈密市人民医院,内科,内科,副主任医师,,2.5,,擅长内分泌系统、心血管系统、呼吸系统疾病的诊疗,,,,,,,,
王丽,新疆,哈密,哈密市人民医院,内科,内科,主任医师,,2.5,,,,,,,,,,
王润娇,新疆,哈密,哈密市人民医院,内科,内科,副主任医师,,2.5,,,,,,,,,,
开沙尔·买买提,新疆,哈密,哈密市人民医院,内科,内科,副主任医师,,2.5,,,,,,,,,,
玉素甫·依不拉音,新疆,哈密,哈密市人民医院,内科,内科,,,2.4,,擅长呼吸系统、消化系统等疾病的诊治,,,,,,,,
伊沙克·吾马尔,新疆,哈密,哈密市人民医院,内科,急诊科,主任医师,,2.6,,擅长急性中毒抢救、心肺复苏、急诊病的诊断和救治,,,,,,,,
向建军,新疆,哈密,哈密市人民医院,内科,呼吸科,副主任医师,,2.7,,,,,,,,,,
曹湘龙,新疆,哈密,哈密市人民医院,内科,消化内科,主任医师,,2.5,,,,,,,,,,
贺宪,新疆,哈密,哈密市人民医院,外科,外科,副主任医师,,2.5,,甲状腺、乳腺、胃肠、肝、胆、胰、脾、肾、输尿管等疾病的诊断及治疗,,,,,,,,
李瑶,新疆,哈密,哈密市人民医院,外科,外科,主任医师,,2.6,,擅长甲状腺疾病、乳腺疾病、胃肠道、外科疾病的诊治,,,,,,,,
黄光振,新疆,哈密,哈密市人民医院,外科,外科,副主任医师,,2.5,,普外、胸外、骨科等疾病的诊断及手术治疗,,,,,,,,
李春光,新疆,哈密,哈密市人民医院,外科,骨科,副主任医师,,2.5,,,"26,288次",0篇,0位,0位,0位,,,
张玲,新疆,哈密,哈密市人民医院,妇儿,妇产科,副主任医师,,2.5,,腹腔镜、宫腔镜诊疗妇科疾病,,,,,,,,
江莉,新疆,哈密,哈密市人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
沙热木·瓦衣提,新疆,哈密,哈密市人民医院,妇儿,儿科,副主任医师,,2.5,,擅长治疗小儿呼吸系统、消化系统、泌尿系统及新生儿疾病的诊治,,,,,,,,
任敏,新疆,哈密,哈密市人民医院,妇儿,儿科,,,2.4,,,,,,,,,,
高艳,新疆,哈密,哈密市人民医院,其他,药剂科,副主任药师,,2.5,,,,,,,,,,
张辉,新疆,哈密,哈密市人民医院,其他,药剂科,副主任药师,,2.5,,,,,,,,,,
田宝玉,新疆,哈密,哈密市人民医院,其他,中医科,主任医师,,2.7,,擅长心脑血管疾病、老年病、急慢性肾炎、糠尿病、妇女月经不调、更年期综合症等疾病的诊疗,,,,,,,,
李燕,新疆,哈密,哈密市人民医院,其他,中医科,副主任医师,,2.7,,,,,,,,,,
张伟,新疆,哈密,哈密市人民医院,其他,放射科,副主任医师,,2.7,,,,,,,,,,
刘安森,新疆,哈密,哈密市人民医院,其他,放射科,,,2.7,,,,,,,,,,
王忆安,新疆,哈密,哈密市人民医院,其他,检验科,,,2.4,,,,,,,,,,
王秀兰,新疆,哈密,哈密市人民医院,其他,功能科,,,2.4,,,,,,,,,,
杨慧珍,新疆,哈密,哈密市人民医院,其他,口腔科,主任医师,,2.6,,擅长牙体、牙髓病、儿童牙病、青少年错 畸形、各类牙周病手术、非手术治疗,,,,,,,,
李亚敏,新疆,哈密,哈密市人民医院,其他,病理科,,,2.4,,,,,,,,,,
肖永杰,新疆,哈密,哈密市人民医院,其他,手麻科,,,2.4,,,,,,,,,,
茹秀琴,新疆,哈密,哈密市人民医院,其他,眼科,主任医师,,2.7,,擅长眼科常见病及多发病的诊治,,,,,,,,
石丹,新疆,哈密,红星医院,内科,神经内科,住院医师,,2.7,9,面肌痉挛，脑梗死，偏头痛，各种头晕，帕金森病，三叉神经痛,,0篇,9位,4位,4位,,,
赵丽娟,新疆,哈密,红星医院,内科,神经内科,住院医师,,2.7,20,急性脑梗死、面神经麻痹、帕金森病、面肌痉挛肉毒素治疗、高血压病,"14,522次",0篇,20位,16位,16位,,,
蒋海玉,新疆,哈密,红星医院,内科,内分泌科,主任医师,,3.1,28,擅长2型糖尿病、1型糖尿病、妊娠糖尿病、高血压病，甲状腺功能亢进症、甲状腺功能减退症、桥本氏甲状腺炎、甲状腺结节、甲状腺炎、妊娠甲状腺疾病的诊断及治疗有着丰富的临床经验。,"15,618次",3篇,28位,10位,15位,,,
马林,新疆,哈密,红星医院,内科,心血管内科,主治医师,,2.9,,冠心病，心衰，高血压等,"3,068次",0篇,0位,0位,0位,,,
尹清江,新疆,哈密,红星医院,外科,泌尿外科,主任医师,,3.1,4,男科、泌尿外科疾病的诊断治疗，包括性功能障碍、早泄、外生殖器畸形（小阴茎、隐匿性阴茎、阴茎弯曲等）、男性不育症、性病、泌尿系结石、泌尿系感染、前列腺疾病、泌尿系肿瘤等。,993次,0篇,4位,0位,0位,,,
霍旺盛,新疆,哈密,红星医院,外科,泌尿外科,主治医师,,3.0,276,泌尿系疾病 男科疾病,"152,021次",10篇,276位,0位,0位,,,
王艳军,新疆,哈密,红星医院,外科,泌尿外科,主治医师,,2.9,8,泌尿外科,"5,430次",0篇,8位,0位,0位,,,
孟辉,新疆,哈密,红星医院,外科,泌尿外科,住院医师,,2.8,3,泌尿外科疾病，男科方面疾病,480次,0篇,3位,0位,0位,,,
王伟,新疆,哈密,红星医院,外科,骨科,副主任医师,,2.9,252,颈椎病腰间盘突出，骨关节病，骨折,"191,269次",194篇,252位,5位,6位,,,
韩金龙,新疆,哈密,红星医院,外科,骨科,主治医师,,2.9,3,颈椎病、脊柱骨折脱位，脊柱滑脱症，腰椎管狭窄症等创伤与疾病的诊断及手术治疗,"2,946次",0篇,3位,0位,0位,,,
江敏,新疆,哈密,红星医院,外科,神经外科,副主任医师,,2.8,,在神经外科专业领域具有一定造诣，尤其是在颅内肿瘤、重度颅脑损伤、脑出血等疾病的治疗方面有一定特长,,,,,,,,
周英,新疆,哈密,红星医院,妇儿,儿科,住院医师,,2.7,,儿童呼吸系统疾病，肺炎、哮喘等,"4,765次",0篇,0位,0位,0位,,,
徐建平,新疆,哈密,红星医院,妇儿,妇科,副主任医师,,3.0,,妇科内分泌疾病，计划生育相关疾病，子宫肌瘤，卵巢囊肿等,"2,456次",0篇,0位,0位,0位,,,
杜趁香,新疆,哈密,红星医院,妇儿,产科,主任医师,,3.0,217,妇产科常见病、多发病及疑难杂症，擅长产科流产、早产、妊娠期合并糖尿病、妊娠合并高血压等高危孕产妇的诊治、孕前孕期疾病及不适，生育相关问题，孕产妇并发症，围产保健及营养管理，遗传咨询，计划生育等,"219,838次",19篇,217位,3位,3位,,,
赵振新,新疆,哈密,红星医院,其他,中医科,住院医师,,3.0,42,风湿病 肿瘤疾病,"54,808次",0篇,42位,5位,5位,,,
何成斌,新疆,哈密,红星医院,其他,中医科,主治医师,,3.0,41,骨科康复（颈肩腰腿痛手法治疗，关节僵硬关节松动，骨科术后康复指导）、中医内科常见病、神经性头痛,"31,580次",0篇,41位,13位,16位,,,
何成斌,新疆,哈密,红星医院,其他,康复医学科,主治医师,,3.0,41,骨科康复（颈肩腰腿痛手法治疗，关节僵硬关节松动，骨科术后康复指导）、中医内科常见病、神经性头痛,,0篇,41位,13位,16位,,,
蔡亮亮,新疆,哈密,红星医院,其他,口腔科,主治医师,,2.9,11,致力于口腔科常见病的诊疗服务，提供专业的口腔相关咨询，普及相关知识，进行口腔健康宣教，服务更多的患者。,"4,283次",0篇,11位,0位,0位,,,
耿建新,新疆,哈密,哈密市中心医院,内科,内科,主任医师,,3.0,,擅长高血压、糖尿病及心血管疾病的预防、治疗及康复。,"10,459次",0篇,0位,0位,0位,,,
史传见,新疆,哈密,哈密市中心医院,内科,呼吸科,主治医师,,3.1,2,呼吸科常见疾病,"11,760次",0篇,2位,0位,0位,,,
曲波,新疆,哈密,哈密市中心医院,外科,关节外科,副主任医师,,3.1,6,骨关节疾病、运动损伤、运动康复、足踝类疾病、糖尿病足,"5,593次",0篇,6位,5位,5位,,,
马根成,新疆,哈密,哈密市中心医院,外科,关节外科,副主任医师,,3.0,2,创伤，关节等相关疾病的诊治。,"3,235次",0篇,2位,0位,0位,,,
杨自立,新疆,哈密,哈密市中心医院,外科,关节外科,主治医师,,2.9,,膝关节损伤、关节炎、股骨头坏死等疾病的诊治,"2,615次",0篇,0位,0位,0位,,,
刘洋,新疆,哈密,哈密市中心医院,外科,关节外科,住院医师,,2.8,5,运动损伤，骨及软组织损伤，术后的康复,"6,682次",0篇,5位,0位,0位,,,
陈彬,新疆,哈密,哈密市中心医院,外科,普外科,主治医师,,2.7,6,乳腺肿瘤、胃肠道肿瘤等,"14,263次",0篇,6位,4位,6位,,,
柳紫阳,新疆,哈密,哈密市中心医院,外科,普外科,主治医师,,2.5,32,乳腺、胸外、胃肠外科常见疾病的手术治疗,"36,969次",0篇,32位,3位,4位,,,
阿合买提,新疆,哈密,哈密市中心医院,外科,骨科,主任医师,,3.0,,关节疾病，颈肩腰腿疼痛的诊治等,"8,049次",0篇,0位,0位,0位,,,
丁未,新疆,哈密,哈密市中心医院,外科,泌尿外科,主治医师,,2.6,2,泌尿结石，泌尿肿瘤,"11,680次",0篇,2位,1位,1位,,,
马艳,新疆,哈密,哈密市中心医院,妇儿,妇产科,副主任医师,,2.9,95,产科及合并症，产前检查及孕期保健，妇科常见病，普通妇科，妇科内分泌疾病，盆底疾病，肿瘤等，擅长剖宫产，各期流产引产及计划生育手术，宫腔镜腹腔镜等手术。,"38,732次",0篇,95位,1位,1位,,,
袁雪莲,新疆,哈密,哈密市中心医院,妇儿,妇产科,副主任医师,,2.6,1,月经不调、痛经、异常子宫出血、不孕不育 、多囊卵巢综合症,"11,027次",0篇,1位,0位,0位,,,
杨荣,新疆,哈密,哈密市中心医院,妇儿,儿科,副主任医师,,2.9,2,普儿疾病、新生儿疾病,,0篇,2位,2位,2位,,,
铁木尔,新疆,哈密,哈密市中心医院,其他,耳鼻喉科,副主任医师,,2.9,1,耳鼻咽喉，头颈部各种常见病，多发病和疑难病的诊断和手术治疗 ，气管，食管异物的取出,"29,714次",0篇,1位,0位,0位,,,
张永花,新疆,哈密,哈密市中心医院,其他,眼科,主治医师,,2.9,16,青光眼，白内障，眼表疾病，眼底病等,"26,737次",0篇,16位,0位,0位,,,
夏南,新疆,哈密,吐哈石油医院,妇儿,妇产科,主治医师,,2.4,19,子宫肌瘤，痛经，盆腔炎，宫颈糜烂，月经不调等,"34,297次",5篇,19位,2位,2位,,,
魏丽君,新疆,哈密,吐哈石油医院,其他,体检科,主治医师,,2.5,1,常见病、多发病的临床诊断、治疗以及常规健康咨询、健康体检后风险评估、干预指导等。,"20,792次",5篇,1位,0位,0位,,,
高铭,新疆,哈密,吐哈石油医院,其他,康疗医学科,康复师,,2.4,,从事颈肩腰腿痛治疗工作九年余，擅长各种原因引起的颈肩腰腿痛的保守治疗及保健。,"3,429次",0篇,0位,0位,0位,,,
张春雷,新疆,哈密,吐哈石油医院,其他,口腔科,主治医师,,2.5,9,牙体牙髓病 牙周病 齿槽外科,"21,793次",0篇,9位,4位,4位,,,
徐继渊,新疆,哈密,吐哈石油医院,其他,麻醉科,副主任医师,,2.5,,常规麻醉，疼痛治疗等,"5,395次",0篇,0位,0位,0位,,,
司坎旦木·艾尼娃,新疆,哈密,哈密市维吾尔医医院,外科,骨外科,副主任医师,,2.7,2,颈肩腰腿痛,"6,324次",0篇,2位,0位,1位,,,
海力,新疆,哈密,哈密市维吾尔医医院,其他,疼痛科,,,2.8,,,,,,,,,,
魏琛,新疆,哈密,哈密市妇幼保健计划生育服务中心,其他,儿科,副主任医师,讲师,3.2,2345,治疗儿科呼吸急救、重症/急性感染、各种喘息型疾病、慢性咳嗽、反复呼吸道感染等疾病。,,7篇,0位,0位,787位,,,
张华,新疆,哈密,巴里坤县人民医院,妇儿,妇产科,主治医师,,2.6,55,妇产科常见病多发病的诊断和治疗，妇科：人工流产，阴道炎，子宫肌瘤，盆腔炎性疾病等治疗。产科：孕期保健，产检，妊娠期高血压，糖尿病，胎儿生长受限等疾病的治疗。,"10,372次",3篇,55位,1位,1位,,,
