姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
坚乃提古丽·阿卜杜拉,新疆,吐鲁番,鄯善县人民医院,内科,内科,住院医师,,2.6,,普通内科常见疾病的诊治，如高血压，高血脂，冠心病，糖尿病等,"4,022次",0篇,0位,0位,0位,,,
祖木拉提古丽·热克甫,新疆,吐鲁番,鄯善县人民医院,内科,内科,住院医师,,2.6,1,普通内科常见疾病的诊治等,"3,153次",0篇,1位,1位,1位,,,
陈建华,新疆,吐鲁番,鄯善县人民医院,内科,内科,主任医师,,2.6,,,,,,,,,,
沙塔尔·海比布,新疆,吐鲁番,鄯善县人民医院,内科,内科,主任医师,,2.6,,,,,,,,,,
王平,新疆,吐鲁番,鄯善县人民医院,内科,内科,主任医师,,2.6,,,,,,,,,,
绕克叶古丽·热杰甫,新疆,吐鲁番,鄯善县人民医院,内科,内科,住院医师,,2.5,,普通内科常见疾病的诊治，如心脑血管疾病，高血压，心衰，慢阻肺，哮喘等,"5,107次",0篇,0位,0位,0位,,,
艾合买提·阿不力孜,新疆,吐鲁番,鄯善县人民医院,内科,内科,住院医师,,2.5,,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"4,521次",0篇,0位,0位,0位,,,
刘英,新疆,吐鲁番,鄯善县人民医院,内科,内科,副主任医师,,2.5,,,,,,,,,,
库尔班·吾甫尔,新疆,吐鲁番,鄯善县人民医院,内科,血透中心,副主任医师,,2.8,1,慢性肾功能衰竭，血液透析等,"5,766次",0篇,1位,1位,1位,,,
吴红芳,新疆,吐鲁番,鄯善县人民医院,内科,血透中心,住院医师,,2.6,,慢性肾功能衰竭，血液透析等,"5,682次",0篇,0位,0位,0位,,,
李刚,新疆,吐鲁番,鄯善县人民医院,内科,急诊科,副主任医师,,2.7,3,在急危重患者抢救、复杂四肢骨折的诊治、脊柱骨折的治疗等方面有丰富的诊疗经验，并多次发表专业学术论文。能完成各类复杂四肢骨折内固定，外固定术；胸腰椎骨折切开复位椎弓根钉内固定术；骨质疏松导致腰椎骨质“经皮椎体成形术”等。能够完成各类骨科常见疾病及疑难病例的诊治工作.,"6,542次",0篇,3位,3位,3位,,,
于洋涛,新疆,吐鲁番,鄯善县人民医院,内科,急诊科,住院医师,,2.4,,,,,,,,,,
岳永跃,新疆,吐鲁番,鄯善县人民医院,内科,心血管内科,副主任医师,,2.7,7,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"6,971次",0篇,7位,7位,7位,,,
曹向阳,新疆,吐鲁番,鄯善县人民医院,内科,心血管内科,主任医师,,2.8,36,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"12,945次",0篇,36位,36位,36位,,,
朱有乐,新疆,吐鲁番,鄯善县人民医院,外科,外科,副主任医师,,2.5,,,,,,,,,,
赵东,新疆,吐鲁番,鄯善县人民医院,外科,外科,副主任医师,,2.5,,,,,,,,,,
刘小平,新疆,吐鲁番,鄯善县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
马静,新疆,吐鲁番,鄯善县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
刘建萍,新疆,吐鲁番,鄯善县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
孔陈苏,新疆,吐鲁番,鄯善县人民医院,妇儿,儿科,副主任医师,,2.5,,,,,,,,,,
时珍,新疆,吐鲁番,鄯善县人民医院,妇儿,儿科,副主任医师,,2.5,,,,,,,,,,
吕军,新疆,吐鲁番,鄯善县人民医院,其他,超声科,主任医师,,2.5,,,,,,,,,,
闻秀英,新疆,吐鲁番,鄯善县人民医院,其他,超声科,副主任医师,,2.5,,,,,,,,,,
谷芳,新疆,吐鲁番,鄯善县人民医院,其他,超声科,副主任医师,,2.5,,,,,,,,,,
郝俊凤,新疆,吐鲁番,鄯善县人民医院,其他,中医科,主任医师,,2.7,,,,,,,,,,
赵玉玮,新疆,吐鲁番,鄯善县人民医院,其他,中医科,副主任医师,,2.7,,,,,,,,,,
周俊,新疆,吐鲁番,鄯善县人民医院,其他,眼科,副主任医师,副教授,3.2,149,上睑下垂、双眼皮、开眼角、眼袋、睑内翻倒睫、睑外翻、眼睑退缩、眼部肿瘤切除及眼睑缺损、畸形修复等眼综合整形，眼睑及面肌痉挛等的肉毒素治疗，眶周微整形等。,"66,506次",10篇,149位,91位,100位,,,
车建强,新疆,吐鲁番,鄯善县人民医院,其他,检验科,副主任技师,,2.4,,,,,,,,,,
买买提·吾斯曼,新疆,吐鲁番,鄯善县人民医院,其他,放射科,副主任医师,,2.7,,,,,,,,,,
张建刚,新疆,吐鲁番,鄯善县人民医院,其他,麻醉科,副主任医师,,2.5,,,,,,,,,,
何剑,新疆,吐鲁番,鄯善县人民医院,其他,重症医学科,副主任医师,副教授,2.5,,冠心病，高血压,"11,232次",0篇,0位,0位,0位,,,
鄢金枝,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,副主任医师,,2.7,1,普通内科常见疾病的诊治，如高血压，消化系统疾病，糖尿病等,"5,324次",0篇,1位,0位,0位,,,
唐英,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,副主任医师,,2.7,,普通内科常见疾病的诊治，如胃及十二指肠溃疡，消化不良，腹泻，糖尿病，甲亢甲减等疾病的诊治,"4,520次",0篇,0位,0位,0位,,,
杨宝平,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,主治医师,,2.7,,糖尿病，甲亢甲减，骨质疏松，慢阻肺，哮喘等疾病的诊治,"3,814次",0篇,0位,0位,0位,,,
仝斌,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,主治医师,,2.7,,普通内科常见疾病的诊治，如胃及十二指肠溃疡，消化不良，腹泻，糖尿病，甲亢甲减等疾病的诊治,"4,801次",0篇,0位,0位,0位,,,
买尼阿洪·吐尔逊,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,主治医师,,2.7,1,普通内科常见疾病的诊治，以及对于神经官能症，神经症，各种精神障碍等疾病的诊治亦有丰富的临床经验，国家中级心理咨询师。,"7,034次",0篇,1位,0位,0位,,,
郑克齐,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,主治医师,,2.7,,普通内科常见疾病的诊治，如高血压，高血脂，冠心病，糖尿病等,"4,691次",0篇,0位,0位,0位,,,
李彩琴,新疆,吐鲁番,托克逊县人民医院,内科,普通内科,主治医师,,2.4,,普通内科常见疾病的诊治,"4,431次",0篇,0位,0位,0位,,,
宋燕,新疆,吐鲁番,托克逊县人民医院,内科,心血管内科,主任医师,,2.8,9,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"9,946次",0篇,9位,9位,9位,,,
尹红霞,新疆,吐鲁番,托克逊县人民医院,内科,心血管内科,副主任医师,,2.7,28,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,,1篇,28位,0位,0位,,,
阿衣先木,新疆,吐鲁番,托克逊县人民医院,内科,心血管内科,主治医师,,2.7,,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,,0篇,0位,0位,0位,,,
祖木热提古丽·尼亚孜,新疆,吐鲁番,托克逊县人民医院,内科,心血管内科,主治医师,,2.7,,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"4,419次",0篇,0位,0位,0位,,,
米热古丽·艾山,新疆,吐鲁番,托克逊县人民医院,内科,血透中心,主治医师,,2.7,1,急慢性肾病的诊治，以及血液净化等,"4,797次",0篇,1位,1位,1位,,,
甘兴旺,新疆,吐鲁番,托克逊县人民医院,内科,急诊科,主治医师,,2.7,38,心脑血管疾病，如心衰，脑梗死等，脓毒血症，中毒，败血症等急危重症的诊治,"6,900次",0篇,38位,0位,0位,,,
张玉芳,新疆,吐鲁番,托克逊县人民医院,内科,慢性疾病门诊,主治医师,,2.5,1,普通内科常见疾病的诊治，如心脑血管疾病，糖尿病，高血压，心衰，高血脂等,"5,239次",0篇,1位,1位,1位,,,
张云强,新疆,吐鲁番,托克逊县人民医院,外科,神经外科,副主任医师,,2.9,12,重度颅脑损伤和脑出血危重患者的抢救，脑脊髓肿瘤的显微外科手术；脑血管病治疗；脑胶质瘤的综合治疗。神经内镜治疗脑积水，颅内感染，小儿神经外科。,"20,581次",19篇,12位,2位,2位,,,
甘兴旺,新疆,吐鲁番,托克逊县人民医院,其他,重症医学科,主治医师,,2.7,38,心脑血管疾病，如心衰，脑梗死等，脓毒血症，中毒，败血症等急危重症的诊治,"6,901次",0篇,38位,0位,0位,,,
任礼麒,新疆,吐鲁番,托克逊县人民医院,其他,重症医学科,住院医师,,2.6,,急诊，重症，危重病人,"6,023次",0篇,0位,0位,0位,,,
郭正慧,新疆,吐鲁番,托克逊县人民医院,其他,医学影像科,住院医师,,2.5,5,医学影像诊断,"3,429次",0篇,5位,0位,0位,,,
杨鑫森,新疆,吐鲁番,吐鲁番市高昌区人民医院,内科,呼吸科,副主任医师,,2.9,,慢阻肺性加重、哮喘等常见病、多发病,"5,253次",0篇,0位,0位,0位,,,
陈世洪,新疆,吐鲁番,吐鲁番市高昌区人民医院,内科,消化内科,主任医师,,2.7,,消化道异物取除术、食管癌经胃镜直视下支架置入术、消化道出血的内窥镜电凝止血、APC（氩离子血浆凝固术）治疗、经内镜下粘膜切除术、经鼻空肠管置入术、经皮胃镜下消化道造瘘术、经上下内窥镜消化道肿瘤切除术等,"5,290次",0篇,0位,0位,0位,,,
张恒梅,新疆,吐鲁番,吐鲁番市高昌区人民医院,妇儿,儿科,主任医师,,2.5,7,呼吸系统疾病、消化系统疾病,"13,071次",0篇,7位,5位,5位,,,
吴振,新疆,吐鲁番,吐鲁番市高昌区人民医院,其他,耳鼻喉,主治医师,,2.7,3,眩晕，耳鸣，慢性鼻-鼻窦炎，鼻中隔偏曲，小儿鼾症等常见疾病的诊治。,"11,960次",0篇,3位,3位,3位,,,
阿迪力江·外力,新疆,吐鲁番,吐鲁番市高昌区人民医院,其他,放射科,住院医师,,2.8,,"骨关节创伤MRI诊断
腹部影像诊断
MRI，CT，DR常见疾病影像诊断","1,358次",0篇,0位,0位,0位,,,
李强,新疆,吐鲁番,吐鲁番市人民医院,外科,脊柱外科,主任医师,副教授,3.2,385,腰椎间盘突出症、腰椎管狭窄症、腰椎滑脱、颈椎病、脊椎结核、脊柱脊髓肿瘤，畸形，创伤的治疗,,32篇,385位,11位,11位,,,
欧阳佳,新疆,吐鲁番,吐鲁番市人民医院,外科,神经医学科,主治医师,,2.8,12,各型脑外伤，复合型颅脑损伤，硬膜外血肿，硬膜下血肿，脑挫裂伤，及脑出血，蛛网膜下腔出血，硬膜下血肿，脑积水，急性缺血性脑卒中等疾病诊治。,"13,844次",7篇,12位,5位,6位,,,
吴永军,新疆,吐鲁番,吐鲁番市人民医院,妇儿,儿科,主治医师,,2.8,338,儿童肺炎的诊断治疗，慢性咳嗽，发热及出疹性疾病的鉴别，儿童腹泻的诊断及治疗。,"61,816次",6篇,338位,0位,0位,,,
热孜万古丽·买买提,新疆,吐鲁番,鄯善县维吾尔医医院,内科,内科,副主任医师,,2.7,,心血管疾病，糖尿病,"3,959次",0篇,0位,0位,0位,,,
