姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
杨丽,新疆,喀什,喀什地区第一人民医院,内科,急救中心,,,2.8,,呼吸、心血管、急救，内科各系统危、重症疾病的诊断和抢救,,,,,,,,
姑丽仙.热依木,新疆,喀什,喀什地区第一人民医院,内科,肾病科,主治医师,,2.8,,治疗、急、慢性肾小球肾炎、急进性肾小球肾炎、IgA肾病，隐匿性肾小球肾炎，肾病综合症，急性间质性肾炎、系统性红斑狼疮过敏性紫癜性肾炎，糖尿病肾病、高血压肾病、肝肾综合症，妊娠合并肾炎，痛风等。急、慢性肾功能衰竭、尿毒症、急性中毒(药物、农药、酒精等)的血液透析治疗,,,,,,,,
阿布力克木.阿不都热西提,新疆,喀什,喀什地区第一人民医院,外科,骨科,主治医师,,2.9,,四肢创伤，脊柱外科，人工关节置换，骨病、儿麻后遗症矫治，先天性畸形的矫治,,,,,,,,
宋国斌,新疆,喀什,喀什地区第一人民医院,外科,骨科,主任医师,,2.9,,普外科、骨科的四肢创伤，显微外科、人工关节置换脊柱外科、骨病、先天性畸形的矫治，儿麻后遗症的手术矫治，异体骨关节移植等,,,,,,,,
单平联,新疆,喀什,喀什地区第一人民医院,外科,骨科,主治医师,,2.8,,创伤骨科、显微外科、关节镜诊治小儿骨科,,,,,,,,
李建,新疆,喀什,喀什地区第一人民医院,外科,骨科,,,2.8,,,,,,,,,,
木太力莆,新疆,喀什,喀什地区第一人民医院,外科,骨科,,,2.8,,,,,,,,,,
唐军伟,新疆,喀什,喀什地区第一人民医院,外科,脊柱外科,副主任医师,,3.0,5,擅长脊柱创伤、退变、感染、肿瘤、畸形等疾病的诊断及手术治疗；以及四肢骨折创伤的治疗。技术特长：椎间孔镜手术，椎间盘镜手术，各种通道下小切口微创手术治疗；骨质疏松症的治疗；脊柱结核的治疗；脊柱肿瘤的治疗；脊柱畸形的治疗。,"7,048次",0篇,5位,4位,5位,,,
麦合木提江·穆海麦提,新疆,喀什,喀什地区第一人民医院,外科,脊柱外科,主治医师,,3.0,50,颈椎病、腰椎间盘突出症、骨质疏松症、棍点理筋正骨手法治疗颈肩痛及腰腿痛、脊柱创伤、脊柱侧弯,"9,127次",0篇,50位,9位,9位,,,
艾孜孜江·买买塔吾拉,新疆,喀什,喀什地区第一人民医院,外科,脊柱外科,主治医师,,2.8,,,"2,331次",0篇,0位,0位,0位,,,
地力夏提玉买尔,新疆,喀什,喀什地区第一人民医院,外科,泌尿外科,副主任医师,,2.9,,前列腺电切术，膀胱癌全膀胱切除术加回肠代膀胱及尿流改良术，尿路结石，泌尿外科疾病,,,,,,,,
艾尔肯,新疆,喀什,喀什地区第一人民医院,外科,泌尿外科,,,2.8,,,,,,,,,,
玉麦尔江·艾沙,新疆,喀什,喀什地区第一人民医院,外科,泌尿外科,主治医师,讲师,2.7,7,泌尿系结石微创及无创治疗、泌尿系畸形矫正、前列腺增生经尿道电切、泌尿系肿瘤诊治,"28,825次",0篇,7位,2位,2位,,,
米尔艾则孜·买茹甫,新疆,喀什,喀什地区第一人民医院,外科,普外科,主治医师,,2.8,112,内痔，外痔，混合痔，肛裂，肛周脓肿，肛瘘，结肠癌，结肠息肉，直肠癌，直肠息肉，消化道穿孔，肠梗阻等各种胃肠道疾病,"122,407次",9篇,112位,38位,39位,,,
阿布都伟力,新疆,喀什,喀什地区第一人民医院,外科,普外科,主治医师,,2.8,10,腹痛待诊，肝胆疾病，胃结直肠疾病，肛肠疾病,"32,762次",1篇,10位,1位,1位,,,
牙克甫江,新疆,喀什,喀什地区第一人民医院,外科,普外科,住院医师,,2.7,3,胃肠疾病的治疗,"45,061次",0篇,3位,0位,0位,,,
阿不都克尤木,新疆,喀什,喀什地区第一人民医院,外科,心胸外科,,,2.8,,各段食管癌根治术，肺叶切除术，肺包虫内囊摘除术，全胃切除术，全结肠切除术，直肠癌根治术，甲状腺全切除术，乳腺癌根治术，各类乳腺良性治病的诊断和治疗，各种复杂胸腹部外伤的诊断和处理，各类复杂(腹壁和腹股沟疝)疝手术及应用补片的适应症，烧伤病人的诊断和处理，胸外、普外科常见病的手术,,,,,,,,
安尼瓦尔.买买提,新疆,喀什,喀什地区第一人民医院,外科,心胸外科,,,2.8,,各段食管癌根治术，肺叶切除术，肺包虫内囊摘除术，全胃切除术，全结肠切除术，直肠癌根治术，甲状腺全切除术，乳腺癌根治术，各类乳腺良性治病的诊断和治疗，各种复杂胸腹部外伤的诊断和处理，各类复杂（腹壁和腹股沟疝）疝手术及应用补片的适应症,,,,,,,,
赵无桥,新疆,喀什,喀什地区第一人民医院,外科,心胸外科,,,2.8,,,,,,,,,,
艾海提,新疆,喀什,喀什地区第一人民医院,外科,肝胆外科,,,2.7,,,,,,,,,,
林洋,新疆,喀什,喀什地区第一人民医院,外科,肝胆外科,,,2.7,,,,,,,,,,
买买吐尔松,新疆,喀什,喀什地区第一人民医院,外科,肝胆外科,,,2.7,,,,,,,,,,
米吉提.沙克,新疆,喀什,喀什地区第一人民医院,外科,神经外科,主任医师,,3.0,,颅内血肿清除术，颅内血肿、脓肿微创穿刺引流术，颅内肿瘤切除术，顽固性癫痫的手术及各种神经外科常见手术等,,,,,,,,
买买提艾力,新疆,喀什,喀什地区第一人民医院,外科,神经外科,主治医师,,2.8,,颅脑肿瘤、外伤，功能性疾病,"7,181次",0篇,0位,0位,0位,,,
阿斯亚·麦麦吐逊,新疆,喀什,喀什地区第一人民医院,外科,乳腺外科,主治医师,,2.9,,乳腺肿瘤的治疗,"7,872次",0篇,0位,0位,0位,,,
田辉莲,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,主治医师,,2.8,22,小儿肺炎哮喘。,"10,448次",0篇,22位,22位,22位,,,
胡西旦,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,,,2.7,,,,,,,,,,
孟桂萍,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,,,2.7,,,,,,,,,,
热夏提达吾提,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,,,2.7,,小儿各种常见病、小儿肾脏疾病、小儿血液病及结缔组织病,,,,,,,,
艾克帕尔江·艾尼瓦尔,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,住院医师,,2.7,3,儿内科疾病的诊治，特别是儿童神经系统，小儿呼吸系统，小儿消化系统等疾病的诊断和治疗。如小儿肺炎，哮喘，小儿变态反应性鼻炎，咳嗽，惊厥，脑炎，脑膜炎，腹泻，营养不良等。,"3,133次",0篇,3位,0位,0位,,,
布伟麦尔也木,新疆,喀什,喀什地区第一人民医院,妇儿,儿科,主治医师,,2.5,7,小儿内科常见病,"23,242次",0篇,7位,0位,2位,,,
盛娟,新疆,喀什,喀什地区第一人民医院,妇儿,产科,副主任医师,,2.9,52,擅长胎儿医学/产前诊断领域的临床工作，包括孕前产前遗传咨询及常见胎儿宫内疾病（胎儿出生缺陷、双胎/多胎妊娠胎儿并发症、胎儿宫内生长受限）的产前筛查及诊断。,"11,111次",0篇,52位,2位,2位,,,
米那瓦尔.买买提,新疆,喀什,喀什地区第一人民医院,妇儿,产科,,,2.8,,各种妊娠并发症的诊断及治疗，异常分娩的产妇及新生尔的抢救及处理，产后并发症的治疗,,,,,,,,
塔西莆拉提,新疆,喀什,喀什地区第一人民医院,妇儿,新生儿科,,,2.7,,,,,,,,,,
赛丁·艾则孜,新疆,喀什,喀什地区第一人民医院,妇儿,小儿重症监护室(PICU),主治医师,,2.8,1,擅长小儿呼吸系统疾病的诊断及治疗，支气管镜术，包括气管支气管异物的取出等,"2,518次",0篇,1位,0位,0位,,,
梅尼沙,新疆,喀什,喀什地区第一人民医院,妇儿,妇科,,,2.8,,,,,,,,,,
马云成,新疆,喀什,喀什地区第一人民医院,其他,眼科,副主任医师,,3.0,12,白内障、青光眼、眼外伤等,"7,707次",0篇,12位,0位,0位,,,
曹淑娟,新疆,喀什,喀什地区第一人民医院,其他,眼科,副主任医师,,3.0,,眼整形（眼周年轻化治疗、泪道疾病微创治疗、眼外伤诊治）,44次,1篇,0位,0位,0位,,,
蒋红文,新疆,喀什,喀什地区第一人民医院,其他,眼科,主任医师,,2.9,2,,22次,0篇,2位,2位,2位,,,
丁汝新,新疆,喀什,喀什地区第一人民医院,其他,眼科,副主任医师,,2.9,,,,,,,,,,
艾则孜,新疆,喀什,喀什地区第一人民医院,其他,眼科,,,2.8,,,,,,,,,,
戴国朝,新疆,喀什,喀什地区第一人民医院,其他,医技科室,,,2.7,,,,,,,,,,
杜希丽,新疆,喀什,喀什地区第一人民医院,其他,医技科室,,,2.7,,,,,,,,,,
郑田玲,新疆,喀什,喀什地区第一人民医院,其他,医技科室,,,2.7,,,,,,,,,,
朱建辉,新疆,喀什,喀什地区第一人民医院,其他,医技科室,,,2.7,,,,,,,,,,
吐尔洪江·阿西热江,新疆,喀什,喀什地区第一人民医院,其他,皮肤科,主治医师,,3.7,761,"皮炎湿疹，白癜风，银屑病，痤疮，面部过敏性疾病，带状疱疹及梅毒等性病；
良恶性皮肤肿物的手术治疗！","71,566次",20篇,761位,648位,651位,3,625例,508例
柯吴坚,新疆,喀什,喀什地区第一人民医院,其他,皮肤科,副主任医师,,3.5,7560,难治性复发性尖锐湿疣、痤疮、荨麻疹、湿疹皮炎、疑难梅毒、复发性顽固性生殖器疱疹、淋病、非淋菌性尿道炎、支原体感染、衣原体感染、高危性行为评估、性病伴HIV感染、男男性行为导致的性病等。,"4,903,551次",113篇,7560位,3527位,3738位,2,3583例,3141例
姑再丽努尔·努尔麦麦提,新疆,喀什,喀什地区第一人民医院,其他,皮肤科,住院医师,,3.1,,皮肤常见病，如痤疮、过敏性疾病、变态反应性疾病,"6,325次",0篇,0位,0位,0位,,,
蔡静芬,新疆,喀什,喀什地区第一人民医院,其他,中医科,,,3.0,,针灸治疗脑血管疾病后遗症，脑瘫，面神经麻痹，肩、腰、腿痛、麻木等疾病方面疗效确切,,,,,,,,
库亚西,新疆,喀什,喀什地区第一人民医院,其他,中医科,,,3.0,,,,,,,,,,
熊振中,新疆,喀什,喀什地区第一人民医院,其他,口腔科,主任医师,,3.0,,口腔颌面部疑难重症,,,,,,,,
木尔提扎·木合塔尔,新疆,喀什,喀什地区第一人民医院,其他,口腔科,主治医师,,2.8,1,牙体缺损、牙列缺失、瓷贴面修复、嵌体修复、前牙美容修复等,"1,649次",0篇,1位,0位,0位,,,
杜北红,新疆,喀什,喀什地区第一人民医院,其他,耳鼻喉颌面外科,,,2.8,,,,,,,,,,
玛依拉吐地,新疆,喀什,喀什地区第一人民医院,其他,耳鼻喉颌面外科,,,2.8,,,,,,,,,,
吐逊克孜,新疆,喀什,喀什地区第一人民医院,其他,传染科,主任医师,,2.8,,传染病科疾病诊治,,,,,,,,
阿不力肯,新疆,喀什,喀什地区第一人民医院,其他,传染科,,,2.7,,,,,,,,,,
陈雷宁,新疆,喀什,喀什地区第一人民医院,其他,生殖中心,副主任医师,副教授,3.7,2208,不孕症、试管婴儿、习惯性流产、生殖超声医学、妇科内分泌疾病,"1,618,540次",5篇,2208位,837位,867位,,,
鲁爱国,新疆,喀什,喀什地区第一人民医院,其他,放射科,副主任医师,,3.1,,放射影像,,,,,,,,
安英,新疆,喀什,喀什地区第一人民医院,其他,干部病房,,,2.8,,心血管疾病的诊断和治疗，对内分泌疾病、呼吸系统疾病、脑血管疾病的诊治也具备较丰富的临床经验,,,,,,,,
李清蕊,新疆,喀什,喀什地区第一人民医院,其他,超声医学科,住院医师,,2.4,,颈部疾病，甲状腺疾病，乳腺疾病，淋巴结疾病，阴囊（睾丸，附睾，精索，鞘膜疾病），颈部斑块，产科，妇科（子宫，卵巢，输卵管疾病），肝囊肿，肝脓肿，肝血管瘤，脂肪肝，肝硬化，肝外伤，胆囊炎，胆结石，胰腺炎，胰腺囊肿，脾囊肿，脾血管瘤，脾外伤，肾积水，肾囊肿，肾结石，输尿管结石，膀胱结石，憇室，前列腺囊肿，结石等疾病,"10,267次",0篇,0位,0位,0位,,,
肖开提,新疆,喀什,喀什地区第一人民医院,其他,肿瘤外科,住院医师,,2.5,,胃癌、肝癌、胰腺癌、结直肠肿瘤,"12,583次",0篇,0位,0位,0位,,,
饶芳,新疆,喀什,喀什地区第二人民医院,内科,心内科,主任医师,,3.1,,急慢性心衰，冠心病，高血压，心律失常，心肌病，高血脂等内科常见疾病的诊治,"4,556次",0篇,0位,0位,0位,,,
程宽,新疆,喀什,喀什地区第二人民医院,内科,心内科,主治医师,讲师,3.5,7359,各种类型心律失常的射频消融：各种类型的心律失常，特别善长和偏爱复杂、或射频消融后复发的预激综合征、室上速的消融，室性早搏，室速，心房颤动。以及各类心脏病，心肌病的诊治。在心律失常的射频消融领域拥有扎实的理论基础和丰富的经验，阅读近20000多例射频消融手术过程，参予过近10000例射频消融手术，亲自主刀4000多例各种类型的射频消融手术，曾到多家医院会诊协助开展射频消融手术。,"9,242,675次",64篇,7359位,432位,482位,,,
木提白·吾拉木,新疆,喀什,喀什地区第二人民医院,内科,心内科,主任医师,,3.0,,各类型高血压的诊治,"5,543次",0篇,0位,0位,0位,,,
艾克木·阿布都热依木,新疆,喀什,喀什地区第二人民医院,内科,心内科,主任医师,,3.0,8,从事心血管内科临床工作30多年 对心血管内科急危重症 急性冠脉综合征 冠心病介入治疗 高血压病 心律失常 心衰诊治 领域有较扎实理论知识及丰富临床经验 学术上有一定的造诣,"6,708次",0篇,8位,4位,6位,,,
谢静,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.9,37,高血压，急慢性心衰，冠心病，心律失常，心肌病，高血脂等内科常见疾病的诊治,"22,353次",0篇,37位,33位,34位,,,
阿布力米提·加马力,新疆,喀什,喀什地区第二人民医院,内科,心内科,主任医师,,2.8,,心血管内科疾病各类常见病的诊疗，特别是冠心病、各种心律失常、高血压病及急慢性心功能不全等疾病的诊治方面有自己独特之处。,,,,,,,,
吾麦尔江·克力木,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.8,,冠脉造影及支架植入术，起搏器植入术。高血压、冠心病、急性心肌梗死、心肌病、心衰、心律失常、主动脉夹层等多种心血管疾病的处置和急危重病人的救治,,,,,,,,
米日班·玉素甫,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.8,,"心血管内科各类常见病诊疗,冠心病急危重疾病监护治疗。",,,,,,,,
布哈力其·尼亚孜,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.8,,心血管系统急，疑难，危重症如冠心病，急性心肌梗死，恶性高血压病，心衰，恶性心律失常治疗等疾病的诊疗技术。,,,,,,,,
艾尼瓦尔·祖农,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.8,,冠心病、急性冠脉综合征，急性心肌梗死，心源性休克，冠心病介入治疗，心脏瓣膜病，严重心律失常，高血压病，顽固性心力衰竭，心肌病，高脂血症等疾病的诊断及治疗。,,,,,,,,
阿力木江·阿布力米提,新疆,喀什,喀什地区第二人民医院,内科,心内科,副主任医师,,2.8,,"心血管内科各类常见病诊疗,冠心病介入治疗及缓慢性心律失常心脏起搏治疗,冠心病急危重疾病监护治疗。",,,,,,,,
吐地海尼木,新疆,喀什,喀什地区第二人民医院,内科,心内科,住院医师,,2.7,,心脏病,"6,301次",0篇,0位,0位,0位,,,
麦麦提依明·外斯丁,新疆,喀什,喀什地区第二人民医院,内科,神经内科,主任医师,,2.9,,神经内科常见病、多发病、急危重病及疑难杂病的诊断及处理，尤其在脑血管病、神经介入、帕金森氏病、多发性硬化、多系统萎缩、运动神经元病、重症肌无力、吉兰-巴雷综合征、癫痫、颅内感染性疾病、脱髓鞘疾病、肌炎、脊髓病、痴呆、睡眠障碍、头痛、头晕、焦虑、抑郁等神经症方面有深入研究。,,,,,,,,
茅翼亭,新疆,喀什,喀什地区第二人民医院,内科,神经内科,副主任医师,,3.7,768,脑血管病介入治疗（颈内动脉狭窄、椎动脉狭窄、大脑中动脉狭窄及锁骨下动脉狭窄等）,"309,160次",0篇,768位,252位,253位,,,
阿不都克尤木·亚生,新疆,喀什,喀什地区第二人民医院,内科,神经内科,主治医师,讲师,3.0,18,神经内科常见病、多发病（包括头痛、头晕、脑血管病、高血压病、高脂血症、老年痴呆、帕金森病、周围神经病、睡眠障碍、抑郁症等），尤其是擅长脑血管病内科标准化治疗和介入手术诊疗（包括全脑血管造影术，全脊髓血管造影术，急性脑梗死取栓血管再通术，颈动脉、椎-基底动脉、锁骨下动脉支架植入术，常见部位脑动脉瘤介入栓塞术等）。,"13,847次",19篇,18位,6位,6位,,,
马卫英,新疆,喀什,喀什地区第二人民医院,内科,神经内科,主任医师,,2.9,,,,,,,,,,
热西达木·麦麦提,新疆,喀什,喀什地区第二人民医院,内科,神经内科,副主任医师,,2.8,,诊治各种神经系统疾患，尤其擅长脑血管病、脑血管疾病规范化、个体化治疗临床路径、脑卒中危险因素分层管理。掌握“急性期脑梗塞静脉溶栓治疗”，中枢神经系统炎症、脱髓鞘疾病、癫痫、头痛、抑郁症等疾病的诊断和治疗，同时在神经系统疑难病症的诊治方面也有独特建树,,,,,,,,
李红梅,新疆,喀什,喀什地区第二人民医院,内科,神经内科,主治医师,,2.8,3,擅长头痛，头晕，脑血管病，认知功能障碍~痴呆，癫痫，睡眠障碍，心境障碍，帕金森病，周围神经病，各种脑炎，神经脱髓鞘疾病的神经内科常见病的诊治！,"3,244次",0篇,3位,0位,0位,,,
喀什地区第二人民医院神经内科团队,新疆,喀什,喀什地区第二人民医院,内科,神经内科,,,,,,,,,,,,,
艾尼·阿布都热依木,新疆,喀什,喀什地区第二人民医院,内科,消化内科,主任医师,,2.9,,消化系统临床疑难危重疾病的诊治,,,,,,,,
雪来提·艾孜木,新疆,喀什,喀什地区第二人民医院,内科,消化内科,副主任医师,,2.8,,消化道疾病的内镜诊断和内镜下微创治疗,,,,,,,,
热阳姑丽·阿巴白克力,新疆,喀什,喀什地区第二人民医院,内科,消化内科,副主任医师,,2.8,,胃肠病，炎症性肠病，功能性消化不良等疾病的诊治。,,,,,,,,
西热盼木·祖农,新疆,喀什,喀什地区第二人民医院,内科,消化内科,副主任医师,,2.8,,静脉曲张性消化道出血、病毒性肝炎、自身免疫性肝病、非酒精性脂肪性肝病、肝硬化、肝衰竭等疾病的诊断与治疗,,,,,,,,
哈斯也提·艾力,新疆,喀什,喀什地区第二人民医院,内科,消化内科,副主任医师,,2.8,,消化道大出血、消化性溃疡、炎症性肠病、胃肠息肉、急腹症、胃肠道早癌内镜诊断及治疗，并擅长消化内镜操作。,,,,,,,,
木尼拉·马哈德,新疆,喀什,喀什地区第二人民医院,内科,消化内科,副主任医师,,2.8,,肝病专业，尤其是病毒性肝炎的诊治、肝穿刺,,,,,,,,
王义霞,新疆,喀什,喀什地区第二人民医院,内科,血液内科,副主任医师,,2.9,,血液系统疾病的诊治,"1,808次",0篇,0位,0位,0位,,,
凯丽比努尔·麦麦提吐孙,新疆,喀什,喀什地区第二人民医院,内科,内分泌科,主治医师,,2.8,,,311次,0篇,0位,0位,0位,,,
阿布力克木·哈斯木,新疆,喀什,喀什地区第二人民医院,内科,呼吸科,主任医师,,3.1,,呼吸内科疑难杂症，特别是支气管哮喘的规培化治疗，有创，无创呼吸机的应用方面有特长。,,,,,,,,
西尔艾力牙生,新疆,喀什,喀什地区第二人民医院,外科,泌尿外科,主任医师,,2.9,,泌尿外科常见病，多发病特别是泌尿系结石，泌尿系感染，泌尿系肿瘤的诊治及微创治疗技术及男科不育症及慢性前列腺炎，性功能减退症的诊疗。,,,,,,,,
艾力亚尔·艾尼瓦尔,新疆,喀什,喀什地区第二人民医院,外科,泌尿外科,住院医师,,2.9,53,前列腺增生、肾结石、输尿管结石等泌尿外科常见疾病的诊治,"11,810次",0篇,53位,15位,16位,,,
玉散江·如则,新疆,喀什,喀什地区第二人民医院,外科,泌尿外科,住院医师,,2.8,10,擅长男科常见病诊疗，性功能障碍，阳痿，早泄，慢性前列腺炎，男性不育等诊疗,"4,147次",0篇,10位,0位,0位,,,
蒋逊,新疆,喀什,喀什地区第二人民医院,外科,普外科,副主任医师,讲师,3.3,44,胃癌，结直肠癌，胃肠道良性肿瘤微创手术及精准治疗，晚期胃肠道肿瘤肝、肺转移患者的综合治疗。便秘，慢性腹痛，肛周疾病等常见病多发病的治疗。,"127,644次",4篇,44位,9位,10位,,,
达吾尔·古力汗夏,新疆,喀什,喀什地区第二人民医院,外科,普外科,副主任医师,,2.8,,,,,,,,,,
阿力木江·阿布都热衣木,新疆,喀什,喀什地区第二人民医院,外科,普外科,副主任医师,,2.8,,,,,,,,,,
牟洪,新疆,喀什,喀什地区第二人民医院,外科,骨科,主任医师,,2.9,,,,,,,,,,
艾克白尔·米吉提,新疆,喀什,喀什地区第二人民医院,外科,骨科,主任医师,,2.9,,,,,,,,,,
吕会斌,新疆,喀什,喀什地区第二人民医院,外科,心胸外科,副主任医师,,2.8,,,,,,,,,,
周临军,新疆,喀什,喀什地区第二人民医院,外科,神经外科,副主任医师,,2.8,,,,,,,,,,
热依汗古丽·托乎提,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
帕提古·卡的尔,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
李焕灵,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
巴哈尔古丽.阿不来提,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
米娜瓦尔·艾则孜,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
古丽巴哈尔·肉孜,新疆,喀什,喀什地区第二人民医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
罗雅,新疆,喀什,喀什地区第二人民医院,妇儿,儿科,主任医师,,3.0,41,呼吸系统、神经系统、儿童生长发育、矮小症等儿内科疾病,,0篇,0位,12位,12位,,,
姑丽拜海仁木·尼加提江,新疆,喀什,喀什地区第二人民医院,妇儿,儿科,副主任医师,,2.8,,儿科疑难杂症及危重病人的抢救工作，如重症肺炎合并心衰、呼衰、小儿惊厥的鉴别诊断、DIC、感染性休克、中毒型痢疾、各类中毒、脑膜炎、各种危重疾病引起呼衰的机械通气治疗。,,,,,,,,
张悦,新疆,喀什,喀什地区第二人民医院,妇儿,儿科,主治医师,,2.8,,,336次,0篇,0位,0位,0位,,,
米尔沙力江·吾不力,新疆,喀什,喀什地区第二人民医院,其他,眼科,主任医师,,2.9,,,,,,,,,,
吐尔洪江·麦麦提,新疆,喀什,喀什地区第二人民医院,其他,眼科,主任医师,,2.9,,,,,,,,,,
古扎丽努尔·吐拉克,新疆,喀什,喀什地区第二人民医院,其他,眼科,副主任医师,,2.9,,小儿斜弱视、泪器疾病和眼整形，在本地区小儿斜弱视疾病的诊治方面具备很高的专业水准。,,,,,,,,
卡米力·努尔,新疆,喀什,喀什地区第二人民医院,其他,眼科,副主任医师,,2.9,,白内障、眼底病；在本地区白内障、眼底外科疾病的诊治方面具备较高的专业水准。,,,,,,,,
买买提吐尔逊·艾麦提,新疆,喀什,喀什地区第二人民医院,其他,中医科,主任医师,,3.1,,中晚期肿瘤的中西医结合诊治及中医内科疑难杂症、慢性病康复的诊治;中医科中晚期肿瘤、中医内科疑难杂症、慢性病康复等疾病的诊治。,,,,,,,,
李海,新疆,喀什,喀什地区第二人民医院,其他,中医科,副主任医师,,3.0,,神经系统伤病、骨关节疾病、老年疾病的的康复治疗技术，同时对中医内科杂病及肿瘤的化疗等疾病有较深入的见解，临床上能够熟练运用运动疗法、作业疗法及中国传统的康复疗法很好的解决脑血管疾病康复、颅脑损伤康复、周围神经疾病康复、颈肩腰腿痛病康复。并能进行成人言语矫治。,,,,,,,,
阿地力江·依米提,新疆,喀什,喀什地区第二人民医院,其他,口腔科,主治医师,助教,2.9,4,牙槽外科 种植牙 口腔修复,"10,337次",0篇,4位,0位,0位,,,
盖书勤,新疆,喀什,喀什地区第二人民医院,其他,口腔科,副主任医师,,2.9,,科学补牙；无痛拔牙；镶牙方式多样，即隐性活动义齿、烤瓷固定义齿、种植牙和全口假牙；对口腔黏膜疾病的独特治疗；对颌面部肿瘤和颌骨骨折的诊治等。,,,,,,,,
任建海,新疆,喀什,喀什地区第二人民医院,其他,疼痛科,副主任医师,,2.9,,颈、腰、腿疼痛，带状疱疹；三叉神经痛；偏头痛。主攻：颈椎病、腰间盘突出。,,,,,,,,
刘韦伟,新疆,喀什,喀什地区第二人民医院,其他,病理科,主治医师,,2.8,,病理诊断,"5,179次",0篇,0位,0位,0位,,,
再依努尔·卡的尔,新疆,喀什,喀什地区第二人民医院,其他,针灸科,主任医师,,3.2,,神经系统疾病，妇科（炎症及不孕）疾病，外科术后（感染、梗阻与粘连）康复，骨与关节（颈腰椎病、关节炎、肩周炎），精神疾病（癔病、焦虑症、抑郁症、更年期诸症）的针灸治疗,,,,,,,,
王虎林,新疆,喀什,喀什地区第二人民医院,其他,功能检查科,主任医师,,2.9,,,,,,,,,,
张志飞,新疆,喀什,喀什地区第二人民医院,其他,耳鼻咽喉-头颈外科,副主任医师,,2.8,,,,,,,,,,
古丽巴哈尔.阿木提,新疆,喀什,喀什地区第二人民医院,其他,皮肤科,主任医师,,3.2,,,,,,,,,,
