姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
吕晓红,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,教授,3.5,,脑血管疾病、脱髓鞘疾病、脑膜炎、神经症等。特别是对蛛网膜下腔出血、进展性缺血卒中、脑动脉硬化等疾病有较多的研究,,,,,,,,
陈嘉峰,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,教授,3.5,,脑血管病，慢性酒精中毒神经系统疾病、神经症等,,,,,,,,
金涛,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,1,神经内科常见病、多发病的诊治,"11,812次",0篇,1位,1位,1位,,,
祝捷,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,教授,3.5,,,,,,,,,,
王赞,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,1,癫痫及睡眠疾病的治疗,"38,811次",0篇,1位,1位,1位,,,
白晶,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,教授,3.5,,神经内科常见病及多发病的诊治，尤其擅长帕金森病及运动障碍性疾病的基础研究、诊断及治疗,,,,,,,,
于雪凡,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,,脑血管病神经肌肉与周围神经病诊治,,,,,,,,
董铭,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,,脑血管病诊治及抢救工作,,,,,,,,
房绍宽,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,,脑血管病血管内介入治疗,,,,,,,,
刘晶瑶,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,,脑血管病的诊治,,,,,,,,
杨宇,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,副教授,3.5,,老年痴呆、脑萎缩及脑血管病的诊治,,,,,,,,
丁箭,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,副教授,3.4,,神经病学、脑血管病、周围神经病、神经病理学,,,,,,,,
邓方,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,副教授,3.4,,脑血管病的诊断,,,,,,,,
张颖,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,,3.4,,脑血管病及神经系统变性疾病的诊治,,,,,,,,
吕玉丹,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,,3.4,,脑电图判定及癫痫诊治，对发作性疾病有一定的诊治经验,,,,,,,,
靳航,吉林,长春,吉林大学第一医院,内科,神经内科,主任医师,,3.4,,脑血管病，擅长脑血管相关疾病的诊治,,,,,,,,
邢英琦,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,中毒性周围神经肌病的肌肉病理研究以及缺血性脑血管病的超声研究,,,,,,,,
孙欣,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,神经系统常见病、多发病的诊治,,,,,,,,
邓晖,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,16,神经系统自身免疫性疾病（重症肌无力，多发性硬化，格林-巴利综合征等）及脑血管病的诊治。,"71,366次",0篇,16位,0位,0位,,,
张洪亮,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,副教授,3.4,36,脑血管病、痴呆、癫痫、神经免疫病、炎症,"127,409次",2篇,36位,0位,0位,,,
张仁生,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,副教授,3.4,,脑血管病、脊髓病、中枢神经系统感染性疾病等方面的诊断及治疗,,,,,,,,
张海宁,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,脑血管病的诊断及治疗,,,,,,,,
郑翔宇,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,神经内科常见病、多发病的诊断、治疗及抢救,,,,,,,,
苗晶,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,,,,,,,,,
赵阳,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,,,,,,,,,
朱明勤,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.4,,,,,,,,,,
曹杰,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,呼吸机及各种危重症的诊治工作。,,,,,,,,
叶玉琴,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,神经电生理等方面研究及相关疾病的治疗，如脑干听觉诱发电位对前庭系统性眩晕的诊断价值、Isaacs综合征的临床分析及糖尿病周围神经病的实验性研究等,,,,,,,,
高吉国,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,脑血管病、中枢神经系统感染性疾病等方面的诊断及治疗,,,,,,,,
石明超,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,脑梗死、脑出血等脑血管病,,,,,,,,
李超,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,缺血性脑血管病的介入治疗,,,,,,,,
吴秀娟,吉林,长春,吉林大学第一医院,内科,神经内科,主治医师,,3.3,,,,,,,,,,
郭珍妮,吉林,长春,吉林大学第一医院,内科,神经内科,副主任医师,,3.2,,,,,,,,,,
王旭,吉林,长春,吉林大学第一医院,内科,神经内科,住院医师,,3.2,,神经内科常见病、多发病的诊断、治疗及抢救工作,,,,,,,,
孙晴晴,吉林,长春,吉林大学第一医院,内科,神经内科,住院医师,,3.1,,神经内科常见病,"6,059次",0篇,0位,0位,0位,,,
赵连喜,吉林,长春,吉林大学第一医院,内科,神经内科,住院医师,,3.1,8,专长肌电图,"4,398次",0篇,8位,0位,0位,,,
程莹莹,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
李光健,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
申平平,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
王超,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
罗天飞,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
鞠维娜,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
刘畅,吉林,长春,吉林大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
侯帅,吉林,长春,吉林大学第一医院,内科,神经内科,,,2.7,,,,,,,,,,
李薇,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.5,,血液系统常见病以及疑难病的诊断治疗方面积累了丰富的临床经验,,,,,,,,
刘秋菊,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,4.1,187,擅长恶性血液病包括白血病、淋巴瘤、骨髓瘤系统诊治；精通各类贫血及血小板减少性疾病的诊治。,"99,771次",6篇,187位,29位,29位,,,
靳凤艳,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,4.1,146,浆细胞疾病如多发性骨髓瘤、淀粉样变和恶性淋巴瘤的临床诊治及其转化性研究,"30,327次",0篇,146位,112位,112位,,,
白鸥,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.6,39,熟练掌握血液系统疾病常规诊断及治疗，专业负责淋巴瘤、骨髓瘤等淋巴系统恶性疾病临床诊断与治疗。,"7,119次",0篇,39位,9位,9位,,,
杨艳萍,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,副教授,3.5,20,贫血，白血病，多发性骨髓瘤，淋巴瘤,"9,298次",0篇,20位,6位,6位,,,
宋艳秋,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.5,,对白血病、淋巴瘤、多发性骨髓瘤等造血系统肿瘤以及乳腺癌、肺癌、胃肠道肿瘤等实体肿瘤的诊治均有丰富的临床经验,,,,,,,,
王冠军,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.5,,血液病和实体肿瘤的临床诊断和治疗,,,,,,,,
崔久嵬,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.5,,血液病及实体肿瘤内科综合治疗，尤其肿瘤细胞生物治疗，多发性骨髓及慢性粒细胞白血病的诊治,,,,,,,,
高素君,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.5,,各种血液病及实体肿瘤的诊断及治疗，尤其是造血干细胞移植、白血病的治疗及肺癌的综合治疗,,,,,,,,
杨岩,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.4,53,良性血液病学【再生障碍性贫血，阵发性睡眠性血红蛋白尿（PNH），各种全血细胞减少（包括IRP/IRH、ITP）及增多性疾病，骨髓增生异常综合征（MDS）】的临床研究,"60,210次",0篇,53位,0位,1位,,,
马克威,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.4,,肺部肿瘤的内科治疗及综合治疗,,,,,,,,
姚程,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.4,,各系统恶性肿瘤综合治疗，尤其对胃肠道肿瘤的内科治疗具有丰富的临床和科研经验,,,,,,,,
赵恒军,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.4,,应用多弹头射频技术治疗肝癌、肺癌,,,,,,,,
林海,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,副教授,3.4,,血液病的诊治，骨髓增生异常综合征、骨髓增殖性肿瘤的诊治,,,,,,,,
谭业辉,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,副教授,3.4,,血液病尤其是白血病的诊治；造血干细胞移植,,,,,,,,
孙京男,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,,3.3,36,白血病、淋巴瘤、骨髓瘤及造血干细胞移植,"47,514次",0篇,36位,0位,0位,,,
陈晓,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,副教授,3.3,,血液系统常见病、多发病的诊断和治疗；肺癌的内科综合治疗,,,,,,,,
王畅,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,副教授,3.3,,消化道系统肿瘤 胃癌肠癌 食管 胰腺 胆道等疾病诊治,"13,919次",0篇,0位,0位,0位,,,
易永林,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,教授,3.3,,各种疑难血液病、风湿类疾病的诊治和危重病人的救治，特别对白血病、淋巴瘤、风湿类疾病的诊治有深入的研究,,,,,,,,
顾莲芝,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,副教授,3.3,,血小板减少、血友病等出血性疾病；营养性贫血、溶血性贫血、再生障碍性贫血、骨髓增生异常综合症等血细胞减少性疾病；真性红细胞增多症、骨髓纤维化、血小板增多症、嗜酸细胞增多症、慢性粒细胞白血病等骨髓增殖性肿瘤的诊断和治疗。,,,,,,,,
刘春水,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,,3.3,7,首先是慢性粒细胞白血病，其次是淋巴瘤、骨髓瘤，和血小板减少性疾病。,"5,417次",0篇,7位,0位,0位,,,
杨雷,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主任医师,副教授,3.3,,血液病及实体肿瘤的诊断及内科治疗,,,,,,,,
樊红琼,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,,3.2,,各种常见的良性血液病的诊断与治疗,,,,,,,,
石秀敏,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,,3.2,,各类白血病、肺癌的诊断及治疗,,,,,,,,
刘晓亮,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,3.2,,造血干细胞移植,,,,,,,,
梁新悦,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,副主任医师,,3.1,,再生障碍性贫血，骨髓增生异常综合征等血细胞减少性疾病,,,,,,,,
王轶卓,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,3.1,,"胃肠道肿瘤的诊断及治疗,掌握各种常见的良性血液病的诊断及治疗",,,,,,,,
赵杨祉,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,3.1,,常见恶性血液病的诊断与治疗,"1,301次",0篇,0位,0位,0位,,,
喻萍,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,3.1,,常见的血液病的诊断及治疗及胃肠道肿瘤的诊断及治疗,,,,,,,,
李昱瑛,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,3.1,,常见的血液病的诊断及治疗及胃肠道肿瘤的诊断及治疗,,,,,,,,
杜雅哲,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.9,,血液系统常见病、多发病的诊断和治疗,"5,481次",0篇,0位,0位,0位,,,
李佳,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,讲师,2.9,11,淋巴瘤诊断及治疗,"17,172次",0篇,11位,1位,1位,,,
国巍,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,主治医师,,2.8,,白血病、淋巴瘤、骨髓瘤及常见血液系统疾病的诊治,"1,105次",0篇,0位,0位,0位,,,
苏龙,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.8,,治疗各种血液系统良恶性疾病,,,,,,,,
戴伊奇,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.8,,,"1,354次",0篇,0位,0位,0位,,,
王聪,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,良性血液病的治疗,,,,,,,,
王兴彤,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,淋巴瘤、骨髓瘤,,,,,,,,
刘宇,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,常见恶性血液病的诊断与治疗,,,,,,,,
陈耐飞,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,常见恶性血液病的诊断与治疗,,,,,,,,
刘杉珊,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,血液病的诊断及治疗及胃肠道肿瘤的诊断及治疗,,,,,,,,
唐杨,吉林,长春,吉林大学第一医院,内科,肿瘤中心血液科,住院医师,,2.7,,白血病、淋巴瘤、骨髓瘤及常见血液系统疾病的诊治,,,,,,,,
牛俊奇,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.5,,对各型病毒性肝炎、肝硬化、酒精性肝病、自身免疫性肝病及传染病的诊断、治疗具有丰富的经验,"53,982次",0篇,0位,0位,0位,,,
高普均,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,,消化系统常见病及食道静脉曲张套扎治疗,,,,,,,,
吕美德,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.6,7528,对各种病因的急、慢性肝病、尤其对各型病毒性肝炎、肝硬化、酒精性肝病、自身免疫性肝病及国内常见传染病的诊断、治疗具有丰富的经验,"7,066,595次",1篇,7528位,2226位,2285位,,,
季慧范,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,,3.5,2,乙肝及丙肝抗病毒治疗、消化道出血、肝性脑病、自发性腹膜炎等肝硬化的并发症、药物性及酒精性肝病、自身免疫性肝病、肝脏肿瘤以及各种胰腺及胆囊疾病的诊治。,"35,132次",0篇,2位,0位,0位,,,
高润平,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.5,8,"肝胆胰疾病的诊断和治疗，特别各种肝炎，肝硬化,胰腺炎的诊治","81,269次",0篇,8位,0位,1位,,,
迟宝荣,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.5,1,消化内科疾病诊断治疗，主要研究方向为肝胆疾病分子生物学及消化系统肿瘤临床研究,"41,324次",0篇,1位,0位,1位,,,
齐月,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,讲师,3.4,,乙肝、丙肝、肝硬化、肝癌、呕血、便血、脂肪肝、肝豆状核变性、不明原因肝病的诊疗,"32,009次",1篇,0位,0位,0位,,,
胡玉琳,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,1,对病毒性肝炎、酒精性肝病、非酒精性脂肪肝、自身免疫性肝病、药物性肝损伤及感染中毒性肝损伤等各种肝脏疾病的诊断及治疗有丰富的经验。尤其对慢性乙型肝炎及丙型肝炎的抗病毒治疗有较深的理论基础及实践经验,"40,389次",0篇,1位,0位,0位,,,
金清龙,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,1,对病毒性肝炎的诊断、治疗有丰富的经验，对酒精性肝病、药物性肝损伤、自身免疫性疾病以及各种原因导致的肝硬化、肝癌及其并发症具有丰富的临床经验。尤其在重症肝炎治疗中，应用人工肝血液净化治疗包括血浆置换、胆红素吸附、血液滤过、PDF等治疗方法具有丰富的经验等,"45,284次",0篇,1位,0位,0位,,,
潘煜,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,2,各种肝病的诊治，包括乙型肝炎，丙型肝炎，肝硬化，酒精性肝病，药物性肝损害，免疫性肝病（自身免疫性肝炎，原发性胆汁性肝硬化）,"42,880次",0篇,2位,0位,0位,,,
郭晓林,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,29,上消化道出血、肝硬化、肝性脑病等危重症的抢救治疗,"48,891次",0篇,29位,0位,0位,,,
华瑞,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,副教授,3.4,,病毒性肝炎、肝硬化、以及遗传代谢性肝病、胰腺疾病的诊治。,"26,490次",0篇,0位,0位,0位,,,
刘元元,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.4,,各种病毒性肝炎、乙、丙肝肝硬化、脂肪肝、酒精性肝病、自身免疫性肝病、药物性肝损伤、中毒性肝损伤、重症肝炎、上消化道出血、黄疸待查、腹水待查等有丰富的临床经验和成熟的治疗方案,,,,,,,,
辛桂杰,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,副教授,3.3,193,对多种病因的急、慢性肝病、尤其对各型病毒性肝炎、肝硬化、酒精性肝病、自身免疫性肝病诊断、治疗具有丰富的经验。尤其在病毒性肝炎抗病毒治疗方面有专长。,"219,767次",0篇,193位,6位,6位,,,
秦俊杰,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,教授,3.3,3,消化道出血、重症肝病、重症胰腺炎等急重症抢救治疗,"44,029次",0篇,3位,0位,0位,,,
蔡艳俊,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,副教授,3.3,,各种肝病诊治，包括慢性乙型肝炎、丙型肝炎、肝硬化、酒精性肝病、药物性肝炎、免疫性肝病（自身免疫性肝炎、原发性胆汁性肝病）以及各种原因未明性肝病诊治，同时擅长各种传染性疾病的诊治,"34,677次",0篇,0位,0位,0位,,,
高沿航,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,副教授,3.3,1,肝、胆、胰腺、胃肠等疾病的诊治及胃镜技术,"37,072次",0篇,1位,0位,0位,,,
李婉玉,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,,3.2,,,,,,,,,,
温晓玉,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主任医师,,3.2,9,病毒性肝炎、出血热、流脑、麻疹、腮腺炎等疾病的诊断及治疗,"33,665次",0篇,9位,0位,2位,,,
王中峰,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,,3.2,58,肝炎、肝硬化、胰腺疾病,"104,207次",2篇,58位,6位,8位,,,
金晶兰,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,,3.1,,,,,,,,,,
周强,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,3.1,,病毒性肝炎、脂肪肝、药物性肝炎、急性胰腺炎等疾病的诊断及治疗,"25,258次",0篇,0位,0位,0位,,,
王崇,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,3.1,1,病毒性肝炎、脂肪肝、药物性肝炎、自身免疫性肝病、急性胰腺炎等疾病的诊断及治疗,"25,750次",0篇,1位,0位,0位,,,
许芳,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,3.1,3,病毒性肝炎、脂肪肝、药物性肝炎、自身免疫性肝病、急性胰腺炎等疾病的诊断及治疗,"23,864次",0篇,3位,0位,0位,,,
蒋超,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,3.1,,肝胆胰脾外科、腹腔镜微创外科常见疾病的诊断与治疗,,,,,,,,
樊钟琦,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,副教授,3.1,,肿瘤微环境模型构建、肿瘤耐药机制及组织特异性巨噬细胞在不同疾病中的潜在功能。作,,,,,,,,
于鸽,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,3.1,,,,,,,,,,
石小举,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,副主任医师,,3.0,1,肝癌、肝脏移植，胆囊结石,"6,068次",0篇,1位,0位,0位,,,
周豪,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,2.8,,,,,,,,,,
王阳,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,2.8,,,,,,,,,,
赵旭,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,主治医师,,2.8,,,,,,,,,,
张明媛,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,住院医师,,2.7,,肝、胆、胰腺等疾病诊治,"7,644次",0篇,0位,0位,0位,,,
董晓路,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,2.7,,,,,,,,,,
李海亮,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,2.7,,,,,,,,,,
权玉芬,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,2.7,,,,,,,,,,
李旭,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,2.7,,,,,,,,,,
于晓丽,吉林,长春,吉林大学第一医院,内科,肝胆胰内科,,,2.7,,,,,,,,,,
郑杨,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.5,84,对心力衰竭、高血压、冠心病等常见多发病的诊断与治疗，心血管系统急危重症的抢救，及疑难病的诊断有较高造诣,"119,700次",0篇,84位,0位,0位,,,
秦玲,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.5,676,高血压、冠心病、动脉粥样硬化、心肌病以及心律失常等疾病,"251,688次",0篇,676位,152位,155位,,,
王晔玲,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.5,,心血管内科常见病、多发病、疑难重症的诊断、治疗，掌握冠心病、介入治疗、人工心脏起搏器安置等心脏病介入诊治技术,,,,,,,,
张尉华,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.5,,心血管常见疾病的诊疗及冠心病介入治疗,,,,,,,,
刘全,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,心脏病的介入诊治方面如冠脉扩张术、心脏起搏器安置术等有较深的造诣,,,,,,,,
佟倩,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,冠脉介入、心脏电生理、高血压、冠心病及心力衰竭方面的临床工作,,,,,,,,
赵学忠,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,对心血管内科常见病、多发病的诊治、心血管急重症的抢救、心血管病介入治疗、心血管内科的复杂疑难重症的处理，有着丰富的临床经验,,,,,,,,
张煜,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,对心力衰竭、高血压、冠心病等常见多发病的诊断与治疗，心血管系统的急危重症的抢救，及疑难病的诊断有较高水平,,,,,,,,
李树岩,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,心血管科常见病、多发病的诊治及心脏病的介入治疗包括冠状动脉支架植入术、射频消融治疗心律失常（室上性心动过速、局灶房速、房扑、特发性室速及室早的射频消融等）、起搏器植入术等,,,,,,,,
姜雅秋,吉林,长春,吉林大学第一医院,内科,心血管疾病诊治中心,主任医师,教授,3.4,,冠心病、高血压、心功能不全、心律失常、心肌病的临床治疗与研究,,,,,,,,
