姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
拉华欠,新疆,克拉玛依,克拉玛依市中心医院,外科,骨科,主任医师,,2.9,,擅长颈肩腰腿痛、脊柱微创、四肢创伤、老年髋部骨折、人工关节置换、骨关节病及骨质疏松等,,,,,,,,
毛峰,新疆,克拉玛依,克拉玛依市中心医院,外科,骨科,副主任医师,,2.9,,擅长髋膝关节的初次置换及翻修，四肢骨折的微创诊疗，复杂关节内骨折，骨盆髋臼骨折的诊疗，以及脊柱的创伤及退变性疾患的诊疗,,,,,,,,
谢鸿,新疆,克拉玛依,克拉玛依市中心医院,外科,骨科,副主任医师,,2.8,,创伤骨科及骨关节损伤,,,,,,,,
凌立省,新疆,克拉玛依,克拉玛依市中心医院,外科,骨科,副主任医师,,2.8,,骨科创伤、手外伤、老年骨关节病,,,,,,,,
刁红亮,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,主任医师,,2.9,,擅长肝胆胰、消化道肿瘤微创和规范外科治疗，肝 内外胆管结石微创治疗，较为复杂的腹部创伤和普外科危急重症抢救治疗,,,,,,,,
佟箫兵,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,主任医师,副教授,3.1,620,食管癌、贲门癌，肺癌，纵膈肿瘤的常规手术及胸腔镜微创治疗；以及胸部良性疾病的诊治;如自发性气胸、肺大泡、肺部良性肿瘤、贲门失弛缓症的微创治疗；在胸部创伤诊治方面积累了丰富经验。对普通外科的甲状腺、乳腺疾病、胆囊结石、胆管结石、急、慢性胆囊炎、返流性食管炎、胃肠道肿瘤等方面深入的研究及丰富的临床经验！,"602,701次",2篇,620位,18位,18位,,,
丁锦辉,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,主任医师,,3.0,,普外科的疑难杂症、尤其擅长血管外科疾病的诊断和血管介入及开放手术，甲状腺乳腺肿瘤的诊治,,,,,,,,
刘永江,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,副主任医师,,2.9,,泌尿外科肿瘤、结石畸形及老年前列腺,,,,,,,,
罗超英,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,副主任医师,,2.8,,甲状腺乳腺，肝，胆，脾，胃，结肠， 直肠的手术,,,,,,,,
吾尔班,新疆,克拉玛依,克拉玛依市中心医院,外科,普胸外科,副主任医师,,2.8,,甲状腺乳腺，肝，胆，脾，胃，结肠，直肠的手术,,,,,,,,
刘明,新疆,克拉玛依,克拉玛依市中心医院,外科,泌尿外科,副主任医师,,3.1,23,泌尿系统结石、前列腺疾患的诊治。,"34,221次",0篇,23位,1位,1位,,,
陆敬义,新疆,克拉玛依,克拉玛依市中心医院,外科,泌尿外科,主任医师,,3.0,,泌尿外科，男性不育疾病,,,,,,,,
王争信,新疆,克拉玛依,克拉玛依市中心医院,外科,泌尿外科,主任医师,,3.0,,泌尿外科结石，泌尿道感染，女性排尿功能障碍，男性生殖系统各种疾病的诊断治疗等,,,,,,,,
袁新华,新疆,克拉玛依,克拉玛依市中心医院,外科,泌尿外科,副主任医师,,3.0,,,,,,,,,,
胡岚亭,新疆,克拉玛依,克拉玛依市中心医院,外科,泌尿外科,主任医师,,2.9,,泌尿系结石的微创手术治疗（输尿管镜、输尿管软镜、经皮肾镜治疗）；精通各种激光（铥激光、U100激光、钬激光）在泌尿系中的应用；对肾癌的靶向药物治疗（索拉菲尼、舒尼替尼、贝伐单抗等）尤为专精，对前列腺癌的内分泌治疗、膀胱肿瘤的化疗具有丰富的经验,,,,,,,,
王会军,新疆,克拉玛依,克拉玛依市中心医院,外科,烧伤整形科,主任医师,,3.1,2,各类型烧伤、烫伤，皮瓣移植，创面修复，糖尿病足等疾病的诊治，以及重睑，去眼袋，隆鼻等美容整形手术,"2,715次",0篇,2位,0位,0位,,,
李耀,新疆,克拉玛依,克拉玛依市中心医院,外科,烧伤整形科,主治医师,讲师,3.1,6,"1）烧伤后各类瘢痕修复
2）各类创面修复，糖尿病足 、褥疮难愈性创面修复
3）面部年轻化双眼皮、眼部美容手术
4）体表肿物的手术治疗。
5）毛发移植修复毛发缺失
6）副乳、腋臭等手术治疗
7）各类大面积烧伤救治
8）吸入性烧伤的综合救治
9）腋臭手术治疗","9,683次",12篇,6位,3位,3位,,,
蒋永能,新疆,克拉玛依,克拉玛依市中心医院,外科,烧伤整形科,主任医师,,2.9,,烧伤：各种烧伤的诊疗及创面修复。整形美容：疤痕整形、各种先天或后天畸形整形、面部除皱术、吸脂术、重睑术、隆鼻术、眼袋成型术、毛发移植术等。,,,,,,,,
张捷,新疆,克拉玛依,克拉玛依市中心医院,外科,烧伤整形科,副主任医师,,2.9,,各类热烧伤，电烧伤，化学烧伤，冻伤，电击伤及组织缺损的治疗，各种烧伤后畸形，先天畸形的整复及器官再造,,,,,,,,
常建波,新疆,克拉玛依,克拉玛依市中心医院,外科,神经外科,副主任医师,,2.8,,,,,,,,,,
田丰,新疆,克拉玛依,克拉玛依市中心医院,外科,神经外科,副主任医师,,2.8,,脑血管疾病的诊疗,,,,,,,,
刘军乐,新疆,克拉玛依,克拉玛依市中心医院,外科,血管外科,副主任医师,,3.1,2,擅长静脉血栓，静脉曲张，肢体动脉及颈动脉等其他动脉硬化狭窄或闭塞，主动脉瘤，主动脉夹层，血液透析通路，血管瘤等疾病的诊治。,"3,165次",0篇,2位,0位,0位,,,
罗红斌,新疆,克拉玛依,克拉玛依市中心医院,外科,肛肠科,副主任医师,,2.8,,痔疮、肛裂、肛瘘，直肠脱垂,,,,,,,,
周静,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,主任医师,,3.0,,擅长妇科肿瘤、妇科内分泌疾病、女性不孕症以及盆腔脏器脱垂性疾病的诊治等,,,,,,,,
张永红,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,主任医师,,3.0,,下生殖道疾病，性传播疾病，妊娠合并症，难产，内分泌疾病,,,,,,,,
秦万平,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,主任医师,,3.0,,擅长各类妇科疾病的诊治，对妇科肿瘤及盆底障碍性疾病有丰富的临床经验。熟练操作各类妇科微创手术，尤其宫腔镜下的各种手术操作及腹腔镜微创手术,,,,,,,,
梁新芳,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,副主任医师,,2.9,,妇科肿瘤，内分泌疾病及难产,,,,,,,,
付燕燕,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,主任医师,,2.9,,擅长妇产科常见的手术，如：子宫全切术，阔韧带肌瘤剜除术、阴式子宫切除术、复杂的卵巢子宫内膜异位症，腹腔镜下卵巢囊肿剥除术，不孕症中如盆腔粘连松解术等,,,,,,,,
叶万安,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,主任医师,,2.9,,中西医结合治疗血腹症、异位任娠、功能性子宫出血、子宫内膜异位症、不孕症,,,,,,,,
蒲建新,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,副主任医师,,2.8,,妇科腹腔镜、宫腔镜,,,,,,,,
热孜万.马合木提,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,副主任医师,,2.8,,不孕症，月经不调，更年期综合症等等疑难杂症,,,,,,,,
鲁菊英,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,,,2.8,,,,,,,,,,
候曼玉,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,副主任医师,,2.8,,,,,,,,,,
董晓燕,新疆,克拉玛依,克拉玛依市中心医院,妇儿,妇产科,副主任医师,,2.8,,擅长优生优育、产前诊断、高危妊娠，能积极应对处理临床突发症状：如难产的诊断及治疗，产时及产后出血、羊水栓塞的抢救及 新生儿 复苏等,,,,,,,,
谢勇,新疆,克拉玛依,克拉玛依市中心医院,妇儿,儿科,主任医师,,3.0,,小儿神经、普儿疾病,,,,,,,,
韩文,新疆,克拉玛依,克拉玛依市中心医院,妇儿,儿科,副主任医师,,2.9,,擅长儿童呼吸系统疾病、儿童哮喘及结核病、急危重症抢救、新生儿疾病的诊疗,,,,,,,,
康世金,新疆,克拉玛依,克拉玛依市中心医院,妇儿,儿科,主任医师,,2.9,,擅长小儿神经系统疾病，脑电图，感染性休克、过敏性休克、多器官功能衰竭，重度脱水液体疗法等危重症诊治,,,,,,,,
刘文璐,新疆,克拉玛依,克拉玛依市中心医院,妇儿,儿科,副主任医师,,2.8,,,,,,,,,,
张益枝,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,主任医师,教授,3.3,,擅长常见血液病和肿瘤临床诊断治疗,,,,,,,,
李桂圆,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,3.2,53,恶性肿瘤的综合治疗（化疗、靶向、免疫和生物治疗等），尤其是恶性胸水、腹水及骨转移癌的综合治疗。,"104,077次",1篇,53位,0位,0位,,,
宋磊,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,主任医师,,3.0,,乳腺肿瘤，甲状腺肿瘤及腹部肿瘤,,,,,,,,
胡军,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,2.9,,对于胸部肿瘤包括肺癌、乳腺癌及胃肠道肿瘤的化疗、相关肿瘤的综合治疗方面有较深入研究，同时在血液系统常见疾病红细胞疾病及血液肿瘤包括白血病、淋巴瘤、骨髓瘤的诊断治疗上也有一定的专业水准。,,,,,,,,
吴克雄,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,2.9,,骨髓穿刺细胞形态学、免疫组化检查、诊断。急性白血病、贫血、特发性血小板减少性紫癜；恶性淋巴瘤、多发性骨髓瘤诊断、治疗。恶性实体瘤；肺癌、肝癌、胃肠道肿瘤、乳腺癌、肾癌、膀胱癌的诊断及综合治疗，对癌症晚期姑息治疗、临终关怀治疗及免疫、内分泌治疗，并开展了自体外周血造血干/祖细胞移植支持下的大剂量化疗治疗恶性血液病及乳腺癌,,,,,,,,
冀红红,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,主任医师,,2.9,,擅长各类常见肿瘤疾病的诊断及治疗，尤其在胃癌、乳腺癌、肺癌、肠癌、肝癌等方面有着丰富的临床经验,,,,,,,,
解静荣,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,2.8,,急、慢性白血病,,,,,,,,
赵乐修,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,2.8,,,,,,,,,,
唐焱,新疆,克拉玛依,克拉玛依市中心医院,其他,血液肿瘤科,副主任医师,,2.8,,肿瘤的化疗、免疫治疗、内分泌治疗及姑息对症治疗,,,,,,,,
尹斌,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,副主任医师,,3.5,6555,"擅长于中西医结合治疗各种皮肤病，充分运用中医特色治疗银屑病、痤疮、皮炎湿疹、荨麻疹、黄褐斑、白癜风、扁平疣、皮肤瘙痒症等常见病及疑难、顽固性皮肤病，有独特的治疗方法及见解，取得了良好的临床疗效。
擅长手术切除治疗浅表肿物，腋臭微创手术治疗，各型激光治疗设备治疗色素性，血管性等疾病。","834,922次",60篇,6555位,83位,83位,,,
李凡,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,主任医师,,3.4,3,,"11,195次",0篇,3位,0位,0位,,,
华伟,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,副主任医师,,3.3,202,常见皮肤病如皮炎、湿疹、荨麻疹、银屑病、毛发性皮肤病、痤疮、甲病以及性传播疾病具有丰富的临床诊断治疗经验，擅长皮肤科疑难重症诊断治疗，损容性皮肤病诊断治疗，皮肤外科手术治疗和激光美容技术。,"42,839次",11篇,202位,0位,0位,,,
霍亚兰,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,主任医师,,3.2,,擅长湿疹、过敏性皮炎、荨麻疹等过敏性疾病，白癜风、黄褐斑等色素异常性疾病，痤疮等医学美容性疾病以及毛发、甲等皮肤真菌感染性疾病,,,,,,,,
孙泽军,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,主任医师,,3.2,,擅长皮肤性病学的诊断及治疗、中西医结合治疗顽固性、慢性皮肤病等,,,,,,,,
刘引引,新疆,克拉玛依,克拉玛依市中心医院,其他,皮肤科,住院医师,,3.1,3,,14次,0篇,3位,0位,0位,,,
蒋元文,新疆,克拉玛依,克拉玛依市中心医院,其他,影像中心,副主任医师,,2.9,,CT及MR诊断，特别在神经系统影像诊断有较深造诣,,,,,,,,
吕新胜,新疆,克拉玛依,克拉玛依市中心医院,其他,影像中心,主任医师,,2.9,,,,,,,,,,
周宏伟,新疆,克拉玛依,克拉玛依市中心医院,其他,影像中心,主任医师,,2.9,,熟练掌握X线、CT、MRI各项影像检查及诊断技术，对本地区常见病、多发病、急危重症的影像诊断，及对疑难、少见病例的影像诊断有深刻的理解和认识。擅长全身血管CTA、MRA，尤其是冠状动脉、脑动脉、椎动脉、主动脉CTA影像诊断及技术；乳腺疾病的X线钼靶及MRI诊断；消化道肿瘤的CT诊断；女性生殖系统肿瘤影像诊断等,,,,,,,,
孙国良,新疆,克拉玛依,克拉玛依市中心医院,其他,影像中心,副主任医师,,2.9,,CT、MRI影像诊断,,,,,,,,
顾群,新疆,克拉玛依,克拉玛依市中心医院,其他,针灸科,主任医师,,3.2,,面瘫、三叉神经痛、颞颌关节紊乱、颈椎病、落枕、腰突症、膝关节痛、慢性胃炎、月经不调、继发闭经、附件炎及小儿腹泻、腮腺炎,,,,,,,,
朱文罡,新疆,克拉玛依,克拉玛依市中心医院,其他,针灸科,副主任医师,,3.1,,颈椎病、腰椎病、肩周炎、网球肘、腱鞘炎、骨质增质、腰扭伤、关节扭伤、软组织损伤、中风后遗症、面神经麻痹、神经性头痛、失眠、胃肠道疾病、耳鸣、耳聋、前列腺炎、阳痿、早泄等临床各科常见病、多发病及疑难杂症,,,,,,,,
任莲芳,新疆,克拉玛依,克拉玛依市中心医院,其他,针灸科,副主任医师,,3.1,,擅长中医经络辩证，中药内服结合治疗内外妇儿，颈肩腰腿病，内分泌系统等有关疾病。在总结经验的基础上应用改良毫火针治疗痹症，风湿顽疾,,,,,,,,
周东海,新疆,克拉玛依,克拉玛依市中心医院,其他,放射介入科,主任医师,副教授,3.0,,肿瘤的微创介入治疗；咯血、消化道出血、肾出血以及妇产科等出血性疾病的介入栓塞治疗等,,,,,,,,
李炳翠,新疆,克拉玛依,克拉玛依市中心医院,其他,放射介入科,副主任医师,,2.9,,,,,,,,,,
赵志文,新疆,克拉玛依,克拉玛依市中心医院,其他,放射介入科,主任医师,,2.8,,影像诊断和介入治疗,,,,,,,,
唐宏伟,新疆,克拉玛依,克拉玛依市中心医院,其他,麻醉科,副主任医师,,2.8,,对危、急、重症病人的麻醉工作积累了丰富的经验，开展了术后镇痛，靶控输注，有创动静脉监测等,,,,,,,,
孙建国,新疆,克拉玛依,克拉玛依市中心医院,其他,麻醉科,副主任医师,,2.8,,临床麻醉、术后镇痛、有创监测,,,,,,,,
陈旻,新疆,克拉玛依,克拉玛依市中心医院,其他,麻醉科,副主任医师,,2.8,,临床麻醉,"5,520次",0篇,0位,0位,0位,,,
高锦凤,新疆,克拉玛依,克拉玛依市中心医院,其他,干部诊疗科,主任医师,,4.1,210,内科系统慢病的综合诊治，如高血压病、糖尿病和心脑血管疾病等。,,11篇,0位,0位,0位,,,
李小玉,新疆,克拉玛依,克拉玛依市中心医院,其他,干部诊疗科,副主任医师,,3.0,,老年病、心血管疾病,,,,,,,,
朱敏,新疆,克拉玛依,克拉玛依市中心医院,其他,病理科,主任医师,,3.1,,呼吸和消化系统疾病病理诊断及其发病机制的研究,,,,,,,,
胡新梅,新疆,克拉玛依,克拉玛依市中心医院,其他,病理科,主任医师,,2.9,,病理诊断,"5,778次",0篇,0位,0位,0位,,,
彭宇明,新疆,克拉玛依,克拉玛依市中心医院,其他,全科,副主任医师,,2.8,,主要从事各种心血管疾病的诊断与治疗，尤其擅长原发性高血压及继发性高血压的诊断与鉴别诊断,,,,,,,,
何丽,新疆,克拉玛依,克拉玛依市中心医院,其他,全科,副主任医师,,2.8,,擅长擅长糖尿病及并发症、甲状腺疾病等疾病的诊断和治疗,,,,,,,,
魏国,新疆,克拉玛依,克拉玛依市中心医院,其他,营养科,副主任医师,,2.8,,,,,,,,,,
拓宽前,新疆,克拉玛依,克拉玛依市中心医院,其他,营养科,副主任医师,,2.8,,完全胃肠外营养（TPN）、肠内营养（EN）、危重病人救治等,,,,,,,,
杨枫,新疆,克拉玛依,克拉玛依市中心医院,其他,中医肛肠科,主任医师,,3.2,,痔疮、肛裂，肛瘘以及妇科疾病,,,,,,,,
郭理想,新疆,克拉玛依,克拉玛依市中心医院,其他,中医肛肠科,主治医师,,3.1,,擅长中西医结合治疗慢性疲劳综合征、失眠、情志疾病、慢性肾炎、肾病综合征、肾功不全、血尿、蛋白尿、水肿以及男性、妇科相关疾病等,,,,,,,,
马成,新疆,克拉玛依,克拉玛依市中心医院,其他,康复中心,副主任医师,,2.9,,,,,,,,,,
谢志强,新疆,克拉玛依,克拉玛依市中心医院,其他,康复中心,主任医师,,2.9,,擅长脑卒中、截瘫、骨伤的功能评定、康复治疗，矫形器设计与制作,,,,,,,,
秦川,新疆,克拉玛依,克拉玛依市中心医院,其他,超声诊断科,副主任医师,,2.8,,熟练掌握超声介入诊断技术、经食管实时三维超声心动图技术、超声造影技术等目前超声最先进的诊断技术等,,,,,,,,
杨德民,新疆,克拉玛依,克拉玛依市中心医院,其他,超声诊断科,副主任医师,,2.8,,心脏疾病、腹部疾病的超声诊断；超声引导下的穿刺与治疗,,,,,,,,
黄爱萍,新疆,克拉玛依,克拉玛依市中心医院,其他,口腔科,主任医师,,3.0,,口腔正畸,,,,,,,,
张留民,新疆,克拉玛依,克拉玛依市中心医院,其他,口腔科,主治医师,,2.8,,对口腔内科（牙体，牙髓病，口腔黏膜病）疾病的诊断治疗有丰富的经验,,,,,,,,
阿不力克木,新疆,克拉玛依,克拉玛依市中心医院,其他,耳鼻喉科,副主任医师,,2.9,,耳鼻咽喉科的复杂手术,,,,,,,,
陈璇,新疆,克拉玛依,克拉玛依市中心医院,其他,耳鼻喉科,副主任医师,,2.9,,主要从事耳鼻咽喉科常见病的诊断与手术治疗,,,,,,,,
杜刚,新疆,克拉玛依,克拉玛依市中心医院,其他,检验科,主任技师,,2.7,,擅长实验室管理、临床检验、生化检验、实验室生物安全等领域,,,,,,,,
杨明伟,新疆,克拉玛依,克拉玛依市中心医院,其他,疼痛科,主任医师,,2.9,,擅长头疼、神经痛、颈肩痛等各种疼痛的诊断与治疗,,,,,,,,
李剑敏,新疆,克拉玛依,克拉玛依市中心医院,其他,药剂科,副主任药师,,2.9,5,呼吸、消化用药指导，抗感染药物指导,"10,373次",0篇,5位,0位,0位,,,
张风臣,新疆,克拉玛依,克拉玛依市中心医院,其他,中医科,副主任医师,,3.0,,,,,,,,,,
张学平,新疆,克拉玛依,克拉玛依市中心医院,其他,核医学科,副主任技师,,2.8,,对实验室质量控制有较深入的研究,,,,,,,,
姜德,新疆,克拉玛依,克拉玛依市中心医院,其他,眼科,,,2.8,,,,,,,,,,
李建明,新疆,克拉玛依,克拉玛依市中心医院,其他,运动医学科,主任医师,,2.9,,擅长关节镜下前、后交叉韧带重建、半月板修复、肩袖缝合等,,,,,,,,
