姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
张弘宇,吉林,吉林,吉林市中心医院,内科,心内科,副主任医师,,2.8,,擅长心血管疾病的介入治疗，心血管疾病的介入治疗领域及心律失常的射频消融治疗,,,,,,,,
赵良辰,吉林,吉林,吉林市中心医院,内科,心内科,副主任医师,,2.8,,冠心病介入诊疗。,,,,,,,,
徐春冬,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,冠心病的介入治疗、人工心脏起搏器植入术、先天性心脏病介入封堵术，以及急性心肌梗死的急诊介入治疗和心源性休克的抢救治疗,,,,,,,,
卢学国,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.8,,冠心病、高血压及心力衰竭的诊断及治疗、冠心病的介入治疗,,,,,,,,
杨爽,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管常见病及多发病的规范化治疗。如急性冠脉综合症、高血压、心力衰竭、心肌病、心律失常等。,,,,,,,,
荀平,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心内科常见病、多发病的诊治，心内科急危重症的抢救，同时从事心血管介入工作。,,,,,,,,
王冰,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,心血管常见病、多发病。,,,,,,,,
郭方明,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管常见病、多发病的诊治，对于急性心肌梗死、心力衰竭、心肌病、心律失常的诊断及治疗有独到之处。,,,,,,,,
王凤翠,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管内科疾病的诊断与治疗，对冠心病、高血压、心律失常等疾病有较深入研究。,,,,,,,,
刘喜龙,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管常见病、多发病的诊治，冠心病的介入治疗、IABP辅助循环治疗和心脏起搏、电生理及射频消融术,,,,,,,,
李姣,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,心血管内科各种疾病的规范化治疗。如：急性冠脉综合征、高血压、心力衰竭、心肌病、心律失常等疾病的诊疗。,,,,,,,,
王贵亮,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,急性心肌梗死、心源性休克及疑难急危重的抢救治疗,,,,,,,,
王海波,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,心内科常见疾病的药物治疗，尤其擅长冠心病的介入检查与治疗、人工心脏起搏器植入术。,,,,,,,,
刘春萍,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管病和各种老年疾病及内科急危重症的救治。,,,,,,,,
钟声宇,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,心血管常见病，如：冠心病、高血压、心力衰竭、心肌炎、先心病等疾病的诊治。,,,,,,,,
矫立娜,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管常见病、多发病的诊治，尤其在急性心肌梗死、心源性休克及疑难急危重的抢救治疗,,,,,,,,
杨芳,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,冠心病、高血压及心力衰竭的诊断及治疗。,,,,,,,,
牛晓明,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管常见病、多发病的诊治。,,,,,,,,
朱丹,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管内科各种疾病的规范化治疗。,,,,,,,,
孙莉,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长老年性心血管常见病、多发病诊治工作，尤其是循环系统急危重症的抢救工作，对高血压病的病因及诊断、治疗有深入研究。,,,,,,,,
申光银,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,冠心病及心律失常的介入诊断及治疗。,,,,,,,,
朴星杰,吉林,吉林,吉林市中心医院,内科,心内科,主治医师,,2.8,,擅长心血管内科各种疾病的规范化治疗。,,,,,,,,
赵明俐,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,冠心病、心律失常、心衰、高血压,"11,661次",0篇,0位,0位,0位,,,
时非,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,老年内科疾病，心内科常见病和多发病的诊治及心内科的急诊急救。,,,,,,,,
杨浩,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,内科疾病，心内科常见病的诊治。,,,,,,,,
孙文恒,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,冠心病、高血压、心律失常、起搏器调控。,,,,,,,,
张天琦,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,心血管常见病及多发病的规范化治疗。,,,,,,,,
付亮,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,医学影像诊断及心血管影像的诊断。,,,,,,,,
王聪,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,心血管常见病、多发病。,,,,,,,,
王岩,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,内科疾病，心内科常见病的诊治。,,,,,,,,
张文俊,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,内科疾病，心内科常见病的诊治。,,,,,,,,
赵英杰,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,心律失常射频消融术，临时和永久起搏器植入及程控。能够熟练处置急性心肌梗死、心律失常、心脏瓣膜病、先天性心脏病、急慢性心力衰竭等常见疾病。,,,,,,,,
张博,吉林,吉林,吉林市中心医院,内科,心内科,住院医师,,2.7,,冠心病及心律失常的介入诊断及治疗。,,,,,,,,
申龙俊,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,副教授,3.2,3,"专业方向:缺血性脑血管病。
特长:缺血性脑血管病的介入治疗（择期脑血管介入成型术，非急性期脑血管闭塞介入再通治疗，急诊动脉介入溶栓、取栓及血管成型术治疗等）。",,41篇,3位,0位,0位,,,
田峰,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.2,,神经疾病、脑血管病介入,,,,,,,,
霍金生,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.2,,内科心血管疑难病,,,,,,,,
尤凤华,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.2,1,神经内科疾病,"24,318次",0篇,1位,0位,0位,,,
李然,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.1,16,神经内科专业疾病，以脑血管疾病、帕金森病、癫痫等疾病为特长,"83,218次",1篇,16位,0位,0位,,,
王雪梅,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.1,,急、慢性脑血管病的基础与临床研究以及认知障碍、痴呆、脑复苏、帕金森病等方面诊断和治疗,"18,675次",0篇,0位,0位,0位,,,
高凤琴,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.1,,对神经科常见疾病、疑难及少见疾病有丰富的诊治经验,,,,,,,,
李维起,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,教授,3.1,,,,,,,,,,
张汉义,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,3.0,,缺血性脑卒中急性期动脉介入治疗（溶栓、急诊PCI及急诊支架植入）、支架辅助血管成型术治疗等缺血性脑血管病介入治疗,,,,,,,,
魏爱宣,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,3.0,2,脑血管病基础及临床、脑血管病的介入,"24,367次",0篇,2位,0位,0位,,,
寇玉红,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,3.0,,对癫痫、痴呆、认知障碍,,,,,,,,
南明哲,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,3.0,,心脑血管介入诊治（冠脉造影、射频消融术、脑血管造影及动脉溶栓）,,,,,,,,
何玲,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,3.0,1,擅长神经内科疾病及内科常见病、多发病的诊治。研究方向：脑血管病、睡眠障碍、睡眠障碍、癫痫等。,"4,039次",0篇,1位,0位,0位,,,
孙瑜,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,3.0,,神经系统的常见病、多发病及急危重症疾病的诊断及治疗，如缺血性脑血管病的急诊溶栓、周围神经病、锥体外系疾病以及认知功能障碍的诊断与治疗,,,,,,,,
刘志,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.9,,脑血管疾病、帕金森综合症、感染性脑病、周围神经病,"17,455次",1篇,0位,0位,0位,,,
张世璇,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,2.9,1,,"1,914次",0篇,1位,0位,0位,,,
刘仁君,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,2.9,,神经科常见疾病、疑难及少见疾病的诊断和治疗,,,,,,,,
王永顺,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,2.9,,神经内科疑难少见疾病,,,,,,,,
孔祥瑞,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,2.9,,神经系统感染性疾病及脑脊液细胞学检查,,,,,,,,
刘晓杰,吉林,吉林,吉林市中心医院,内科,神经内科,主任医师,,2.9,,神经内科的常见病、多发病、疑难病的诊断和治疗,,,,,,,,
陈奕华,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,2.9,,脑血管病、神经科常见疾病、疑难及少见疾病有丰富的诊治经验,,,,,,,,
范立民,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,2.8,,脑血管病、周围神经病、肌肉病变等疑难病症的超声诊断，以及肌电图的操作及临床应用,,,,,,,,
刘佳乐,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,脑血管疾病的诊断及治疗,,,,,,,,
驰欣杰,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,脑血管病及神经系统疾病的诊治,,,,,,,,
黄鲲,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,2.8,,神经内科疾病及康复,,,,,,,,
孙东华,吉林,吉林,吉林市中心医院,内科,神经内科,副主任医师,,2.8,,神经内科疾病的诊断和治疗,,,,,,,,
胡新萍,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,,,,,,,,,
胡雪峰,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,,,,,,,,,
马历兵,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,,,,,,,,,
杨萍,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,,,,,,,,,
王利民,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,擅长脑血管疾病、中枢神经系统感染等疾病的诊断治疗，特别是在对休克、感染，中毒（有机磷农药，化学物质，毒虫叮咬等）等疾病的早期诊断和治疗有专长。,,,,,,,,
郑程程,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,擅长神经内科疾病的诊治。,,,,,,,,
李兴,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,,,,,,,,,
马星宇,吉林,吉林,吉林市中心医院,内科,神经内科,主治医师,,2.8,,擅长急危重症抢救治疗及呼吸机应用，熟练掌握缺血性脑血管病规范化诊治，以及脑卒中的二级预防和筛查。,,,,,,,,
尹大维,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.8,,缺血性脑血管疾病的急诊、急救，以及脑卒中的二级预防和筛查，各种脑血管疾病的早期诊断,,,,,,,,
常铮,吉林,吉林,吉林市中心医院,内科,神经内科,,,2.7,,,"34,668次",1篇,1位,0位,0位,,,
吕尤佳,吉林,吉林,吉林市中心医院,内科,神经内科,,,2.7,,,,,,,,,,
杨铭,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长神经内科疾病的诊治。,,,,,,,,
杨晶,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长脑血管常见病、多发病，尤其是脑梗死、脑炎和老年痴呆等各种常见病、多发病及急危重症和疑难病症的诊断治疗。,,,,,,,,
孙玲,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长神经内科常见病、多发病的诊治，特别是对于脑血管疾病的治疗方面有较为深入的研究。,,,,,,,,
田俊鹏,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长脑血管疾病诊断及治疗,,,,,,,,
杨晓东,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长脑血管疾病、脊髓疾病、周围神经疾病癌痛等临床常见病、多发病的治疗和研究。,,,,,,,,
张晓军,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,脑血管危急重症的抢救治疗。,,,,,,,,
臧日兰,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长神经内科疾病的诊治。,,,,,,,,
许靖,吉林,吉林,吉林市中心医院,内科,神经内科,住院医师,,2.7,,擅长脑血管常见病、多发病的诊治。,,,,,,,,
郭兮钧,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,教授,3.2,,疑难消化疾病 内镜治疗,,,,,,,,
王东明,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,教授,3.1,5,消化疾病、内镜治疗,"73,841次",2篇,5位,0位,0位,,,
刘艳秋,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,,3.1,,疑难消化疾病、内镜治疗,,,,,,,,
鲁英姬,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,教授,3.1,,胃癌、食管癌、结肠癌的早期诊断及胃肠道息肉的切除、消化道出血的内镜下治疗、良恶性食管狭窄的扩张、支架置入术、早期胃癌食管癌的粘膜下切除、晚期食管癌的姑息治疗,,,,,,,,
朴海子,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,教授,3.1,,,,,,,,,,
贾立红,吉林,吉林,吉林市中心医院,内科,消化内科,副主任医师,,2.9,,消化系统疾病、内镜治疗,,,,,,,,
孙影,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,,2.8,,胃肠、肝胆系统疾病治疗,,,,,,,,
李瑞平,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,,2.8,,消化疾病、内镜治疗,,,,,,,,
李宏,吉林,吉林,吉林市中心医院,内科,消化内科,主任医师,,2.8,,消化科常见疾病,,,,,,,,
何芳慧,吉林,吉林,吉林市中心医院,内科,消化内科,主治医师,,2.8,,,25次,0篇,0位,0位,0位,,,
孟令薇,吉林,吉林,吉林市中心医院,内科,消化内科,主治医师,,2.8,,消化系统疾病常见病及疑难病的诊治，尤其擅长各种肝病的诊断及治疗,,,,,,,,
杨素,吉林,吉林,吉林市中心医院,内科,消化内科,副主任医师,,2.8,,消化系统疾病、内镜治疗,,,,,,,,
李宏伟,吉林,吉林,吉林市中心医院,内科,消化内科,副主任医师,,2.8,,胃肠镜、12指肠镜、胆道镜、支气管镜下诊断及治疗,,,,,,,,
武杰,吉林,吉林,吉林市中心医院,内科,消化内科,副主任医师,,2.8,,,,,,,,,,
闫巍中,吉林,吉林,吉林市中心医院,内科,消化内科,副主任医师,,2.8,2,消化系统疾病，内窥镜检查及治疗,"2,373次",0篇,2位,0位,0位,,,
董辉,吉林,吉林,吉林市中心医院,内科,消化内科,主治医师,,2.8,,擅长消化系统常见病及疑难病的诊治，尤其擅长功能性胃肠病的诊断及治疗。,,,,,,,,
陈旭东,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.8,,消化内科常见病及多发病的诊断及治疗,,,,,,,,
谢微,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,,,,,,,,,,
张学成,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,,,,,,,,,,
崔承虎,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,2,,"2,579次",0篇,2位,0位,0位,,,
朴香花,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,,擅长消化系统常见疾病的诊治，尤其对肝炎及肝硬化，炎症性肠病等疾病的诊治。,,,,,,,,
禚红艳,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,,擅长消化系统常见疾病的诊治，尤其对肝炎及肝硬化等疾病的诊治。,,,,,,,,
武传佳,吉林,吉林,吉林市中心医院,内科,消化内科,住院医师,,2.7,,擅长消化系统各种常见病及多发病的诊断及治疗，尤其对炎症性肠病的诊治。,,,,,,,,
赵银玲,吉林,吉林,吉林市中心医院,内科,内分泌科,主任医师,教授,3.2,,糖尿病和内分泌疾病,,,,,,,,
赵瑛,吉林,吉林,吉林市中心医院,内科,内分泌科,主任医师,教授,3.3,3,内分泌常见病、疑难病诊断及治疗，对于糖尿病甲状腺疾病有自己独到的见解,,3篇,3位,0位,0位,,,
杜旭光,吉林,吉林,吉林市中心医院,内科,内分泌科,主任医师,教授,3.1,,糖尿病、甲状腺疾病的诊治,,,,,,,,
孙凤,吉林,吉林,吉林市中心医院,内科,内分泌科,副主任医师,,3.0,,丘脑垂体疾病、肾上腺疾病、甲状腺疾病及性腺疾病的诊断及治疗，尤其对糖尿病及其急慢性并发症的诊断及治疗,,,,,,,,
柳沙利,吉林,吉林,吉林市中心医院,内科,内分泌科,副主任医师,,3.0,,内分泌常见病、疑难病诊断及治疗，尤其对于糖尿病甲状腺疾病有自己独到的见解,,,,,,,,
贾晚秋,吉林,吉林,吉林市中心医院,内科,内分泌科,副主任医师,副教授,3.0,,,,,,,,,,
王立芳,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.9,9,内分泌常见疾病的诊治，2型糖尿病、骨质疏松、甲状腺功能亢进症、甲状腺功能减退、先天性肾上腺皮质增生症、肥胖症、先天性胸腺发育不全、慢性肾上腺皮质功能减退症、原发性醛固酮增多症等,"24,613次",0篇,9位,0位,0位,,,
高颖,吉林,吉林,吉林市中心医院,内科,内分泌科,副主任医师,,2.8,,糖尿病和内分泌疾病的诊断和治疗,,,,,,,,
惠淼,吉林,吉林,吉林市中心医院,内科,内分泌科,主治医师,讲师,2.8,13,内分泌疾病,"51,525次",0篇,13位,1位,1位,,,
苏阳,吉林,吉林,吉林市中心医院,内科,内分泌科,主治医师,,2.8,1,,"2,021次",0篇,1位,0位,0位,,,
宋永坡,吉林,吉林,吉林市中心医院,内科,内分泌科,主治医师,,2.8,1,糖尿病、甲亢、甲减、骨质酥松,"12,033次",0篇,1位,0位,0位,,,
刘小庆,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.8,,,,,,,,,,
郭莹婧,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.8,,,,,,,,,,
田雷,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.8,,擅长治疗糖尿病、甲状腺病、代谢性骨病等。,,,,,,,,
厉伟锋,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.8,,擅长糖尿病、甲状腺疾病、骨代谢疾病及其他内分泌科常见病的治疗。,,,,,,,,
齐明宇,吉林,吉林,吉林市中心医院,内科,内分泌科,住院医师,,2.8,,擅长糖尿病的最新治疗。,,,,,,,,
张卓,吉林,吉林,吉林市中心医院,内科,呼吸内科,主任医师,,3.2,,呼吸系统疾病等,"7,068次",0篇,0位,0位,0位,,,
李威,吉林,吉林,吉林市中心医院,内科,呼吸内科,主任医师,,3.1,,呼吸系统疑难重症的诊治,,,,,,,,
王宇宏,吉林,吉林,吉林市中心医院,内科,呼吸内科,主任医师,,3.3,596,肺栓塞、慢性阻塞性肺疾病、支气管哮喘、呼吸衰竭、肺部感染性疾病、ARDS、睡眠呼吸暂停、低通气综合症,"288,021次",11篇,596位,102位,107位,,,
李玉湘,吉林,吉林,吉林市中心医院,内科,呼吸内科,主任医师,教授,3.3,,呼吸系统常见病、慢性阻塞性肺疾病、慢性肺源性心脏病、支气管哮喘、支气管扩张、肺癌、胸膜炎、气胸、间质性肺疾病、肺血栓栓塞症、重症肺炎、急慢性呼吸衰竭、肺性脑病等呼吸系统疾病,,,,,,,,
徐竹森,吉林,吉林,吉林市中心医院,内科,呼吸内科,副主任医师,副教授,3.1,,,,,,,,,,
李敏,吉林,吉林,吉林市中心医院,内科,呼吸内科,主治医师,,3.1,,呼吸科常见疾病及危重疾病的诊治。如肺内感染，肺栓塞，支气管炎，肺气肿，呼吸衰竭，哮喘，支气管扩张症等,604次,0篇,0位,0位,0位,,,
刘玉文,吉林,吉林,吉林市中心医院,内科,呼吸内科,副主任医师,,3.1,,功能的检查及诊断,,,,,,,,
岳明,吉林,吉林,吉林市中心医院,内科,呼吸内科,住院医师,,3.1,,哮喘、慢阻肺、呼吸衰竭等,"6,061次",0篇,0位,0位,0位,,,
闫瑞华,吉林,吉林,吉林市中心医院,内科,呼吸内科,主治医师,,3.0,,,6次,0篇,0位,0位,0位,,,
曲淑华,吉林,吉林,吉林市中心医院,内科,呼吸内科,副主任医师,,3.0,,呼吸系统疾病更有经验，肺炎、肺源性心脏病，慢性阻塞性肺疾病,,,,,,,,
李树侠,吉林,吉林,吉林市中心医院,内科,呼吸内科,副主任医师,,3.0,,支气管哮喘、慢性阻塞性肺疾病、呼吸衰竭的治疗,,,,,,,,
段伟,吉林,吉林,吉林市中心医院,内科,呼吸内科,主治医师,,3.0,,,,,,,,,,
杨雪,吉林,吉林,吉林市中心医院,内科,呼吸内科,主治医师,,3.0,,肺部感染性疾病；气管炎、哮喘等气道疾病；肺间质纤维化等间质性肺病；肺癌等肿瘤性疾病；胸水、气胸等胸膜病；肺栓塞、肺动脉高压等肺血管疾病及睡眠呼吸障碍的治疗,,,,,,,,
冯中旭,吉林,吉林,吉林市中心医院,内科,呼吸内科,住院医师,,2.9,,,,,,,,,,
朴吉男,吉林,吉林,吉林市中心医院,内科,呼吸内科,住院医师,,2.9,,,,,,,,,,
朱白,吉林,吉林,吉林市中心医院,内科,肾内科,主任医师,教授,3.2,,中西医结合治疗各种难治性肾病及应用腹膜透析、血液透析进行肾病替代治疗；发明了慢性双卡腹膜透析管腹腔植入套管针及腹膜透析植管技术,,,,,,,,
姚秀松,吉林,吉林,吉林市中心医院,内科,肾内科,主任医师,,3.0,30,肾脏病及肾活检、肾脏病理，肾小球疾病的诊治，以及腹膜透析、血液透析,"26,752次",2篇,30位,6位,6位,,,
刘立群,吉林,吉林,吉林市中心医院,内科,肾内科,主任医师,,2.9,,泌尿系感染、急慢性肾炎、肾病综合症、肾功能衰竭、尿毒症等的诊断及治疗,"12,293次",0篇,0位,0位,0位,,,
