姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
纪勇,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.6,3,痴呆,"35,922次",0篇,3位,0位,0位,,,
刘丽萍,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.6,3,神经危重症和脑血管病,,0篇,0位,0位,0位,,,
张星虎,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.6,42,神经感染及神经免疫性疾病：各种脑炎、脑膜炎、神经系统寄生虫病、脑脓肿、多发性硬化、重症肌无力、格林－巴利综合征等,"314,116次",1篇,42位,0位,25位,,,
杨雅琴,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.6,253,"帕金森病、帕金森综合征、不宁腿综合征、特发性震颤、肌张力障碍、老年性痴呆
脑血管病、头痛、头晕","220,961次",0篇,253位,95位,99位,,,
冯涛,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,7660,帕金森病，震颤，帕金森叠加综合征，脑萎缩。,"11,316,728次",80篇,7660位,55位,207位,,,
刘茅茅,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.5,281,成人各类癫痫的诊治，评估。睡眠障碍及发作性疾病的诊断及咨询。脑血管疾病的诊治。,"162,859次",0篇,281位,141位,150位,,,
王桂红,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,280,中老年患者 表现为记忆力减退、言语障碍、迷路及精神行为障碍相关的疾病如轻度认知障碍、老年期痴呆（阿尔茨海默病、额颞叶痴呆、路易体痴呆）的临床、分子影像学（PET-CT）及基因精准诊断及治疗； 血管性痴呆的防治；脑血管病及阿尔茨海默病危险因素的筛查及预防；综合医院焦虑及抑郁的治疗,"149,431次",12篇,280位,76位,82位,,,
王新高,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,119,脑血管病，周围神经与肌肉病，脑白质病，线粒体病及颅内病变诊治不清者。,"105,995次",2篇,119位,1位,4位,,,
潘华,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,463,周围神经病及肌肉病，肉毒素治疗，面肌眼睑痉挛，Meige、痉挛性倾斜,"570,942次",0篇,463位,1位,23位,,,
张宁,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,,擅长脑血管病危险因素的评价与管理，神经系统疾病伴发的焦虑抑郁状态及相关情感障碍、睡眠障碍的诊断和治疗。,,,,,,,,
郑华光,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.5,,急性缺血性脑血管病的溶栓和血管再通治疗，病因分型和精准二级预防，青年卒中和少见原因卒中的诊治和脑血管病高危人群的综合管理等,,,,,,,,
张在强,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,267,周围神经病及肌肉病,"362,826次",1篇,267位,2位,17位,,,
吴升平,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,677,心脑血管病、眩晕、失眠、癫痫、痴呆、脑瘤、小儿神经科疾患、发热惊厥、儿童癫痫、儿童多动症、小儿脑发育迟缓。,"722,526次",0篇,677位,1位,4位,,,
王蓬莲,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,179,脑血管病、神经心理、认知功能障碍等神经内科疾病的诊断与治疗,"258,712次",0篇,179位,0位,1位,,,
廖晓凌,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,,各类脑血管病、血管性认知障碍、头晕、头痛等。,,,,,,,,
黄越,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,教授,3.5,7,神经遗传。家族性遗传性神经退行性疾病与遗传咨询。早发性帕金森病，多系统萎缩，亨廷顿舞蹈病；早发性记忆、语言和行为异常，认知障碍，痴呆；家族性海绵状血管瘤病；,"14,497次",6篇,7位,6位,6位,,,
张玉梅,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,4,脑血管病、神经心理及其它神经系统疾病,"106,593次",0篇,4位,0位,3位,,,
沈言修,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,,神经系统疑难症,,,,,,,,
朱镛连,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,,神经系统疑难病症及神经康复学，脑血管病与癫痫,,,,,,,,
龙洁,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,教授,3.5,,神经内科疾病，尤其是脑血管病、帕金森氏病及老年期痴呆等,,,,,,,,
陈启东,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.5,82,脑血管病，脑血管造影,"81,018次",0篇,82位,0位,0位,,,
鞠奕,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.5,,脑血管病的基础和临床，头晕/眩晕、头痛的诊断和治疗，重点关注良性阵发性位置性眩晕、脑血管疾病、头痛、精神心理相关头晕/眩晕的诊疗。,,,,,,,,
李志梅,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.5,1603,癫痫以及各种发作性疾病的诊断、鉴别诊断，癫痫的药物治疗以及难治性癫痫的术前评估等,"1,783,445次",1篇,1603位,56位,133位,,,
米东华,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.5,118,脑血管病诊疗，神经重症相关疾病的诊疗，脑血流监测，头痛头晕等神内常见病和疑难病的诊治。,"21,726次",0篇,118位,12位,12位,,,
李丽林,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.4,,运动障碍，神经康复，神经遗传病,,,,,,,,
李旭东,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,痴呆、帕金森病等变性疾病、睡眠行为障碍以及癫痫的诊治；运用神经心理检查、神经影像学（MRI、SPECT）以及电生理（脑电图，睡眠监测，事件相关诱发电位）等,,,,,,,,
龚浠平,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管病，经颅多普勒研究,,,,,,,,
董可辉,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.4,,脑血管疾病、颅内、外动脉狭窄内科及介入诊疗、神经内科疑难疾病,,,,,,,,
陆菁菁,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.4,156,脑血管病、头痛,"133,720次",0篇,156位,0位,3位,,,
杨中华,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管病及ICU专业,,,,,,,,
李伟,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,55,脑血管病（腔隙性脑梗死，脑白质疏松等相关脑小血管病）和神经内科疾病,"191,403次",1篇,55位,0位,2位,,,
曲辉,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,副教授,3.4,407,脑血管病、头痛等神经内科疾患,"644,030次",0篇,407位,0位,2位,,,
王伊龙,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管病的诊治,,,,,,,,
丁则昱,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
王文志,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管病、癫痫、脑外伤的诊断、预防、治疗和康复,,,,,,,,
张倩,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管疾病,"6,404次",0篇,0位,0位,0位,,,
马凌燕,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,63,帕金森、帕金森综合征，肌张力障碍，运动障碍的诊断和治疗，药物调整，帕金森病术前评估，成人抽动障碍的诊治。,"28,236次",0篇,63位,43位,44位,,,
王素香,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管病及神经系统疾病,,,,,,,,
周筠,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,65,脑血管病及其危险因素的检查和治疗。脑卒中后记忆认知、心理情感、语言吞咽功能障碍的治疗。老年记忆减退和痴呆的检查和治疗。,"111,229次",4篇,65位,0位,0位,,,
刘云,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,神经系统感染免疫性疾病，脱髓鞘，多发性硬化症，重症肌无力，脑炎，脊髓炎，脑囊虫病，视神经脊髓炎，眼肌麻痹,,,,,,,,
吴敌,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管病，脑卒中二级预防,,,,,,,,
李菁晶,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,擅长脑血管病危险因素的评价与管理，神经系统疾病伴发的焦虑抑郁及脑血管病相关情感障碍的诊断和治疗。,,,,,,,,
牛松涛,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,193,周围神经病，肌肉病，运动神经元病，线粒体病，脑血管病，脱髓鞘病，脑炎，腓骨肌萎缩症等遗传代谢病,"333,030次",0篇,193位,10位,22位,,,
冀瑞俊,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,,,,,,,,,
张彤,北京,丰台,北京天坛医院,内科,神经病学中心,主任医师,,3.4,,脑血管疾病、颅内、外动脉狭窄内科治疗、神经内科疑难疾病,,,,,,,,
方瑞乐,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管疾病,,0篇,0位,0位,0位,,,
吕瑞娟,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,2,癫痫及发作性疾病；睡眠障碍；愣神；意识丧失及四肢抽搐；头痛、头晕,,0篇,0位,1位,1位,,,
刘君,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,883,头痛、头晕、睡眠障碍、神经痛、神经系统感染免疫性疾病，更年期综合症及更年期、老年期焦虑抑郁状态，脑血管病，癫痫、震颤及帕金森病等神经系统疾病,"550,615次",0篇,883位,0位,3位,,,
陈彬,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,455,肌肉病、周围神经病和遗传代谢性疾病诊治以及神经肌肉病理的研究,"527,288次",3篇,455位,0位,7位,,,
王小明,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,副研究员,3.4,79,失眠症、焦虑症、抑郁症、强迫症、精神障碍、学生学习问题、老年性痴呆、脑外伤后遗症等疾病的诊治,"105,947次",0篇,79位,0位,0位,,,
柴滨,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,187,治疗头晕、记忆功能障碍、脑血管疾病,"346,458次",0篇,187位,16位,32位,,,
张小英,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,355,善于对神经内科疾病进行综合诊治，对疑难病例常取得疗效。诊治疾病有1）神经变性病：帕金森病、帕金森病综合症、痴呆、小脑萎缩和多系统萎缩；2)脑血管病：多发性脑梗死、微循环障碍、血管性痴呆；3）运动障碍疾病：肌张力障碍、不自主运动、抽动症、舞蹈症等；4）其他神经内科疾病：焦虑抑郁状态、失眠、头痛、头晕、神经内分泌紊乱、神经系统炎症和脱髓鞘病、周围神经病等。,"139,271次",0篇,355位,0位,1位,,,
窦林森,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,36,微创治疗高血压性脑出血，各种头面痛及难治性癫痫,"88,252次",0篇,36位,0位,2位,,,
马锐华,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管病的诊治,,,,,,,,
李轶,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,头面痛，脑血管病,,,,,,,,
王化冰,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,副教授,3.4,112,擅长重症肌无力 多发性硬化 视神经脊髓炎 颅内感染和焦虑抑郁的治疗,,0篇,0位,52位,59位,,,
周衡,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,162,神经免疫性疾病、神经感染性疾病、脱髓鞘病、颅内感染,"265,014次",0篇,162位,0位,10位,,,
崔韬,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,138,癫痫、睡眠障碍、神经内科疾病,"113,199次",3篇,138位,24位,28位,,,
杜万良,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管疾病、颅内、外动脉狭窄内科治疗、神经内科疑难疾病,,,,,,,,
翦凡,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
刘艳芳,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管病等,"7,144次",0篇,0位,0位,0位,,,
马越涛,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,69,多发性硬化、视神经脊髓炎等中枢神经系统脱髓鞘性疾病，以及自身免疫性脑炎、中枢神经系统血管炎、重症肌无力等。,"57,837次",0篇,69位,5位,5位,,,
秦海强,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
宋新杰,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
温淼,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
于学英,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管病,,,,,,,,
张亚清,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,1,,"26,575次",0篇,1位,0位,0位,,,
赵纯,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.4,,,,,,,,,,
李子孝,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
王展,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,165,帕金森病，头痛，头晕，睡眠障碍，神经内科常见疾病，多系统萎缩，痴呆，DBS术后程控，DBS术前评估，脑血管病，蛛网膜下腔出血，脑出血，脑梗死，脑炎，脑膜炎,"302,658次",0篇,165位,7位,9位,,,
王琰,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,头晕、脑血管病等,,,,,,,,
王雪梅,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,11,帕金森病，老年痴呆、不安腿综合征等神经变性病的药物治疗。,"37,057次",0篇,11位,10位,11位,,,
贾茜,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
孟霞,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
李娜,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑血管病，头晕眩晕等相关疾病诊断,"11,892次",0篇,0位,0位,0位,,,
熊云云,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,脑卒中，痴呆,"9,325次",0篇,0位,0位,0位,,,
吴建维,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,讲师,3.4,13,头晕，头痛，失眠，癫痫，帕金森，脑血管病及其危险因素的预防和治疗。,"10,225次",0篇,13位,0位,0位,,,
徐望舒,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
王文娟,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
许杰,北京,丰台,北京天坛医院,内科,神经病学中心,副主任医师,,3.4,,,,,,,,,,
王静,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
安媛,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,58,"脑血管病，糖尿病性周围神经病，腕管综合症，睡眠障碍
双手或单手麻木，双侧下肢麻木，疼痛或其他感觉异常（ 发凉，疲乏感，烧灼感 ）","73,253次",0篇,58位,35位,40位,,,
曹京波,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,16,脑血管病,"34,104次",0篇,16位,0位,0位,,,
黄秋杰,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,72,焦虑 抑郁，头晕头痛，脑外伤后综合症，脑血管病,"92,531次",0篇,72位,1位,1位,,,
史伟雄,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
吴青,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
杨学军,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
陈超,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,25,癫痫及各种发作性疾病的诊治。脑血管病的诊治。,"40,409次",0篇,25位,14位,15位,,,
芦林龙,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,帕金森病及综合征，各种痴呆,"20,421次",0篇,0位,0位,0位,,,
宋田,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
唐鹤飞,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,1,神经、肌肉、遗传疾病,"15,125次",0篇,1位,0位,0位,,,
魏娜,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
闫婧,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
于丹丹,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
朱飞,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,3,各类型癫痫的诊治等,"8,036次",0篇,3位,0位,0位,,,
邹昕颖,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,4,脑血管病等,"7,267次",0篇,4位,0位,0位,,,
张长青,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
张贵丽,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,1,认知障碍性疾病，阿尔茨海默症，痴呆，脑血管疾病等,,0篇,1位,0位,0位,,,
李承玉,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,癫痫及发作性疾病,,,,,,,,
任洁钏,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,,,,,,,,,
邱新颖,北京,丰台,北京天坛医院,内科,神经病学中心,主治医师,,3.3,,脑血管疾病、颅内、外动脉狭窄内科治疗、神经内科疑难疾病,,,,,,,,
林金嬉,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,,,,,,,,,
朱梅芳,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,运用精神分析、认知行为、人本主义等技术和方法进行自我探索，对于原发或躯体疾病伴发的抑郁、焦虑情绪、失眠、个人成长、压力调节、人际关系、婚姻情感等问题开展心理治疗,,,,,,,,
荆京,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,,,,,,,,,
李姝雅,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,,,,,,,,,
蒋莹,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,帕金森,"3,862次",0篇,0位,0位,0位,,,
戴昰旭,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,142,脑血管病、头晕、头痛等神经内科常见疾病的诊治,"27,984次",2篇,142位,0位,0位,,,
王恒恒,北京,丰台,北京天坛医院,内科,神经病学中心,住院医师,,3.1,,,473次,0篇,0位,0位,0位,,,
陈步星,北京,丰台,北京天坛医院,内科,心内科,主任医师,,2.9,2,各种类型冠心病无创和有创检查技术,"46,369次",0篇,2位,0位,0位,,,
金泽宁,北京,丰台,北京天坛医院,内科,心内科,主任医师,,3.5,1,冠心病，心律失常，先心病,"35,477次",0篇,1位,0位,1位,,,
郗永安,北京,丰台,北京天坛医院,内科,心内科,主任医师,教授,3.3,,高血压病、冠心病、高脂血症、心律失常及其他心血管疾病的诊断与治疗,,,,,,,,
杜凤和,北京,丰台,北京天坛医院,内科,心内科,主任医师,教授,3.2,,冠心病、心肌病、高血压、心律失常、心力衰竭、瓣膜病等的诊治，心血管疾病的介入治疗,,,,,,,,
付强,北京,丰台,北京天坛医院,内科,心内科,主任医师,,3.2,254,“脑心共患”疾病，特别是卵圆孔未闭相关疾病(青年不明原因卒中，偏头痛，不明原因晕厥)，和其他先天性心脏病（房间隔缺损，动脉导管未闭，室间隔缺损）以及先天性肺动静脉瘘的介入诊疗及临床研究。,"51,171次",16篇,254位,208位,221位,,,
杨红廉,北京,丰台,北京天坛医院,内科,心内科,主任医师,副教授,3.1,,心内科常见疾病：冠心病、高血压、高血脂、心力衰竭的诊断和治疗。尤其擅长高血压病的药物治疗,,,,,,,,
王捷,北京,丰台,北京天坛医院,内科,心内科,主任医师,副教授,3.1,,心脏影像诊断、高血压、冠心病心律失常的诊治,,,,,,,,
徐秀英,北京,丰台,北京天坛医院,内科,心内科,主任医师,教授,3.1,,心血管内科疾病(尤其在高血压、心力衰竭、冠心病药物治疗领域)的诊断、治疗,,,,,,,,
穆利英,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,3.0,43,高血压、冠心病、心肌病、心脏瓣膜病等心内科常见、多发疾病的诊治,"14,581次",5篇,43位,40位,40位,,,
田俊萍,北京,丰台,北京天坛医院,内科,心内科,主任医师,副教授,3.0,,,,,,,,,,
徐晓薇,北京,丰台,北京天坛医院,内科,心内科,主任医师,,3.0,,高血压、冠心病、心力衰竭、心律失常、瓣膜病等疾病的临床诊治,,,,,,,,
李晶玮,北京,丰台,北京天坛医院,内科,心内科,主任医师,,3.0,,心血管专业各种疾病诊治,,,,,,,,
李晶津,北京,丰台,北京天坛医院,内科,心内科,住院医师,,3.0,1,冠心病,"6,383次",0篇,1位,0位,0位,,,
郭彩霞,北京,丰台,北京天坛医院,内科,心内科,副主任医师,副教授,2.9,,,,,,,,,,
冯伟捷,北京,丰台,北京天坛医院,内科,心内科,主任医师,,2.8,,核医学对心肌缺血的诊断及高血压、血脂异常的治疗,,,,,,,,
张彤,北京,丰台,北京天坛医院,内科,心内科,主任医师,,2.8,,心血管疾病,,,,,,,,
李群,北京,丰台,北京天坛医院,内科,心内科,主任医师,,2.8,,心脏影像学诊断和高血压、高脂血症、冠心病、心律失常、心力衰竭等心血管疾病的诊治,,,,,,,,
余婷,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,心血管疾病,,,,,,,,
李恬,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,各种内科疾病的诊断、治疗，尤其是在心血管疾病和同时患有多种疾病的诊断、治疗具有丰富的临床经验,,,,,,,,
宋柯,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,心脏介入、心脏起搏器、心律失常,"15,190次",0篇,0位,0位,0位,,,
刘金,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,高血压、冠心病、心律失常、心力衰竭等心血管疾病,,,,,,,,
丁顺晶,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,,,,,,,,
马岩,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,,,,,,,,
樊昕,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,,,,,,,,
王晓岩,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,,,,,,,,
龚洪涛,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,5次,0篇,0位,0位,0位,,,
王凌鹏,北京,丰台,北京天坛医院,内科,心内科,副主任医师,,2.8,,,,,,,,,,
胡宏宇,北京,丰台,北京天坛医院,内科,心内科,主治医师,,2.8,1,冠心病介入，急性心梗,"17,996次",0篇,1位,0位,0位,,,
姜悦,北京,丰台,北京天坛医院,内科,心内科,主治医师,,2.8,,,,,,,,,,
王蕊,北京,丰台,北京天坛医院,内科,心内科,主治医师,,2.8,,,,,,,,,,
赵敏,北京,丰台,北京天坛医院,内科,心内科,主治医师,,2.8,,,,,,,,,,
林晖,北京,丰台,北京天坛医院,内科,心内科,副主任技师,,2.7,,,,,,,,,,
郭晓彬,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
陈艳雪,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
魏欣,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
陈威,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
赵黎佳,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
王佳玉,北京,丰台,北京天坛医院,内科,心内科,住院医师,,2.7,,,,,,,,,,
徐有青,北京,丰台,北京天坛医院,内科,消化内科,主任医师,教授,3.4,,胃、肠镜及超声内镜的诊断及治疗,,,,,,,,
崔培林,北京,丰台,北京天坛医院,内科,消化内科,主任医师,教授,3.3,21,消化内镜治疗、消化系统疾病诊治,"81,016次",2篇,21位,0位,1位,,,
梁丕霞,北京,丰台,北京天坛医院,内科,消化内科,主任医师,教授,3.2,,应激性溃疡、上消化道出血、急性胰腺炎合并器官损伤,,,,,,,,
张辉,北京,丰台,北京天坛医院,内科,消化内科,主治医师,,3.1,,,22次,0篇,0位,0位,0位,,,
于新颖,北京,丰台,北京天坛医院,内科,消化内科,主治医师,,3.1,,,9次,0篇,0位,0位,0位,,,
