姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
韩晓宁,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,129,专业从事心血管危重症疾病诊治工作。参与全科医生教学管理，对高血压、心力衰竭等慢性疾病管理经验丰富，擅长个体化治疗和全身心健康管理。妊娠合并心血管疾病,"56,233次",1篇,129位,50位,50位,,,
褚松筠,北京,西城,北京大学第一医院,内科,心血管内科,主任医师,,3.4,13,心律失常，起搏器与射频消融，心力衰竭器械治疗,"21,060次",0篇,13位,0位,0位,,,
丁燕生,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,副研究员,3.4,54,心律失常，心动过速的射频消融治疗,"120,292次",0篇,54位,0位,0位,,,
刘琳,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,,心力衰竭、高血压、冠心病的诊治及超声心动图,,,,,,,,
刘兆平,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,讲师,3.4,64,冠心病、冠脉介入治疗,"205,099次",3篇,64位,0位,2位,,,
于扬,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,,高血压、冠心病、心力衰竭，超声心动图检查诊断,,,,,,,,
杨颖,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,,各种疑难心脏疾病与复杂先天性心脏病的超声心动图诊断,,,,,,,,
李康,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,,心律失常心脏起搏与电生理心力衰竭高血压,,,,,,,,
贺鹏康,北京,西城,北京大学第一医院,内科,心血管内科,副主任医师,,3.4,,房颤、左心耳封堵、各类心律失常,,,,,,,,
夏驭龙,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.4,26,心内科常见病，心律失常，心肌病,"19,894次",0篇,26位,6位,8位,,,
施秋萍,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.4,36,高血压、冠心病、高血脂、心律失常、心衰,"16,373次",0篇,36位,4位,4位,,,
易铁慈,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,25,冠心病及介入治疗，先天性心脏病及介入治疗，肺高压及肺循环介入治疗,"37,949次",6篇,25位,6位,9位,,,
张斌,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,5,冠心病，支架植入术后管理，支架内再狭窄，高血压，心衰，心律失常等疾病的诊治,"3,126次",0篇,5位,0位,0位,,,
周荣彦,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,高血压，冠心病，心血管内科疾病,,,,,,,,
高澜,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,高血压、冠心病、超声心动判读,,,,,,,,
杨洋,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,心肌病、心肌炎、结构性心脏病,,,,,,,,
王春燕,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,高血压、高脂血症、冠心病,,,,,,,,
王洁,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,4,高血压、心肌病,"8,146次",0篇,4位,4位,4位,,,
陈尔冬,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,各类心律失常疾病，心电图识别,"17,075次",0篇,0位,0位,0位,,,
赵静,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,2,高血压，高脂血症管理,"24,953次",0篇,2位,0位,0位,,,
李昱熙,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,心血管内科疾病,"12,695次",0篇,0位,0位,0位,,,
王智,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,80,心肌肥厚，淀粉样变性,"101,744次",0篇,80位,0位,0位,,,
杨帆,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,冠心病、高血压,,,,,,,,
莫合塔伯尔·莫敏,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,53,高血压，高血脂，冠心病的预防及诊疗,"39,363次",0篇,53位,12位,12位,,,
张龙,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,7,冠心病，高血压，心衰，心律失常等疾病的诊治,"4,338次",0篇,7位,2位,2位,,,
刘胜聪,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,,"2,283次",0篇,0位,0位,0位,,,
翁浩宇,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,,,"2,074次",0篇,0位,0位,0位,,,
胡丽华,北京,西城,北京大学第一医院,内科,心血管内科,主治医师,,3.3,1,,"1,526次",0篇,1位,0位,0位,,,
邱林,北京,西城,北京大学第一医院,内科,心血管内科,住院医师,,3.2,1,"心血管内科常见疾病，高血压，高脂血症的诊断和治疗
结构性心脏病：先心病，瓣膜病","12,954次",0篇,1位,0位,0位,,,
金汉,北京,西城,北京大学第一医院,内科,心血管内科,住院医师,,3.1,894,心律失常，永久起搏器植入，心衰器械治疗。,"84,815次",2篇,894位,0位,0位,,,
杨莉,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,,肾小管间质性肾病，药物性肾损害,,,,,,,,
赵明辉,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,,肾小球疾病的诊断与治疗，自身免疫性疾病肾损害，包括 ANCA相关小血管炎，抗肾小球基底膜病，狼疮肾炎和血栓性微血管病,,,,,,,,
许戎,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,讲师,5.0,10207,各种急性和慢性肾炎，急性和慢性肾衰竭，尿毒症，血液透析，腹膜透析，肾穿刺活检，临时和长期血透导管，动静脉内瘘手术。,"4,627,850次",3篇,10207位,3320位,3346位,4,3886例,2914例
刘立军,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,副教授,4.9,5632,IgA肾病，肾病综合征，慢性肾炎，血液透析通路，等急，慢性肾脏疾病的诊断治疗。,"1,898,083次",2篇,5632位,2737位,2758位,4,3071例,2420例
周福德,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,副教授,4.6,26143,急慢性肾衰竭、肾病综合征、膜性肾病、IgA肾病、肾小球微小病变等肾小球疾病、汞中毒相关性肾小球病、乙型肝炎病毒相关性肾炎、恶性高血压、有肾脏意义的单克隆免疫球蛋白血症（MGRS）,"38,850,293次",49篇,26143位,5040位,5373位,4,6003例,3935例
刘莉,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,,4.2,1927,慢性肾脏病与维持性血液透析患者的治疗与管理，包括慢性肾炎、血尿、蛋白尿、肾病综合征，膜性肾病、肾性贫血、肾性骨病、严重甲旁亢、钙磷代谢紊乱。,"892,068次",7篇,1927位,801位,818位,3,861例,696例
苏涛,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副教授,3.9,630,急性肾损伤，慢性肾衰竭，特殊疾病病种包括急性间质性肾炎，TINU综合征，IgG4肾病等。,"1,069,608次",0篇,630位,184位,203位,2,211例,150例
周绪杰,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副研究员,3.9,392,IgA肾病 遗传性肾脏病 膜性肾病 狼疮性肾炎 肾小球肾炎 急性肾损伤 慢性肾脏病,"69,762次",4篇,392位,210位,210位,3,241例,174例
杨志凯,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,讲师,3.8,611,"1，常见肾脏病（血尿、蛋白尿、水肿，血肌酐升高，肾小球肾炎，高血压）
2，慢性肾脏病及并发症，包括高磷血症、肾性贫血、肾性高血压、电解质酸碱紊乱
3，肾脏替代治疗，包括透析方式选择，血液透析、腹膜透析。尤其是腹透治疗与管理。","279,729次",32篇,611位,381位,381位,,,
师素芳,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副教授,3.7,383,IgA肾病，膜性肾病，自身免疫性肾小球病等慢性肾脏病的诊治,"175,946次",0篇,383位,131位,142位,,,
谭颖,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,讲师,3.7,493,狼疮肾炎 血栓性微血管病 慢性肾脏病 血液透析,"272,631次",2篇,493位,162位,166位,3,160例,136例
李志盈,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.7,102,,"18,291次",0篇,102位,62位,62位,2,58例,52例
陈旻,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,,自身免疫性疾病肾损害，包括系统性血管炎、狼疮肾炎等,,,,,,,,
吕继成,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,267,遗传性肾脏病，IgA肾病,"301,222次",0篇,267位,4位,27位,,,
张宏,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,,常见肾脏病IgA肾病和遗传性肾脏疾病的诊断治疗,,,,,,,,
陈育青,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.6,231,IgA肾病，肾功能不全，高尿酸血症，遗传性肾脏病，血液透析,"225,477次",0篇,231位,32位,47位,,,
董捷,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,75,肾炎，肾病综合征，高血压和糖尿病相关肾病，慢性肾间质小管病，急性和慢性肾衰竭，血液透析，腹膜透析，肾移植后,"133,542次",0篇,75位,1位,2位,,,
李晓玫,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,,肾性高血压，肾间质、肾小管疾病，急性肾衰,,,,,,,,
张路霞,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,,慢性肾脏病、肾动脉狭窄,,,,,,,,
刘刚,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,,肾淀粉样变性病、糖尿病肾病、膜性肾病、FSGS等,,,,,,,,
王玉,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,32,慢性肾炎，高血压，肾小球疾病，电解质紊乱,"41,807次",0篇,32位,0位,1位,,,
孟立强,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副研究员,3.5,265,肾病综合征、肾小管间质病、慢性肾炎、肾性高血压、慢性肾脏病,"397,092次",0篇,265位,0位,18位,,,
于峰,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,副教授,3.5,,自身免疫性肾脏疾病，特别是狼疮性肾炎及ANCA相关小血管炎肾损害,,,,,,,,
程叙扬,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副教授,3.5,511,慢性肾炎，肾病综合征，急性肾功能衰竭。慢性肾功能不全的治疗，血液净化；维持性血液透析病人的治疗与管理，危重病人的慢性持续性肾脏替代治疗与抢救，血浆净化治疗，血液透析血管通路。,"401,684次",0篇,511位,128位,151位,,,
王芳,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副教授,3.5,55,原发性肾小球肾炎 肾病综合征 慢性肾衰竭,"31,662次",0篇,55位,23位,24位,,,
崔昭,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,教授,3.5,494,"慢性肾炎，肾病，膜性肾病、微小病变肾病、局灶节段肾小球硬化症FSGS，等
急性肾衰竭，抗肾小球基底膜病、小血管炎、狼疮性肾炎，等","650,500次",0篇,494位,2位,8位,,,
金其庄,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,讲师,3.5,,血液透析、血液透析的血管通路、危重症肾脏病,,,,,,,,
刘玉春,北京,西城,北京大学第一医院,内科,肾病内科,主任医师,,3.4,28,各类肾脏疾病的诊治，各种原发和继发肾小球疾病的诊治，间貭小管病，危重肾脏病的抢救、疑难肾脏病的诊断和治疗,"26,222次",0篇,28位,0位,0位,,,
徐大民,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,,3.4,117,肾小球肾炎肾炎、肾病综合征、IgA肾病、膜性肾病、高血压肾病、慢性肾脏病等疾病的诊治。,"50,188次",0篇,117位,8位,8位,,,
张宜苗,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,,3.4,91,肾脏疾病 肾炎 肾小球疾病 慢性肾脏病,"81,117次",0篇,91位,12位,17位,,,
王鑫,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,,3.4,45,肾病,"46,662次",0篇,45位,1位,1位,,,
喻小娟,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,,3.4,10,肾小球肾炎、肾脏病理、单克隆免疫球蛋白血症相关肾脏损害、C3肾小球病、血栓性微血管病,"35,372次",0篇,10位,0位,0位,,,
高碧霞,北京,西城,北京大学第一医院,内科,肾病内科,副主任医师,副教授,3.4,24,慢性肾脏病、糖尿病肾病肾炎,"25,256次",0篇,24位,0位,1位,,,
马甜甜,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.4,17,急、慢性肾小球肾炎、肾病综合征、肾功能衰竭等泌尿系统疾病的诊治,"16,065次",0篇,17位,4位,4位,,,
常冬元,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,19,糖尿病肾病 自身免疫肾脏病,"6,621次",0篇,19位,9位,9位,,,
郑茜子,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,1,慢性肾脏病,"19,416次",0篇,1位,0位,1位,,,
胡楠,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,,,,,,,,,,
侯婉音,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,118,慢性肾炎，糖尿病肾病，透析咨询，横纹肌溶解，血尿，蛋白尿,"7,155次",0篇,118位,6位,6位,,,
李阳,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,17,遗传性肾脏病,"7,436次",0篇,17位,1位,1位,,,
贾晓玉,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,,,,,,,,,,
杨宏宇,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.3,1,,133次,0篇,1位,0位,0位,,,
张鑫,北京,西城,北京大学第一医院,内科,肾病内科,住院医师,,3.1,66,慢性肾脏疾病，肾小球肾炎，单克隆免疫球蛋白肾损害,"29,339次",0篇,66位,2位,2位,,,
尹彦琪,北京,西城,北京大学第一医院,内科,肾病内科,主治医师,,3.1,3,血管通路（动静脉内瘘、人工血管、透析导管等）的制作与维护，肾脏替代治疗（血液透析、腹膜透析），急慢性肾脏病,532次,0篇,3位,0位,0位,,,
楚红,北京,西城,北京大学第一医院,内科,肾病内科,,,3.1,,,,,,,,,,
张宇慧,北京,西城,北京大学第一医院,内科,肾病内科,住院医师,,3.1,,,,,,,,,,
虢晶翠,北京,西城,北京大学第一医院,内科,肾病内科,,,3.1,,,,,,,,,,
谭萌,北京,西城,北京大学第一医院,内科,肾病内科,,,3.1,,,,,,,,,,
赵酉璐,北京,西城,北京大学第一医院,内科,肾病内科,住院医师,,3.1,1,慢性肾小球肾炎，慢性肾功能衰竭，肾病综合征等疾病的诊治,"2,405次",0篇,1位,0位,0位,,,
王朝霞,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.6,23,神经内科疾病，神经遗传病，线粒体病,"133,858次",0篇,23位,1位,11位,,,
袁云,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.9,10101,神经肌肉病和遗传性脑血管病,"19,180,595次",207篇,10101位,145位,750位,3,2252例,1926例
高枫,北京,西城,北京大学第一医院,内科,神经内科,主任医师,副教授,3.6,736,神经免疫学疾病（包括多发性硬化症、重症肌无力、多发性肌炎、视神经脊髓炎、免疫性周围神经病、自身免疫性脑炎、副肿瘤综合征等）、脑血管病、肌肉病。,"683,368次",6篇,736位,30位,36位,,,
黄一宁,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.6,37,神经系统急重疾病和疑难疾病的诊治，特别是在脑血管病诊断和处理上有很深的造诣,"23,340次",0篇,37位,0位,0位,,,
张巍,北京,西城,北京大学第一医院,内科,神经内科,主任医师,副教授,3.6,667,周围神经（免疫性、中毒代谢性和遗传性周围神经病等）、肌肉病（炎性、代谢性、遗传性肌病以及肌营养不良等）、运动神经元病等的临床诊断以及病理诊断,"513,758次",0篇,667位,21位,42位,,,
孙永安,北京,西城,北京大学第一医院,内科,神经内科,主任医师,副教授,3.6,107,记忆障碍、痴呆、脑血管病，脑寄生虫病，帕金森病等神经系统疑难重症疾病,"226,713次",51篇,107位,3位,3位,,,
刘凤君,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,156,"成人神经科（18岁以上），
神经内科疾病，脑血管病，癫痫及发作性疾病。头痛，头晕，眩晕，偏身麻木，偏瘫，面瘫，睡眠障碍，发作性运动障碍，","63,105次",0篇,156位,52位,52位,,,
吕志勤,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,4765,神经系统疑难病，尤其是脑血管病，脊髓病，神经变性病及心理疾病。,"7,917,582次",99篇,4765位,305位,327位,,,
孙伟平,北京,西城,北京大学第一医院,内科,神经内科,主任医师,副教授,3.5,7,脑血管病，脑血管狭窄介入诊治，偏头痛，吞咽困难,"45,397次",0篇,7位,0位,0位,,,
贾志荣,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,,脑血管病性痴呆及周围神经病,,,,,,,,
李越星,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,副教授,3.5,178,神经病学和神经肌肉病学,"69,946次",0篇,178位,107位,107位,,,
赵桂萍,北京,西城,北京大学第一医院,内科,神经内科,主任医师,副教授,3.5,155,神经病学，脑血管病，眩晕，头晕，神经平衡障碍疾病,"56,346次",0篇,155位,0位,0位,,,
王薇薇,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,,"癫痫,脑血管病",,,,,,,,
孙相如,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,,处理神经科疑难问题；神经系统疾病、肌病、周围神经病的治疗；帕金森肌肉病,,,,,,,,
吴逊,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.5,,治疗癫痫及其他发作性神经系统疾病，癫痫的脑电图、诱发电位、单光子断层扫描,,,,,,,,
王荫华,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.4,,临床神经心理学、神经病学、老年医学和神经康复医学,,,,,,,,
高惠珍,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.4,,脑血管病，疑难病，脊髓疾病，锥体外系统疾病，神经-肌肉病以及急危重症病的诊断治疗,,,,,,,,
吴丽娟,北京,西城,北京大学第一医院,内科,神经内科,主任医师,教授,3.4,,治疗神经肌肉病，如进行性肌营养不良、多发性肌炎、线粒体肌病、肌萎缩侧索硬化、多神经炎等；神经疾病疑难杂症,,,,,,,,
孙葳,北京,西城,北京大学第一医院,内科,神经内科,主任医师,,3.4,494,脑血管病，帕金森病，震颤，痴呆，记忆力下降。擅长各种脑血管病，脑动脉粥样硬化和脑血管狭窄、心源性脑栓塞、腔隙性脑梗死、青年卒中患者的诊治，少见原因或不明原因的脑血管病病因查找；擅长神经血管影像、颈部血管彩超和经颅多普勒超声（TCD）、微栓子和脑血流监测，帮助确定卒中发病机制；帕金森病和帕金森综合征、震颤、痴呆、失语的诊治。,"995,844次",16篇,494位,0位,3位,,,
郭小明,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.4,187,失眠等各种类型睡眠障碍、抑郁焦虑、神经衰弱、植物神经功能紊乱，心理因素相关的心悸、憋气、头晕头痛、腹部不适等各种躯体不适。,"80,916次",1篇,187位,55位,55位,,,
吕鹤,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.3,,擅长肌肉病及周围神经病的治疗.,,,,,,,,
黄世昌,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,副教授,3.3,42,治疗脑血管病（预警，预测，提前干预，系统治疗，预防复发等）及躯体形式障碍等情绪性疾病；焦虑，抑郁，失眠，神衰综合征，躯体各种无名疼痛和功能障得以及头痛、面部三叉神经疼痛、颈部疼痛综合征；更年期综合征，老年神经损害疾病等神内系统疾病。,"20,791次",0篇,42位,7位,7位,,,
白静,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.3,,记忆障碍，老年期痴呆，脑血管病，诊治阿尔茨海默病、血管性痴呆等老年期痴呆和轻度认知障碍,,,,,,,,
刘冉,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,副教授,3.3,,脑血管病,,,,,,,,
孙云闯,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.2,71,记忆障碍，痴呆，帕金森综合征等神经系统退行性疾病,"77,657次",3篇,71位,6位,6位,,,
郑艺明,北京,西城,北京大学第一医院,内科,神经内科,主治医师,,3.2,87,肌炎和重症肌无力诊断和治疗。脑血管病，周围神经病，肌营养不良等。,"85,429次",19篇,87位,3位,3位,,,
俞敏萱,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,副教授,3.2,42,神经内科常见病、多发病的诊断、治疗，识别和治疗各种焦虑抑郁引起的躯体化症状，脑血管病及其他神经系统疾病引起的躯体化症状、老年抑郁、失眠和认知障碍的治疗,"106,007次",3篇,42位,0位,1位,,,
陈静,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.2,18,帕金森病、神经内科疾病,"8,617次",0篇,18位,6位,6位,,,
彭清,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.2,,脑血管病,"16,698次",0篇,0位,0位,0位,,,
李凡,北京,西城,北京大学第一医院,内科,神经内科,主治医师,,3.2,2,直立不耐受及自主神经相关疾病的诊断及治疗,"39,886次",0篇,2位,0位,0位,,,
刘旸,北京,西城,北京大学第一医院,内科,神经内科,副主任医师,,3.2,,对神经系统常见疾病多发病的诊治、特别是对癫痫的诊治有一定的经验,,,,,,,,
舒俊龙,北京,西城,北京大学第一医院,内科,神经内科,主治医师,,3.2,457,脑血管病（脑梗死、脑出血、脑血管畸形、脑血管狭窄、脑供血不足等）,"578,090次",4篇,457位,9位,9位,,,
邢海英,北京,西城,北京大学第一医院,内科,神经内科,主治医师,,3.1,,脑血管病及狭窄诊断和治疗、颈部动脉彩超和TCD,,,,,,,,
孟令超,北京,西城,北京大学第一医院,内科,神经内科,主治医师,讲师,3.1,120,神经内科常见病（脑血管病、脑卒中等）、运动神经元病、周围神经病、重症肌无力、肌肉病等,"212,827次",20篇,120位,0位,0位,,,
冷颖琳,北京,西城,北京大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
魏路华,北京,西城,北京大学第一医院,内科,神经内科,主治医师,,3.1,2,,"1,092次",0篇,2位,0位,0位,,,
郝洪军,北京,西城,北京大学第一医院,内科,神经内科,主任技师,,3.1,,神经免疫性相关疾病、神经系统炎症及感染疾病、周围神经及神经肌肉接头相关疾病、神经变性疾病、脑血管病等应用基础及实验检验诊断学,,,,,,,,
俞萌,北京,西城,北京大学第一医院,内科,神经内科,住院医师,,3.1,,常见神经内科疾病,"6,975次",0篇,0位,0位,0位,,,
金海强,北京,西城,北京大学第一医院,内科,神经内科,,,3.1,,,,,,,,,,
刘梅林,北京,西城,北京大学第一医院,内科,老年病内科,主任医师,教授,3.4,,老年人心血管疾病的临床及冠心病的介入治疗。在高血压、血脂异常等领域有较深造诣,,,,,,,,
祁芸芸,北京,西城,北京大学第一医院,内科,老年病内科,主任医师,教授,3.4,,"心血管,老年病,超声心动图",,,,,,,,
田清平,北京,西城,北京大学第一医院,内科,老年病内科,副主任医师,副教授,3.3,81,心血管系统疾病、冠心病、高血压、血脂异常等疾病,"311,033次",0篇,81位,0位,0位,,,
