姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
金丽日,北京,东城,北京协和医院,内科,神经科,主任医师,副教授,3.6,209,癫痫及神经系统发作性疾病、难治性癫痫综合管理、癫痫外科治疗的术前评估,"67,438次",1篇,209位,0位,1位,,,
吴立文,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.6,,癫痫及各种发作性疾患、难治性癫痫术前评估及术后随诊,,,,,,,,
关鸿志,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.6,298,脑炎、自身免疫性脑炎、边缘性脑炎、抗NMDA受体脑炎、脑膜炎、淀粉样变性周围神经病、神经系统肿瘤与副肿瘤综合征,"1,166,817次",31篇,298位,2位,47位,,,
高晶,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.6,49,痴呆与认知障碍：记忆、语言障碍、视空间障碍等；白质脑病；脑病理诊断（非肿瘤）；脑血管病以及自身免疫性脑炎等,"254,575次",1篇,49位,0位,5位,,,
倪俊,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.6,26,"脑血管病：脑淀粉样血管病，甲亢合并脑血管病，烟雾综合征，脑静脉窦血栓形成等
神经系统疑难病、系统性疾病神经系统受累等","106,593次",0篇,26位,0位,3位,,,
刘明生,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,291,各种神经系统常见病、疑难病。以肌肉无力、萎缩、肌肉跳动、肢体麻木、疼痛等为主要表现的各种疾病，包括运动神经元病，颈椎病、腰椎病、臂丛神经炎、各种周围神经病变（如腕管综合征、肘管综合征、糖尿病周围神经病、格林巴利综合征，遗传性周围神经病、风湿病相关周围神经病、POEMS综合征等M蛋白相关周围神经病、面神经炎、各种神经痛等），以及重症肌无力、周期性瘫痪、肌炎、肌营养不良等。擅长以肌电图技术联合神经超声技术对疾病进行诊断。,"538,626次",0篇,291位,2位,37位,,,
管宇宙,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,2494,神经系统常见疾病的诊断治疗和随访。神经肌肉病的诊断治疗和随访。肌电图和诱发电位的临床应用。,"3,601,705次",0篇,2494位,16位,323位,,,
刘秀琴,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,248,不同类型的癫痫及癫痫综合征的诊治，难治性癫痫的药物治疗和术前评估及临床脑电图,"52,995次",0篇,248位,0位,0位,,,
郭玉璞,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,,应用神经病理、肌病病理和周围神经病理诊断和治疗神经系统疾病,,,,,,,,
张振馨,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,,语言障碍、神经流行病学，帕金森病及痴呆,,,,,,,,
朱以诚,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,11,脑血管病，遗传性脑血管病，脑小血管病，静脉窦血栓形成，青年卒中，血管性帕金森，帕金森综合征，血管性认知功能障碍,"82,456次",0篇,11位,1位,7位,,,
郝红琳,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.5,306,帕金森病、记忆力下降、老年痴呆、睡病眠障碍病如发作性睡病，快速眼动期睡眠行为障碍，不安腿、周期性腿动等。,"284,914次",1篇,306位,4位,10位,,,
王含,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.5,1386,帕金森病各个时期的治疗，各种不典型帕金森（如多系统萎缩、进行性核上性麻痹、继发性帕金森综合征等）的鉴别诊断和治疗，震颤，不安腿综合征等。,"2,110,306次",29篇,1386位,77位,114位,,,
陈琳,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,,周围神经病、神经肌肉病,,,,,,,,
汤晓芙,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,,肌电图、神经电图及脑诱发电位方面,,,,,,,,
徐蔚海,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.5,192,疑难脑卒中，青年卒中，中枢神经系统疾病疑难疾病，头晕，头痛，癫痫，帕金森病，痴呆和其他危重神经系统疾病,"149,984次",10篇,192位,0位,1位,,,
李舜伟,北京,东城,北京协和医院,内科,神经科,主任医师,教授,3.7,,脑血管病、意识障碍、睡眠障碍、头痛、头晕的诊断与治疗,,,,,,,,
卢强,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.5,69,癫痫，脑电图技术。尤其在癫痫的诊断与药物治疗，学龄期儿童及青少年、妊娠及哺乳期女性、老年等特殊时期的癫痫用药指导，癫痫健康心理咨询，药物难治性癫痫术前评估等方面具有丰富经验。,"49,167次",0篇,69位,0位,0位,,,
徐雁,北京,东城,北京协和医院,内科,神经科,主任医师,副教授,3.5,228,多发性硬化，视神经脊髓炎，急性播散性脑脊髓炎，脊髓炎，视神经炎,"313,563次",0篇,228位,2位,39位,,,
李延峰,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.5,542,脑血管疾病，神经系统变性病（老年性痴呆、帕金森病及运动神经元病）,"1,089,247次",2篇,542位,1位,6位,,,
姚明,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,,脑血管病，脑小血管病，遗传性脑小血管病，其他少见原因脑血管病（脑淀粉样血管病，烟雾病，烟雾综合征，青年卒中等），神经系统常见病、疑难病诊治,,,,,,,,
周祥琴,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,,癫痫及各种发作性疾病、焦虑、抑郁,,,,,,,,
魏妍平,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,946,"线粒体脑肌病,线粒体肌病,其他代谢性肌病包括糖原累积病、脂质沉积病，周围神经病","1,496,621次",18篇,946位,2位,25位,,,
刘彩燕,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,23,各种痴呆、认知障碍的诊治和神经心理评价,"130,306次",0篇,23位,1位,1位,,,
周立新,北京,东城,北京协和医院,内科,神经科,副主任医师,副研究员,3.4,14,脑血管病，神经系统疾病,"51,507次",0篇,14位,0位,2位,,,
柳青,北京,东城,北京协和医院,内科,神经科,副主任医师,,3.4,109,癫痫，脑血管病，睡眠障碍，肌萎缩侧索硬化，痴呆。,"62,862次",3篇,109位,3位,6位,,,
王琳,北京,东城,北京协和医院,内科,神经科,副主任医师,,3.4,364,震颤、帕金森病、肌张力障碍、抽动症、面肌痉挛等运动障碍疾病的诊治，肉毒毒素治疗,"436,406次",2篇,364位,1位,17位,,,
陈健华,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,3,癫痫、睡眠障碍、线粒体脑肌病、帕金森病、脑血管病、运动障碍、脱髓鞘病等,"28,988次",0篇,3位,0位,0位,,,
乔雷,北京,东城,北京协和医院,内科,神经科,副主任医师,副教授,3.4,,ALS、头痛、头晕等,,,,,,,,
袁晶,北京,东城,北京协和医院,内科,神经科,副主任医师,,3.4,2,痴呆，帕金森病,"39,081次",0篇,2位,0位,0位,,,
杨洵哲,北京,东城,北京协和医院,内科,神经科,主治医师,,3.4,,运动神经元病、周围神经病、肌肉疾病、脑血管病等。,"20,521次",0篇,0位,0位,0位,,,
韩菲,北京,东城,北京协和医院,内科,神经科,主治医师,,3.4,,各种类型及少见原因脑血管病的诊断和治疗,,,,,,,,
李力波,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,,,,,,,,,
马中弘,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,,,,,,,,,
周雁,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,认知障碍、痴呆、脑血管病、重症肌无力、周围神经病等神经系统常见疾病及多发病的诊治,,,,,,,,
刘智,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,4,,"33,611次",0篇,4位,0位,4位,,,
钱敏,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,40,专注于神经肌肉病的病理诊断以及自主神经病变的诊断,"68,780次",0篇,40位,13位,15位,,,
杨英麦,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,51,运动障碍病，帕金森病，面肌痉挛，眼睑痉挛,"117,344次",0篇,51位,0位,9位,,,
董立羚,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,痴呆,,,,,,,,
谢曼青,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,9,帕金森病、不典型帕金森综合征、震颤等运动障碍疾病的诊治,"72,951次",0篇,9位,0位,2位,,,
毛晨晖,北京,东城,北京协和医院,内科,神经科,主治医师,讲师,3.3,275,脑白质病，脑炎症及感染性病变，痴呆，系统性疾病脑受累,"483,462次",0篇,275位,2位,3位,,,
谭颖,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,86,重症肌无力、神经肌肉病、脑血管病、头晕、焦虑抑郁、神经系统脱髓鞘疾病、神经系统疑难杂症、神经系统重症,"129,766次",0篇,86位,13位,17位,,,
张君怡,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,225,神经系统各种常见病、多发病的诊治，同时致力于脑血管病方面的研究,"258,903次",0篇,225位,1位,74位,,,
牛婧雯,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,周围神经和肌肉疾病、运动神经元病的诊治以及肌电图技术,,,,,,,,
徐丹,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,神经系统常见疾病；帕金森病、不典型帕金森综合征、震颤等运动障碍疾病,,,,,,,,
林楠,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,神经科常见疾病,,,,,,,,
曹宇泽,北京,东城,北京协和医院,内科,神经科,主治医师,,3.3,,神经科常见疾病,,,,,,,,
范思远,北京,东城,北京协和医院,内科,神经科,住院医师,,3.2,,脑炎、神经系统疾病,"9,167次",0篇,0位,0位,0位,,,
尹翮翔,北京,东城,北京协和医院,内科,神经科,住院医师,,3.1,,视神经脊髓炎、多发性硬化、MOG脑脊髓炎等中枢神经系统脱髓鞘疾病的临床和基础研究工作,,,,,,,,
张梦雨,北京,东城,北京协和医院,内科,神经科,住院医师,,3.1,,神经科常见疾病,,,,,,,,
张抒扬,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.7,350,"擅长 : 1、冠心病、高血压、血脂异常、糖尿病、代谢综合征等综合管理与防治，寻求最大程度降低患者的心血管事件发生，提高生活质量。2、严格掌握冠状动脉及周围血管疾病介入性诊断与治疗的指征。3、各种心肌病和各种原因导致的心力衰竭的早期诊断与个性化的合理治疗。4、心血管系统以及全身疾病导致的复杂疑难及危重病例的诊断与治疗。5、罕见病的诊治与多学科团队的遗传检查与咨询。 1. Comprehensive management and prevention of coronary heart disease, hypertension, dyslipidemia, diabetes, and metabolic syndrome, to maximize the reduction of cardiovascular events and improvement of the quality of life in patients.2. Strictly follow the indications of interventional diagnosis and treatment of coronary and peripheral vascular diseases.3. Early diagnosis and individualized treatment of heart failure caused by various cardiomyopathy and other causes. 4. Diagnosis and treatment of complex difficult and critical cases caused by cardiovascular and systemic diseases. 5. Diagnosis and treatment of rare diseases and genetic examination and consultation by MDT.","747,320次",7篇,350位,50位,64位,,,
荆志成,北京,东城,北京协和医院,内科,心内科,主任医师,教授,4.0,3432,1、先天性心脏病，包括房间隔缺损，室间隔缺损，动脉导管未闭、艾森曼格综合征等的诊断与治疗；2、房颤患者左心耳封堵术预防卒中和体循环栓塞；3、各类疑难危重肺栓塞与静脉血栓形成的诊断与治疗；各类肺动脉高压，肺心病，右心衰竭。,"5,991,959次",4篇,3432位,51位,119位,,,
杨明,北京,东城,北京协和医院,内科,心内科,主治医师,讲师,4.1,3837,心绞痛、心肌梗死、冠心病诊治，冠心病介入治疗，心律失常诊治，心衰诊治,"5,222,462次",23篇,3837位,653位,663位,2,1089例,567例
程中伟,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.7,2335,擅长永久性心脏起搏器和ICD植入术和射频消融术，擅长各种类型心律失常的诊治，包括缓慢性心律失常（病态窦房结综合症、窦性心动过缓）和快速性心律失常（室上性心动过速、房速、房颤、房扑、室速），以及室性早搏等,"1,533,137次",36篇,2335位,265位,267位,2,394例,235例
方全,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.6,16,心律失常起搏、心衰和复杂心肌疾病的诊治,"190,803次",1篇,16位,3位,4位,,,
严晓伟,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.6,9,各种心血管病危险因子（高血压、脂质代谢异常、糖尿病等）的防治、心力衰竭诊治、血栓栓塞性疾病的抗凝和抗血小板治疗、动脉粥样硬化心脑血管病的一级预防和二级预防、以及全身性疾病累及心脏的诊治等。主要研究领域包括：脂质代谢异常、动脉粥样硬化发病机制及预防和心血管病临床药理,"71,860次",0篇,9位,0位,2位,,,
方理刚,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.6,27,心力衰竭、心肌病、高血压、冠心病、高脂血症等心血管疾病诊治。超声心动图诊断心血管疾病。,"87,418次",0篇,27位,0位,6位,,,
沈珠军,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.6,1246,冠心病 心梗介入治疗,"1,002,925次",0篇,1246位,13位,31位,,,
陈未,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,冠心病、高血压、心衰、心肌病变的诊治，超声心动图检查,,,,,,,,
游凯,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,冠心病，血脂质异常的诊断和治疗，心力衰竭，心血管药物的临床评价和临床应用等,,,,,,,,
高鹏,北京,东城,北京协和医院,内科,心内科,主任医师,副教授,3.5,1057,"起搏与电生理专业,擅长各种快速心律失常导管治疗，已完成3000余例房颤，室上速及室早、室速导管消融，上千例慢速心律失常、心力衰竭器械植入治疗，如起搏器，除颤器及三腔起搏等。","824,485次",0篇,1057位,33位,41位,,,
范中杰,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,252,冠状动脉和肾动脉介入，冠心病、代谢综合征综合诊治，循证医学,"646,949次",14篇,252位,0位,7位,,,
闫建玲,北京,东城,北京协和医院,内科,心内科,主任医师,副教授,3.5,717,冠心病诊断治疗及治疗方案决策咨询；冠心病一级二级预防的综合指导；高血压高血脂个体化治疗管理；各类型心脏术后长期维护；各种类型心力衰竭，心律失常，肺高压及心内科疑难复杂疾病的精准诊断和综合防治。,"360,037次",4篇,717位,172位,180位,,,
王崇慧,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,65,冠心病介入治疗，心律失常、心力衰竭，高血压病、高血脂等常见病的诊断和治疗,"72,625次",0篇,65位,1位,7位,,,
徐希奇,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.5,72,肺动脉高压，肺栓塞，肺心病的诊断和治疗,"198,607次",3篇,72位,1位,3位,,,
郭潇潇,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.5,273,心肌病、高血压、冠心病、高血脂、肺动脉高压、全身系统性疾病累及心脏的疑难病例,"142,731次",1篇,273位,91位,94位,,,
张德利,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,先天性心脏病介入治疗和缓慢心律失常起搏治疗,,,,,,,,
朱文玲,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,继发于全身性疾病和不易确诊的心血管疾病的诊断治疗，如感染性心内膜炎，缩窄性心包炎，多发性大动脉炎，主动脉夹层，肺栓塞，心脏淀粉样变性，围生期心肌病以及甲状腺功能亢进性心脏病，甲状腺功能减退，嗜铬细胞瘤，血色病，结缔组织病等引起的心脏疾病等,,,,,,,,
陈端霞,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,心血管疾病、高血压、冠心病,,,,,,,,
焦溥蕙,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,,内科心血管专业知识和现代检查治疗技术包括有创伤的心导管检查、冠状动脉造影、PTCA、起搏器的安置技术，起搏除颤及无创伤超声心脏检查技术等,,,,,,,,
倪超,北京,东城,北京协和医院,内科,心内科,主任医师,教授,3.5,27,常见心血管系统疾病（高血压、高脂血症、动脉粥样硬化、冠心病、心肌病、心力衰竭等）的诊治；心血管疾病合并焦虑、抑郁等病症的诊治；心血管病预防及心脏康复指导；超声心动图（心脏彩超）检查。,"105,573次",0篇,27位,0位,4位,,,
蒋鑫,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.4,392,"1. 肺栓塞、肺动脉高压和大动脉炎的诊断和介入治疗
2. 先天性心脏病，如卵圆孔未闭，房缺，室缺，动脉导管未闭的介入治疗","273,835次",0篇,392位,47位,54位,,,
程康安,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.4,158,心律失常（包括房颤、心动过速、心动过缓等）的诊断与治疗，擅长心律失常射频消融手术治疗及对心力衰竭的同步化治疗,"350,274次",8篇,158位,26位,33位,,,
田庄,北京,东城,北京协和医院,内科,心内科,主任医师,副教授,3.4,36,心内科常见病（高血压、冠心病等）、肺动脉高压、心肌病、超声心动图；特别是在肺动脉高压和少见心肌病的诊治方面具有一定经验,"149,402次",0篇,36位,0位,1位,,,
陈太波,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.4,1891,心律失常，房颤，起搏，消融，除颤器植入，三腔起搏器植入,"3,036,993次",26篇,1891位,1位,8位,,,
刘永太,北京,东城,北京协和医院,内科,心内科,主任医师,副教授,3.3,7,超声心动图、有创血流动力学监测、冠状动脉造影等操作。高血压、冠心病、心衰等心内科常见疾病,"147,627次",11篇,7位,0位,2位,,,
谢洪智,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,339,冠心病介入治疗、高血压，冠心病 ，心律失常，心肌病等心内科疾病的诊断治疗,"334,517次",0篇,339位,0位,3位,,,
邓华,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,554,房颤、及各种心律失常的诊治,"324,839次",0篇,554位,15位,17位,,,
朱燕林,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,,超声心动图诊断成人心脏病,,,,,,,,
刘震宇,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,335,冠心病介入治疗，高血压，血脂异常，心力衰竭,"496,136次",0篇,335位,0位,10位,,,
徐瑞燚,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,,高血压，高血脂，冠心病，心肌病，心衰，瓣膜病，心脏超声,"7,981次",0篇,0位,0位,0位,,,
张丽华,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.3,9,心脏彩超，心血管疑难疾病的诊治（心肌病，心包疾病、系统性全身疾病的心血管表现），高血压病的诊断与治疗，心力衰竭的诊断与治疗。,"36,151次",0篇,9位,1位,2位,,,
常炳习,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.2,75,血脂异常与动脉粥样硬化，高血压的治疗,"129,584次",0篇,75位,1位,4位,,,
沈建中,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,33,冠心病、高血压，心衰，心率失常,"66,926次",0篇,33位,0位,2位,,,
吴炜,北京,东城,北京协和医院,内科,心内科,副主任医师,,3.2,19,冠心病介入与遗传心血管疾病,"92,986次",0篇,19位,0位,3位,,,
林雪,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.2,166,心衰、心肌病、高血压、心悸心慌、冠心病、心脏超声、多种疾病的心脏受累、心脏相关的疑难杂症,"223,527次",7篇,166位,15位,19位,,,
赖晋智,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,,心内科常见疾病（高血压、冠心病等）、肺动脉高压、超声心动图；特别是结缔组织病肺高压和少见心肌病的诊治方面有一定经验,,,,,,,,
金晓峰,北京,东城,北京协和医院,内科,心内科,副主任医师,,3.2,416,心血管疾病诊治，冠心病介入治疗,"427,849次",0篇,416位,0位,6位,,,
李玲,北京,东城,北京协和医院,内科,心内科,副主任医师,副教授,3.2,1110,高血压，血脂异常，冠心病和心力衰竭等心血管疾病诊治。超声心动图诊断心血管疾病。,"1,286,403次",0篇,1110位,0位,3位,,,
田然,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,897,冠心病、心律失常、高血压、心力衰竭、心肌病及系统性疾病心脏受累等疾病的诊治,,6篇,0位,0位,0位,,,
王辉,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,,心血管病专业，包括高血压、冠心病、心力衰竭、心肌病、心律失常等，同时参与超声心动图等无创检查。,,,,,,,,
朱园园,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,,高血压、高脂血症、冠心病、急慢性心力衰竭等心内科常见疾病的诊治；超声心动图诊断技术,,,,,,,,
王亮,北京,东城,北京协和医院,内科,心内科,主治医师,,3.2,,熟悉心内科常见疾病（高血压、冠心病、心律失常、心力衰竭等）的诊断与治疗,,,,,,,,
李红武,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,425,心血管内科，冠心病一二级预防，冠脉介入及术后随访管理、高血压各期诊治，精密调节血压、高血脂三级控制及并发症防治，早博，房颤等心律失常药物治疗。,"336,462次",0篇,425位,143位,145位,,,
钱浩,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,心血管内科常见及疑难疾病的诊断、鉴别诊断及治疗，特别擅长冠心病、高血压、心力衰竭、心肌病及系统性疾病心脏受累的诊断及治疗,,,,,,,,
白桦,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,高血压、高脂血症、冠心病、瓣膜性心脏病、心力衰竭等心内科常见病,,,,,,,,
杨静,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,心脏超声、心功能不全、冠心病、高血压等,,,,,,,,
杨德彦,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,7,主要从事心律失常（包括心房颤动、室性早搏、室上性心动过速、心动过缓等）介入治疗及心脏起搏与电生理研究,"14,806次",1篇,7位,3位,3位,,,
范静波,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,心电图相关检查及起搏器随诊,,,,,,,,
刘颖娴,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,1,主要专业方向为心脏影像学的临床应用，包括Speckle Tracking等超声心动图新技术；主要科研方向为心衰与房颤的临床基础研究。,"26,991次",0篇,1位,0位,1位,,,
韩业晨,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,20,冠心病、高血压,"42,946次",0篇,20位,0位,2位,,,
张博为,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,慢性心衰，心肌病等。熟练掌握常见心血管疾病的诊断治疗，有一定的诊治疑难病的能力,,,,,,,,
黎婧怡,北京,东城,北京协和医院,内科,心内科,主治医师,,3.1,,熟练掌握常见心血管疾病，如高血压，高脂血症，冠心病，心肌梗死，心力衰竭，心律失常的诊治，并对冠心病合并慢性肾衰、心衰等危重症的诊治有一定的经验，主要专业方向为妊娠相关心血管疾病,,,,,,,,
耿爱寒,北京,东城,北京协和医院,内科,心内科,住院医师,,3.1,,,,,,,,,,
夏维波,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.7,210,少见、疑难内分泌代谢性疾病的临床和遗传诊断（如低磷佝偻病、骨软化症、软骨发育不良等）,"612,371次",1篇,210位,0位,30位,,,
李文慧,北京,东城,北京协和医院,内科,内分泌科,副主任医师,副教授,4.9,11702,2型和1型糖尿病的综合治疗，擅长难治性糖尿病及严重并发症的个性化治疗，治疗思路严谨独到；妊娠期糖尿病及妊娠甲状腺病的个体化治疗；甲状腺结节、甲亢以及甲减的全面治疗。针对上述疾病，给出具体分析，明确治疗路径，还常辅以生活及心理指导。,"9,876,860次",105篇,11702位,3893位,4292位,3,5411例,2677例
茅江峰,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,4.0,3540,身材矮小，青春发育异常，垂体疾病和其他内分泌疾病,"3,937,433次",47篇,3540位,1523位,1649位,,,
邢小平,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.7,320,骨质疏松及其他代谢性骨病,"563,652次",0篇,320位,1位,44位,,,
陆召麟,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.6,,"垂体—肾上腺疾病,皮质醇增多症（库欣综合征）,异位ACTH综合征,艾迪生病,先天性肾上腺皮质增生症,女子多毛症",,,,,,,,
潘慧,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.6,20906,矮小症、垂体下丘脑疾病、特纳综合征、肥胖症、代谢综合征、性早熟、小于胎龄儿、甲状腺等疾病,"48,952,710次",619篇,20906位,2141位,2398位,,,
童安莉,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.6,154,糖尿病、甲状腺疾病、高血压、肾上腺疾病（嗜铬细胞瘤、原发性醛固酮增多症）、继发性高血压、儿童高血压、低钾血症的诊治,"317,996次",0篇,154位,0位,25位,,,
曾正陪,北京,东城,北京协和医院,内科,内分泌科,主任医师,教授,3.6,,糖尿病、甲状腺、内分泌性高血压等各种内分泌疾病,,,,,,,,
