姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
阿不都米吉提·阿不都克热木,新疆,和田,和田地区人民医院,其他,全科医学科,副主任医师,,2.8,,内科系常见病，多发病及疑难杂症的诊断及治疗。,,,,,,,,
巩丁溶,新疆,和田,和田地区人民医院,其他,皮肤医疗美容科,住院医师,,2.7,,皮肤科常见病，激光美容、面部年轻化、除皱、皮肤护理；各种色斑、疣、痣、瘢痕等治疗。,,,,,,,,
李菊花,新疆,和田,和田地区人民医院,其他,营养科,住院医师,,2.8,,治疗因各种疾病导致的营养不良患者的肠内营养治疗。,,,,,,,,
寇继红,新疆,和田,和田地区人民医院,其他,超声科,副主任医师,,2.8,,心脏疾病超声诊断,"6,970次",0篇,0位,0位,0位,,,
候学阳,新疆,和田,和田地区人民医院,其他,耳鼻喉,住院医师,,2.8,,耳鼻咽喉常见疾病诊治，如慢性鼻炎，鼻窦炎，鼻息肉，过敏性鼻炎，腺样体肥大，扁桃体炎，化脓性中耳炎，分泌性中耳炎，鼓膜穿孔，声带息肉等,"5,482次",0篇,0位,0位,0位,,,
张志蓉,新疆,和田,和田地区人民医院,其他,肿瘤内科,副主任医师,,2.8,,各类肿瘤的内科治疗（食管癌、胃癌、结直肠癌、鼻咽癌、卵巢癌及宫颈癌的放化疗）；恶性肿瘤进行术后辅助化疗，术前新辅助化疗；癌性疼痛的治疗。,,,,,,,,
买提吐尔地·阿布都力克木,新疆,和田,于田县人民医院,内科,普通内科,主任医师,,2.5,,,,,,,,,,
买买提玉素甫·依布热依木,新疆,和田,于田县人民医院,外科,普外科,主任医师,,2.5,,,,,,,,,,
王长勇,新疆,和田,于田县人民医院,外科,普外科,副主任医师,,2.5,,,,,,,,,,
黄培华,新疆,和田,于田县人民医院,妇儿,妇产科,主任医师,,2.5,,,,,,,,,,
吾日尼沙汗·阿不都外力,新疆,和田,于田县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
加娜提克孜·阿布都卡地,新疆,和田,于田县人民医院,妇儿,妇产科,副主任医师,,2.5,,,,,,,,,,
古丽阿依姆·阿不都卡地,新疆,和田,于田县人民医院,妇儿,儿科,副主任医师,,2.5,,,,,,,,,,
